settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,123.94,125.46,1.52,Battery_1,hold,0.0,10.0,2.0
2,120.02,114.82,-5.2,Battery_1,hold,0.0,10.0,2.0
3,110.51,114.26,3.75,Battery_1,hold,0.0,10.0,2.0
4,108.51,113.21,4.7,Battery_1,hold,0.0,10.0,2.0
5,109.03,99.27,-9.76,Battery_1,charge,3.0,16.8,3.35
6,106.63,100.12,-6.51,Battery_1,charge,3.0,23.5,4.7
7,105.66,106.3,0.64,Battery_1,charge,0.26,24.1,4.82
8,103.26,101.68,-1.58,Battery_1,charge,3.0,30.8,6.17
9,107.44,107.36,-0.08,Battery_1,hold,0.0,30.8,6.17
10,105.67,101.4,-4.27,Battery_1,charge,3.0,37.6,7.52
11,115.7,120.1,4.4,Battery_1,hold,0.0,37.6,7.52
12,119.21,123.1,3.89,Battery_1,hold,0.0,37.6,7.52
13,117.48,117.81,0.33,Battery_1,hold,0.0,37.6,7.52
14,127.21,132.85,5.64,Battery_1,discharge,3.0,29.2,5.85
15,124.92,127.26,2.34,Battery_1,hold,0.0,29.2,5.85
16,128.88,124.58,-4.3,Battery_1,hold,0.0,29.2,5.85
17,114.68,116.52,1.84,Battery_1,hold,0.0,29.2,5.85
18,118.17,113.38,-4.79,Battery_1,hold,0.0,29.2,5.85
19,122.03,126.42,4.39,Battery_1,hold,0.0,29.2,5.85
20,128.5,128.25,-0.25,Battery_1,hold,0.0,29.2,5.85
21,130.9,129.98,-0.92,Battery_1,hold,0.0,29.2,5.85
22,131.84,128.44,-3.4,Battery_1,hold,0.0,29.2,5.85
23,118.07,124.18,6.11,Battery_1,hold,0.0,29.2,5.85
24,110.44,109.67,-0.77,Battery_1,hold,0.0,29.2,5.85
25,103.14,101.0,-2.14,Battery_1,charge,3.0,36.0,7.2
26,94.69,92.93,-1.76,Battery_1,charge,3.0,42.8,8.55
27,78.46,81.12,2.66,Battery_1,charge,3.0,49.5,9.9
28,78.54,80.37,1.83,Battery_1,charge,3.0,56.2,11.25
29,76.77,78.83,2.06,Battery_1,charge,3.0,63.0,12.6
30,79.15,81.3,2.15,Battery_1,charge,3.0,69.8,13.95
31,83.41,94.12,10.71,Battery_1,charge,3.0,76.5,15.3
32,91.34,89.31,-2.03,Battery_1,charge,3.0,83.2,16.65
33,109.61,107.05,-2.56,Battery_1,hold,0.0,83.2,16.65
34,104.47,100.4,-4.07,Battery_1,charge,3.0,90.0,18.0
35,117.56,120.64,3.08,Battery_1,hold,0.0,90.0,18.0
36,139.12,144.76,5.64,Battery_1,discharge,3.0,81.7,16.33
37,136.72,136.15,-0.57,Battery_1,hold,0.0,81.7,16.33
38,153.93,149.73,-4.2,Battery_1,discharge,3.0,73.3,14.67
39,150.06,145.94,-4.12,Battery_1,discharge,3.0,65.0,13.0
40,161.83,165.08,3.25,Battery_1,discharge,3.0,56.7,11.33
41,153.82,157.54,3.72,Battery_1,discharge,3.0,48.3,9.67
42,159.42,162.14,2.72,Battery_1,discharge,3.0,40.0,8.0
43,156.29,152.96,-3.33,Battery_1,discharge,3.0,31.7,6.33
44,150.38,151.54,1.16,Battery_1,discharge,3.0,23.3,4.67
45,152.42,153.0,0.58,Battery_1,discharge,3.0,15.0,3.0
46,141.5,142.59,1.09,Battery_1,hold,0.0,15.0,3.0
47,139.86,144.22,4.36,Battery_1,discharge,1.8,10.0,2.0
48,134.05,135.17,1.12,Battery_1,hold,0.0,10.0,2.0
1,123.94,125.46,1.52,Battery_2,hold,0.0,10.0,10.0
2,120.02,114.82,-5.2,Battery_2,hold,0.0,10.0,10.0
3,110.51,114.26,3.75,Battery_2,hold,0.0,10.0,10.0
4,108.51,113.21,4.7,Battery_2,hold,0.0,10.0,10.0
5,109.03,99.27,-9.76,Battery_2,charge,5.0,12.2,12.25
6,106.63,100.12,-6.51,Battery_2,charge,5.0,14.5,14.5
7,105.66,106.3,0.64,Battery_2,charge,5.0,16.8,16.75
8,103.26,101.68,-1.58,Battery_2,charge,5.0,19.0,19.0
9,107.44,107.36,-0.08,Battery_2,charge,5.0,21.2,21.25
10,105.67,101.4,-4.27,Battery_2,charge,5.0,23.5,23.5
11,115.7,120.1,4.4,Battery_2,hold,0.0,23.5,23.5
12,119.21,123.1,3.89,Battery_2,hold,0.0,23.5,23.5
13,117.48,117.81,0.33,Battery_2,hold,0.0,23.5,23.5
14,127.21,132.85,5.64,Battery_2,hold,0.0,23.5,23.5
15,124.92,127.26,2.34,Battery_2,hold,0.0,23.5,23.5
16,128.88,124.58,-4.3,Battery_2,hold,0.0,23.5,23.5
17,114.68,116.52,1.84,Battery_2,hold,0.0,23.5,23.5
18,118.17,113.38,-4.79,Battery_2,hold,0.0,23.5,23.5
19,122.03,126.42,4.39,Battery_2,hold,0.0,23.5,23.5
20,128.5,128.25,-0.25,Battery_2,hold,0.0,23.5,23.5
