settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,113.1,114.62,1.52,Battery_1,hold,0.0,10.0,2.0
2,113.77,108.57,-5.2,Battery_1,hold,0.0,10.0,2.0
3,112.85,116.6,3.75,Battery_1,hold,0.0,10.0,2.0
4,114.74,119.44,4.7,Battery_1,hold,0.0,10.0,2.0
5,111.91,102.15,-9.76,Battery_1,charge,3.0,16.8,3.35
6,112.72,106.21,-6.51,Battery_1,charge,3.0,23.5,4.7
7,107.15,107.79,0.64,Battery_1,charge,3.0,30.2,6.05
8,110.0,108.42,-1.58,Battery_1,charge,3.0,37.0,7.4
9,110.63,110.55,-0.08,Battery_1,hold,0.0,37.0,7.4
10,114.18,109.91,-4.27,Battery_1,hold,0.0,37.0,7.4
11,120.25,124.65,4.4,Battery_1,hold,0.0,37.0,7.4
12,130.3,134.19,3.89,Battery_1,discharge,3.0,28.7,5.73
13,135.0,135.33,0.33,Battery_1,discharge,3.0,20.3,4.07
14,145.49,151.13,5.64,Battery_1,discharge,3.0,12.0,2.4
15,131.64,133.98,2.34,Battery_1,discharge,0.72,10.0,2.0
16,137.62,133.32,-4.3,Battery_1,hold,0.0,10.0,2.0
17,103.07,104.91,1.84,Battery_1,hold,0.0,10.0,2.0
18,112.26,107.47,-4.79,Battery_1,hold,0.0,10.0,2.0
19,91.04,95.43,4.39,Battery_1,charge,3.0,16.8,3.35
20,73.31,73.06,-0.25,Battery_1,charge,3.0,23.5,4.7
21,64.95,64.03,-0.92,Battery_1,charge,3.0,30.2,6.05
22,53.72,50.32,-3.4,Battery_1,charge,3.0,37.0,7.4
23,61.21,67.32,6.11,Battery_1,charge,3.0,43.8,8.75
24,76.76,75.99,-0.77,Battery_1,charge,3.0,50.5,10.1
25,86.11,83.97,-2.14,Battery_1,charge,3.0,57.2,11.45
26,88.78,87.02,-1.76,Battery_1,charge,3.0,64.0,12.8
27,94.51,97.17,2.66,Battery_1,charge,3.0,70.8,14.15
28,94.86,96.69,1.83,Battery_1,charge,3.0,77.5,15.5
29,97.66,99.72,2.06,Battery_1,charge,3.0,84.2,16.85
30,98.66,100.81,2.15,Battery_1,charge,2.56,90.0,18.0
31,103.28,113.99,10.71,Battery_1,hold,0.0,90.0,18.0
32,110.36,108.33,-2.03,Battery_1,hold,0.0,90.0,18.0
33,106.98,104.42,-2.56,Battery_1,hold,0.0,90.0,18.0
34,107.32,103.25,-4.07,Battery_1,hold,0.0,90.0,18.0
35,101.3,104.38,3.08,Battery_1,hold,0.0,90.0,18.0
36,109.66,115.3,5.64,Battery_1,hold,0.0,90.0,18.0
37,122.81,122.24,-0.57,Battery_1,hold,0.0,90.0,18.0
38,127.4,123.2,-4.2,Battery_1,hold,0.0,90.0,18.0
39,149.24,145.12,-4.12,Battery_1,discharge,3.0,81.7,16.33
40,152.61,155.86,3.25,Battery_1,discharge,3.0,73.3,14.67
41,156.19,159.91,3.72,Battery_1,discharge,3.0,65.0,13.0
42,155.45,158.17,2.72,Battery_1,discharge,3.0,56.7,11.33
43,158.08,154.75,-3.33,Battery_1,discharge,3.0,48.3,9.67
44,152.39,153.55,1.16,Battery_1,discharge,3.0,40.0,8.0
45,146.74,147.32,0.58,Battery_1,discharge,3.0,31.7,6.33
46,139.43,140.52,1.09,Battery_1,discharge,1.8,26.7,5.33
47,143.49,147.85,4.36,Battery_1,discharge,3.0,18.3,3.67
48,140.35,141.47,1.12,Battery_1,discharge,3.0,10.0,2.0
1,113.1,114.62,1.52,Battery_2,hold,0.0,10.0,10.0
2,113.77,108.57,-5.2,Battery_2,hold,0.0,10.0,10.0
3,112.85,116.6,3.75,Battery_2,hold,0.0,10.0,10.0
4,114.74,119.44,4.7,Battery_2,hold,0.0,10.0,10.0
5,111.91,102.15,-9.76,Battery_2,charge,5.0,12.2,12.25
6,112.72,106.21,-6.51,Battery_2,charge,5.0,14.5,14.5
7,107.15,107.79,0.64,Battery_2,charge,5.0,16.8,16.75
8,110.0,108.42,-1.58,Battery_2,charge,5.0,19.0,19.0
9,110.63,110.55,-0.08,Battery_2,hold,0.0,19.0,19.0
10,114.18,109.91,-4.27,Battery_2,hold,0.0,19.0,19.0
11,120.25,124.65,4.4,Battery_2,hold,0.0,19.0,19.0
12,130.3,134.19,3.89,Battery_2,discharge,5.0,16.2,16.22
13,135.0,135.33,0.33,Battery_2,discharge,5.0,13.4,13.44
14,145.49,151.13,5.64,Battery_2,discharge,5.0,10.7,10.67
15,131.64,133.98,2.34,Battery_2,discharge,1.2,10.0,10.0
16,137.62,133.32,-4.3,Battery_2,hold,0.0,10.0,10.0
17,103.07,104.91,1.84,Battery_2,hold,0.0,10.0,10.0
18,112.26,107.47,-4.79,Battery_2,hold,0.0,10.0,10.0
19,91.04,95.43,4.39,Battery_2,charge,5.0,12.2,12.25
20,73.31,73.06,-0.25,Battery_2,charge,5.0,14.5,14.5
21,64.95,64.03,-0.92,Battery_2,charge,5.0,16.8,16.75
22,53.72,50.32,-3.4,Battery_2,charge,5.0,19.0,19.0
23,61.21,67.32,6.11,Battery_2,charge,5.0,21.2,21.25
24,76.76,75.99,-0.77,Battery_2,charge,5.0,23.5,23.5
25,86.11,83.97,-2.14,Battery_2,charge,5.0,25.8,25.75
26,88.78,87.02,-1.76,Battery_2,charge,5.0,28.0,28.0
27,94.51,97.17,2.66,Battery_2,charge,5.0,30.2,30.25
28,94.86,96.69,1.83,Battery_2,charge,5.0,32.5,32.5
29,97.66,99.72,2.06,Battery_2,charge,5.0,34.8,34.75
30,98.66,100.81,2.15,Battery_2,charge,5.0,37.0,37.0
31,103.28,113.99,10.71,Battery_2,hold,0.0,37.0,37.0
32,110.36,108.33,-2.03,Battery_2,hold,0.0,37.0,37.0
33,106.98,104.42,-2.56,Battery_2,hold,0.0,37.0,37.0
34,107.32,103.25,-4.07,Battery_2,charge,1.73,37.8,37.78
35,101.3,104.38,3.08,Battery_2,hold,0.0,37.8,37.78
36,109.66,115.3,5.64,Battery_2,hold,0.0,37.8,37.78
37,122.81,122.24,-0.57,Battery_2,hold,0.0,37.8,37.78
38,127.4,123.2,-4.2,Battery_2,hold,0.0,37.8,37.78
39,149.24,145.12,-4.12,Battery_2,discharge,5.0,35.0,35.0
40,152.61,155.86,3.25,Battery_2,discharge,5.0,32.2,32.22
41,156.19,159.91,3.72,Battery_2,discharge,5.0,29.4,29.44
42,155.45,158.17,2.72,Battery_2,discharge,5.0,26.7,26.67
43,158.08,154.75,-3.33,Battery_2,discharge,5.0,23.9,23.89
44,152.39,153.55,1.16,Battery_2,discharge,5.0,21.1,21.11
45,146.74,147.32,0.58,Battery_2,discharge,5.0,18.3,18.33
46,139.43,140.52,1.09,Battery_2,discharge,5.0,15.6,15.56
47,143.49,147.85,4.36,Battery_2,discharge,5.0,12.8,12.78
48,140.35,141.47,1.12,Battery_2,discharge,5.0,10.0,10.0
1,113.1,114.62,1.52,Battery_3,hold,0.0,10.0,20.0
2,113.77,108.57,-5.2,Battery_3,hold,0.0,10.0,20.0
3,112.85,116.6,3.75,Battery_3,hold,0.0,10.0,20.0
4,114.74,119.44,4.7,Battery_3,hold,0.0,10.0,20.0
5,111.91,102.15,-9.76,Battery_3,charge,10.0,12.2,24.5
6,112.72,106.21,-6.51,Battery_3,charge,10.0,14.5,29.0
7,107.15,107.79,0.64,Battery_3,charge,10.0,16.8,33.5
8,110.0,108.42,-1.58,Battery_3,charge,10.0,19.0,38.0
9,110.63,110.55,-0.08,Battery_3,hold,0.0,19.0,38.0
10,114.18,109.91,-4.27,Battery_3,hold,0.0,19.0,38.0
11,120.25,124.65,4.4,Battery_3,hold,0.0,19.0,38.0
12,130.3,134.19,3.89,Battery_3,discharge,10.0,16.2,32.44
13,135.0,135.33,0.33,Battery_3,discharge,10.0,13.4,26.89
14,145.49,151.13,5.64,Battery_3,discharge,10.0,10.7,21.33
15,131.64,133.98,2.34,Battery_3,discharge,2.4,10.0,20.0
16,137.62,133.32,-4.3,Battery_3,hold,0.0,10.0,20.0
17,103.07,104.91,1.84,Battery_3,hold,0.0,10.0,20.0
18,112.26,107.47,-4.79,Battery_3,hold,0.0,10.0,20.0
19,91.04,95.43,4.39,Battery_3,charge,10.0,12.2,24.5
20,73.31,73.06,-0.25,Battery_3,charge,10.0,14.5,29.0
21,64.95,64.03,-0.92,Battery_3,charge,10.0,16.8,33.5
22,53.72,50.32,-3.4,Battery_3,charge,10.0,19.0,38.0
23,61.21,67.32,6.11,Battery_3,charge,10.0,21.2,42.5
24,76.76,75.99,-0.77,Battery_3,charge,10.0,23.5,47.0
25,86.11,83.97,-2.14,Battery_3,charge,10.0,25.8,51.5
26,88.78,87.02,-1.76,Battery_3,charge,10.0,28.0,56.0
27,94.51,97.17,2.66,Battery_3,charge,10.0,30.2,60.5
28,94.86,96.69,1.83,Battery_3,charge,10.0,32.5,65.0
29,97.66,99.72,2.06,Battery_3,charge,10.0,34.8,69.5
30,98.66,100.81,2.15,Battery_3,charge,10.0,37.0,74.0
31,103.28,113.99,10.71,Battery_3,hold,0.0,37.0,74.0
32,110.36,108.33,-2.03,Battery_3,hold,0.0,37.0,74.0
33,106.98,104.42,-2.56,Battery_3,hold,0.0,37.0,74.0
34,107.32,103.25,-4.07,Battery_3,charge,3.46,37.8,75.56
35,101.3,104.38,3.08,Battery_3,hold,0.0,37.8,75.56
36,109.66,115.3,5.64,Battery_3,hold,0.0,37.8,75.56
37,122.81,122.24,-0.57,Battery_3,hold,0.0,37.8,75.56
38,127.4,123.2,-4.2,Battery_3,hold,0.0,37.8,75.56
39,149.24,145.12,-4.12,Battery_3,discharge,10.0,35.0,70.0
40,152.61,155.86,3.25,Battery_3,discharge,10.0,32.2,64.44
41,156.19,159.91,3.72,Battery_3,discharge,10.0,29.4,58.89
42,155.45,158.17,2.72,Battery_3,discharge,10.0,26.7,53.33
43,158.08,154.75,-3.33,Battery_3,discharge,10.0,23.9,47.78
44,152.39,153.55,1.16,Battery_3,discharge,10.0,21.1,42.22
45,146.74,147.32,0.58,Battery_3,discharge,10.0,18.3,36.67
46,139.43,140.52,1.09,Battery_3,discharge,10.0,15.6,31.11
47,143.49,147.85,4.36,Battery_3,discharge,10.0,12.8,25.56
48,140.35,141.47,1.12,Battery_3,discharge,10.0,10.0,20.0
1,113.1,114.62,1.52,Battery_4,hold,0.0,10.0,8.0
2,113.77,108.57,-5.2,Battery_4,hold,0.0,10.0,8.0
3,112.85,116.6,3.75,Battery_4,hold,0.0,10.0,8.0
4,114.74,119.44,4.7,Battery_4,hold,0.0,10.0,8.0
5,111.91,102.15,-9.76,Battery_4,charge,4.0,12.3,9.8
6,112.72,106.21,-6.51,Battery_4,charge,4.0,14.5,11.6
7,107.15,107.79,0.64,Battery_4,charge,4.0,16.8,13.4
8,110.0,108.42,-1.58,Battery_4,charge,4.0,19.0,15.2
9,110.63,110.55,-0.08,Battery_4,hold,0.0,19.0,15.2
10,114.18,109.91,-4.27,Battery_4,hold,0.0,19.0,15.2
11,120.25,124.65,4.4,Battery_4,hold,0.0,19.0,15.2
12,130.3,134.19,3.89,Battery_4,discharge,4.0,16.2,12.98
13,135.0,135.33,0.33,Battery_4,discharge,4.0,13.4,10.76
14,145.49,151.13,5.64,Battery_4,discharge,4.0,10.7,8.53
15,131.64,133.98,2.34,Battery_4,discharge,0.96,10.0,8.0
16,137.62,133.32,-4.3,Battery_4,hold,0.0,10.0,8.0
17,103.07,104.91,1.84,Battery_4,hold,0.0,10.0,8.0
18,112.26,107.47,-4.79,Battery_4,hold,0.0,10.0,8.0
19,91.04,95.43,4.39,Battery_4,charge,4.0,12.3,9.8
20,73.31,73.06,-0.25,Battery_4,charge,4.0,14.5,11.6
21,64.95,64.03,-0.92,Battery_4,charge,4.0,16.8,13.4
22,53.72,50.32,-3.4,Battery_4,charge,4.0,19.0,15.2
23,61.21,67.32,6.11,Battery_4,charge,4.0,21.2,17.0
24,76.76,75.99,-0.77,Battery_4,charge,4.0,23.5,18.8
25,86.11,83.97,-2.14,Battery_4,charge,4.0,25.8,20.6
26,88.78,87.02,-1.76,Battery_4,charge,4.0,28.0,22.4
27,94.51,97.17,2.66,Battery_4,charge,4.0,30.2,24.2
28,94.86,96.69,1.83,Battery_4,charge,4.0,32.5,26.0
29,97.66,99.72,2.06,Battery_4,charge,4.0,34.8,27.8
30,98.66,100.81,2.15,Battery_4,charge,4.0,37.0,29.6
31,103.28,113.99,10.71,Battery_4,hold,0.0,37.0,29.6
32,110.36,108.33,-2.03,Battery_4,hold,0.0,37.0,29.6
33,106.98,104.42,-2.56,Battery_4,hold,0.0,37.0,29.6
34,107.32,103.25,-4.07,Battery_4,charge,1.38,37.8,30.22
35,101.3,104.38,3.08,Battery_4,hold,0.0,37.8,30.22
36,109.66,115.3,5.64,Battery_4,hold,0.0,37.8,30.22
37,122.81,122.24,-0.57,Battery_4,hold,0.0,37.8,30.22
38,127.4,123.2,-4.2,Battery_4,hold,0.0,37.8,30.22
39,149.24,145.12,-4.12,Battery_4,discharge,4.0,35.0,28.0
40,152.61,155.86,3.25,Battery_4,discharge,4.0,32.2,25.78
41,156.19,159.91,3.72,Battery_4,discharge,4.0,29.4,23.56
42,155.45,158.17,2.72,Battery_4,discharge,4.0,26.7,21.33
43,158.08,154.75,-3.33,Battery_4,discharge,4.0,23.9,19.11
44,152.39,153.55,1.16,Battery_4,discharge,4.0,21.1,16.89
45,146.74,147.32,0.58,Battery_4,discharge,4.0,18.3,14.67
46,139.43,140.52,1.09,Battery_4,discharge,4.0,15.6,12.44
47,143.49,147.85,4.36,Battery_4,discharge,4.0,12.8,10.22
48,140.35,141.47,1.12,Battery_4,discharge,4.0,10.0,8.0
1,113.1,114.62,1.52,Battery_5,hold,0.0,10.0,16.0
2,113.77,108.57,-5.2,Battery_5,hold,0.0,10.0,16.0
3,112.85,116.6,3.75,Battery_5,hold,0.0,10.0,16.0
4,114.74,119.44,4.7,Battery_5,hold,0.0,10.0,16.0
5,111.91,102.15,-9.76,Battery_5,charge,8.0,12.3,19.6
6,112.72,106.21,-6.51,Battery_5,charge,8.0,14.5,23.2
7,107.15,107.79,0.64,Battery_5,charge,8.0,16.8,26.8
8,110.0,108.42,-1.58,Battery_5,charge,8.0,19.0,30.4
9,110.63,110.55,-0.08,Battery_5,hold,0.0,19.0,30.4
10,114.18,109.91,-4.27,Battery_5,hold,0.0,19.0,30.4
11,120.25,124.65,4.4,Battery_5,hold,0.0,19.0,30.4
12,130.3,134.19,3.89,Battery_5,discharge,8.0,16.2,25.96
13,135.0,135.33,0.33,Battery_5,discharge,8.0,13.4,21.51
14,145.49,151.13,5.64,Battery_5,discharge,8.0,10.7,17.07
15,131.64,133.98,2.34,Battery_5,discharge,1.92,10.0,16.0
16,137.62,133.32,-4.3,Battery_5,hold,0.0,10.0,16.0
17,103.07,104.91,1.84,Battery_5,hold,0.0,10.0,16.0
18,112.26,107.47,-4.79,Battery_5,hold,0.0,10.0,16.0
19,91.04,95.43,4.39,Battery_5,charge,8.0,12.3,19.6
20,73.31,73.06,-0.25,Battery_5,charge,8.0,14.5,23.2
21,64.95,64.03,-0.92,Battery_5,charge,8.0,16.8,26.8
22,53.72,50.32,-3.4,Battery_5,charge,8.0,19.0,30.4
23,61.21,67.32,6.11,Battery_5,charge,8.0,21.2,34.0
24,76.76,75.99,-0.77,Battery_5,charge,8.0,23.5,37.6
25,86.11,83.97,-2.14,Battery_5,charge,8.0,25.8,41.2
26,88.78,87.02,-1.76,Battery_5,charge,8.0,28.0,44.8
27,94.51,97.17,2.66,Battery_5,charge,8.0,30.2,48.4
28,94.86,96.69,1.83,Battery_5,charge,8.0,32.5,52.0
29,97.66,99.72,2.06,Battery_5,charge,8.0,34.8,55.6
30,98.66,100.81,2.15,Battery_5,charge,8.0,37.0,59.2
31,103.28,113.99,10.71,Battery_5,hold,0.0,37.0,59.2
32,110.36,108.33,-2.03,Battery_5,hold,0.0,37.0,59.2
33,106.98,104.42,-2.56,Battery_5,hold,0.0,37.0,59.2
34,107.32,103.25,-4.07,Battery_5,charge,2.77,37.8,60.44
35,101.3,104.38,3.08,Battery_5,hold,0.0,37.8,60.44
36,109.66,115.3,5.64,Battery_5,hold,0.0,37.8,60.44
37,122.81,122.24,-0.57,Battery_5,hold,0.0,37.8,60.44
38,127.4,123.2,-4.2,Battery_5,hold,0.0,37.8,60.44
39,149.24,145.12,-4.12,Battery_5,discharge,8.0,35.0,56.0
40,152.61,155.86,3.25,Battery_5,discharge,8.0,32.2,51.56
41,156.19,159.91,3.72,Battery_5,discharge,8.0,29.4,47.11
42,155.45,158.17,2.72,Battery_5,discharge,8.0,26.7,42.67
