settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,118.4,119.92,1.52,Battery_1,hold,0.0,10.0,2.0
2,121.33,116.13,-5.2,Battery_1,hold,0.0,10.0,2.0
3,123.58,127.33,3.75,Battery_1,hold,0.0,10.0,2.0
4,117.95,122.65,4.7,Battery_1,hold,0.0,10.0,2.0
5,118.4,108.64,-9.76,Battery_1,charge,3.0,16.8,3.35
6,115.9,109.39,-6.51,Battery_1,charge,3.0,23.5,4.7
7,115.46,116.1,0.64,Battery_1,hold,0.0,23.5,4.7
8,111.91,110.33,-1.58,Battery_1,hold,0.0,23.5,4.7
9,115.86,115.78,-0.08,Battery_1,hold,0.0,23.5,4.7
10,115.44,111.17,-4.27,Battery_1,hold,0.0,23.5,4.7
11,124.03,128.43,4.4,Battery_1,hold,0.0,23.5,4.7
12,123.37,127.26,3.89,Battery_1,hold,0.0,23.5,4.7
13,121.89,122.22,0.33,Battery_1,hold,0.0,23.5,4.7
14,125.26,130.9,5.64,Battery_1,hold,0.0,23.5,4.7
15,118.65,120.99,2.34,Battery_1,hold,0.0,23.5,4.7
16,118.81,114.51,-4.3,Battery_1,hold,0.0,23.5,4.7
17,102.02,103.86,1.84,Battery_1,charge,3.0,30.2,6.05
18,107.57,102.78,-4.79,Battery_1,charge,3.0,37.0,7.4
19,113.0,117.39,4.39,Battery_1,hold,0.0,37.0,7.4
20,116.79,116.54,-0.25,Battery_1,hold,0.0,37.0,7.4
21,118.81,117.89,-0.92,Battery_1,hold,0.0,37.0,7.4
22,120.86,117.46,-3.4,Battery_1,hold,0.0,37.0,7.4
23,116.11,122.22,6.11,Battery_1,hold,0.0,37.0,7.4
24,114.03,113.26,-0.77,Battery_1,hold,0.0,37.0,7.4
25,108.12,105.98,-2.14,Battery_1,charge,3.0,43.8,8.75
26,109.74,107.98,-1.76,Battery_1,charge,3.0,50.5,10.1
27,110.07,112.73,2.66,Battery_1,hold,0.0,50.5,10.1
28,107.74,109.57,1.83,Battery_1,hold,0.0,50.5,10.1
29,107.41,109.47,2.06,Battery_1,charge,1.93,54.8,10.97
30,109.07,111.22,2.15,Battery_1,hold,0.0,54.8,10.97
31,112.54,123.25,10.71,Battery_1,hold,0.0,54.8,10.97
32,112.45,110.42,-2.03,Battery_1,hold,0.0,54.8,10.97
33,111.42,108.86,-2.56,Battery_1,charge,3.0,61.6,12.32
34,109.72,105.65,-4.07,Battery_1,charge,3.0,68.3,13.67
35,113.88,116.96,3.08,Battery_1,hold,0.0,68.3,13.67
36,128.1,133.74,5.64,Battery_1,hold,0.0,68.3,13.67
37,129.74,129.17,-0.57,Battery_1,hold,0.0,68.3,13.67
38,130.99,126.79,-4.2,Battery_1,hold,0.0,68.3,13.67
39,143.64,139.52,-4.12,Battery_1,discharge,3.0,60.0,12.0
40,144.4,147.65,3.25,Battery_1,discharge,3.0,51.7,10.33
41,150.21,153.93,3.72,Battery_1,discharge,3.0,43.3,8.67
42,150.33,153.05,2.72,Battery_1,discharge,3.0,35.0,7.0
43,146.95,143.62,-3.33,Battery_1,discharge,3.0,26.7,5.33
44,142.29,143.45,1.16,Battery_1,discharge,3.0,18.3,3.67
45,137.6,138.18,0.58,Battery_1,discharge,3.0,10.0,2.0
46,129.53,130.62,1.09,Battery_1,hold,0.0,10.0,2.0
47,126.45,130.81,4.36,Battery_1,hold,0.0,10.0,2.0
48,122.55,123.67,1.12,Battery_1,hold,0.0,10.0,2.0
1,118.4,119.92,1.52,Battery_2,hold,0.0,10.0,10.0
2,121.33,116.13,-5.2,Battery_2,hold,0.0,10.0,10.0
3,123.58,127.33,3.75,Battery_2,hold,0.0,10.0,10.0
4,117.95,122.65,4.7,Battery_2,hold,0.0,10.0,10.0
5,118.4,108.64,-9.76,Battery_2,charge,5.0,12.2,12.25
6,115.9,109.39,-6.51,Battery_2,charge,5.0,14.5,14.5
7,115.46,116.1,0.64,Battery_2,hold,0.0,14.5,14.5
8,111.91,110.33,-1.58,Battery_2,hold,0.0,14.5,14.5
9,115.86,115.78,-0.08,Battery_2,hold,0.0,14.5,14.5
10,115.44,111.17,-4.27,Battery_2,hold,0.0,14.5,14.5
11,124.03,128.43,4.4,Battery_2,hold,0.0,14.5,14.5
12,123.37,127.26,3.89,Battery_2,hold,0.0,14.5,14.5
13,121.89,122.22,0.33,Battery_2,hold,0.0,14.5,14.5
14,125.26,130.9,5.64,Battery_2,hold,0.0,14.5,14.5
