settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,135.55,137.07,1.52,Battery_1,hold,0.0,10.0,2.0
2,133.49,128.29,-5.2,Battery_1,hold,0.0,10.0,2.0
3,128.51,132.26,3.75,Battery_1,hold,0.0,10.0,2.0
4,132.05,136.75,4.7,Battery_1,hold,0.0,10.0,2.0
5,135.92,126.16,-9.76,Battery_1,hold,0.0,10.0,2.0
6,129.28,122.77,-6.51,Battery_1,charge,3.0,16.8,3.35
7,124.64,125.28,0.64,Battery_1,charge,0.7,18.3,3.67
8,127.75,126.17,-1.58,Battery_1,hold,0.0,18.3,3.67
9,135.6,135.52,-0.08,Battery_1,hold,0.0,18.3,3.67
10,130.25,125.98,-4.27,Battery_1,hold,0.0,18.3,3.67
11,145.56,149.96,4.4,Battery_1,hold,0.0,18.3,3.67
12,147.09,150.98,3.89,Battery_1,hold,0.0,18.3,3.67
13,151.23,151.56,0.33,Battery_1,hold,0.0,18.3,3.67
14,160.48,166.12,5.64,Battery_1,discharge,3.0,10.0,2.0
15,125.74,128.08,2.34,Battery_1,hold,0.0,10.0,2.0
16,137.12,132.82,-4.3,Battery_1,hold,0.0,10.0,2.0
17,126.52,128.36,1.84,Battery_1,hold,0.0,10.0,2.0
18,118.86,114.07,-4.79,Battery_1,hold,0.0,10.0,2.0
19,112.67,117.06,4.39,Battery_1,hold,0.0,10.0,2.0
20,88.45,88.2,-0.25,Battery_1,charge,3.0,16.8,3.35
21,76.4,75.48,-0.92,Battery_1,charge,3.0,23.5,4.7
22,68.75,65.35,-3.4,Battery_1,charge,3.0,30.2,6.05
23,63.05,69.16,6.11,Battery_1,charge,3.0,37.0,7.4
24,54.54,53.77,-0.77,Battery_1,charge,3.0,43.8,8.75
25,56.08,53.94,-2.14,Battery_1,charge,3.0,50.5,10.1
26,61.94,60.18,-1.76,Battery_1,charge,3.0,57.2,11.45
27,69.52,72.18,2.66,Battery_1,charge,3.0,64.0,12.8
28,76.62,78.45,1.83,Battery_1,charge,3.0,70.8,14.15
29,75.56,77.62,2.06,Battery_1,charge,3.0,77.5,15.5
30,76.88,79.03,2.15,Battery_1,charge,3.0,84.2,16.85
31,99.9,110.61,10.71,Battery_1,hold,0.0,84.2,16.85
