settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,119.89,121.41,1.52,Battery_1,hold,0.0,10.0,2.0
2,118.76,113.56,-5.2,Battery_1,hold,0.0,10.0,2.0
3,112.64,116.39,3.75,Battery_1,hold,0.0,10.0,2.0
4,116.94,121.64,4.7,Battery_1,hold,0.0,10.0,2.0
5,117.31,107.55,-9.76,Battery_1,hold,0.0,10.0,2.0
6,107.65,101.14,-6.51,Battery_1,charge,3.0,16.8,3.35
7,111.68,112.32,0.64,Battery_1,hold,0.0,16.8,3.35
8,109.42,107.84,-1.58,Battery_1,hold,0.0,16.8,3.35
9,112.39,112.31,-0.08,Battery_1,hold,0.0,16.8,3.35
10,110.12,105.85,-4.27,Battery_1,charge,3.0,23.5,4.7
11,128.08,132.48,4.4,Battery_1,discharge,3.0,15.2,3.03
12,125.79,129.68,3.89,Battery_1,hold,0.0,15.2,3.03
13,125.14,125.47,0.33,Battery_1,hold,0.0,15.2,3.03
14,125.85,131.49,5.64,Battery_1,discharge,1.86,10.0,2.0
15,117.32,119.66,2.34,Battery_1,hold,0.0,10.0,2.0
16,121.22,116.92,-4.3,Battery_1,hold,0.0,10.0,2.0
17,111.6,113.44,1.84,Battery_1,hold,0.0,10.0,2.0
18,106.3,101.51,-4.79,Battery_1,hold,0.0,10.0,2.0
19,87.07,91.46,4.39,Battery_1,hold,0.0,10.0,2.0
20,74.17,73.92,-0.25,Battery_1,charge,3.0,16.8,3.35
21,61.05,60.13,-0.92,Battery_1,charge,3.0,23.5,4.7
22,57.04,53.64,-3.4,Battery_1,charge,3.0,30.2,6.05
23,31.3,37.41,6.11,Battery_1,charge,3.0,37.0,7.4
24,23.88,23.11,-0.77,Battery_1,charge,3.0,43.8,8.75
25,16.49,14.35,-2.14,Battery_1,charge,3.0,50.5,10.1
26,12.51,10.75,-1.76,Battery_1,charge,3.0,57.2,11.45
27,9.3,11.96,2.66,Battery_1,charge,3.0,64.0,12.8
28,13.19,15.02,1.83,Battery_1,charge,3.0,70.8,14.15
29,20.29,22.35,2.06,Battery_1,charge,3.0,77.5,15.5
30,31.49,33.64,2.15,Battery_1,charge,3.0,84.2,16.85
31,67.86,78.57,10.71,Battery_1,hold,0.0,84.2,16.85
32,80.58,78.55,-2.03,Battery_1,hold,0.0,84.2,16.85
33,90.5,87.94,-2.56,Battery_1,hold,0.0,84.2,16.85
34,81.38,77.31,-4.07,Battery_1,charge,2.56,90.0,18.0
35,118.71,121.79,3.08,Battery_1,hold,0.0,90.0,18.0
36,113.06,118.7,5.64,Battery_1,hold,0.0,90.0,18.0
37,137.68,137.11,-0.57,Battery_1,discharge,3.0,81.7,16.33
38,138.4,134.2,-4.2,Battery_1,discharge,1.8,76.7,15.33
39,161.72,157.6,-4.12,Battery_1,discharge,3.0,68.3,13.67
40,163.97,167.22,3.25,Battery_1,discharge,3.0,60.0,12.0
