settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh,id_price_discharge,id_price_charge
1,157.3,158.82,1.52,Battery_1,hold,0.0,10.0,2.0,153.92,159.72
2,145.96,140.76,-5.2,Battery_1,charge,3.0,16.8,3.35,135.85999999999999,141.66
3,138.2,141.95,3.75,Battery_1,charge,3.0,23.5,4.7,137.04999999999998,142.85
4,143.68,148.38,4.7,Battery_1,charge,3.0,30.2,6.05,143.48,149.28
5,137.86,128.1,-9.76,Battery_1,charge,3.0,37.0,7.4,123.19999999999999,129.0
6,136.55,130.04,-6.51,Battery_1,charge,3.0,43.8,8.75,125.13999999999999,130.94
7,148.62,149.26,0.64,Battery_1,charge,3.0,50.5,10.1,144.35999999999999,150.16
8,141.32,139.74,-1.58,Battery_1,charge,3.0,57.2,11.45,134.84,140.64000000000001
9,138.05,137.97,-0.08,Battery_1,charge,3.0,64.0,12.8,133.07,138.87
10,134.98,130.71,-4.27,Battery_1,charge,3.0,70.8,14.15,125.81,131.61
11,151.5,155.9,4.4,Battery_1,hold,0.0,70.8,14.15,151.0,156.8
12,157.0,160.89,3.89,Battery_1,hold,0.0,70.8,14.15,155.98999999999998,161.79
13,167.58,167.91,0.33,Battery_1,hold,0.0,70.8,14.15,163.01,168.81
14,181.97,187.61,5.64,Battery_1,hold,0.0,70.8,14.15,182.71,188.51000000000002
15,194.74,197.08,2.34,Battery_1,discharge,3.0,62.4,12.48,192.18,197.98000000000002
16,203.75,199.45,-4.3,Battery_1,discharge,3.0,54.1,10.82,194.54999999999998,200.35
17,198.55,200.39,1.84,Battery_1,discharge,3.0,45.8,9.15,195.48999999999998,201.29
18,201.36,196.57,-4.79,Battery_1,discharge,3.0,37.4,7.48,191.67,197.47
19,201.31,205.7,4.39,Battery_1,discharge,3.0,29.1,5.82,200.79999999999998,206.6
20,190.64,190.39,-0.25,Battery_1,hold,0.0,29.1,5.82,185.48999999999998,191.29
21,186.07,185.15,-0.92,Battery_1,hold,0.0,29.1,5.82,180.25,186.05
22,185.3,181.9,-3.4,Battery_1,hold,0.0,29.1,5.82,177.0,182.8
23,160.64,166.75,6.11,Battery_1,hold,0.0,29.1,5.82,161.85,167.65
24,151.11,150.34,-0.77,Battery_1,charge,3.0,35.8,7.17,145.44,151.24
25,148.23,146.09,-2.14,Battery_1,charge,3.0,42.6,8.52,141.19,146.99
26,151.37,149.61,-1.76,Battery_1,charge,3.0,49.3,9.87,144.71,150.51000000000002
27,161.96,164.62,2.66,Battery_1,hold,0.0,49.3,9.87,159.72,165.52
28,158.59,160.42,1.83,Battery_1,hold,0.0,49.3,9.87,155.51999999999998,161.32
29,149.28,151.34,2.06,Battery_1,charge,0.15,49.7,9.93,146.44,152.24
30,148.28,150.43,2.15,Battery_1,charge,3.0,56.4,11.28,145.53,151.33
31,145.73,156.44,10.71,Battery_1,hold,0.0,56.4,11.28,151.54,157.34
32,145.05,143.02,-2.03,Battery_1,charge,3.0,63.2,12.63,138.12,143.92000000000002
33,141.2,138.64,-2.56,Battery_1,charge,3.0,69.9,13.98,133.73999999999998,139.54
34,151.77,147.7,-4.07,Battery_1,charge,3.0,76.7,15.33,142.79999999999998,148.6
35,200.43,203.51,3.08,Battery_1,discharge,3.0,68.3,13.67,198.60999999999999,204.41
36,203.05,208.69,5.64,Battery_1,discharge,3.0,60.0,12.0,203.79,209.59
37,207.07,206.5,-0.57,Battery_1,discharge,3.0,51.7,10.33,201.6,207.4
38,206.43,202.23,-4.2,Battery_1,discharge,3.0,43.3,8.67,197.32999999999998,203.13
39,205.18,201.06,-4.12,Battery_1,discharge,3.0,35.0,7.0,196.16,201.96
40,201.97,205.22,3.25,Battery_1,discharge,3.0,26.7,5.33,200.32,206.12
41,197.03,200.75,3.72,Battery_1,discharge,3.0,18.3,3.67,195.85,201.65
42,193.44,196.16,2.72,Battery_1,discharge,3.0,10.0,2.0,191.26,197.06
43,182.5,179.17,-3.33,Battery_1,hold,0.0,10.0,2.0,174.26999999999998,180.07
44,162.85,164.01,1.16,Battery_1,hold,0.0,10.0,2.0,159.10999999999999,164.91
45,165.9,166.48,0.58,Battery_1,hold,0.0,10.0,2.0,161.57999999999998,167.38
46,156.16,157.25,1.09,Battery_1,hold,0.0,10.0,2.0,152.35,158.15
47,139.3,143.66,4.36,Battery_1,hold,0.0,10.0,2.0,138.76,144.56
48,142.42,143.54,1.12,Battery_1,hold,0.0,10.0,2.0,138.64,144.44
1,157.3,158.82,1.52,Battery_2,hold,0.0,10.0,10.0,153.92,159.72
2,145.96,140.76,-5.2,Battery_2,charge,5.0,12.2,12.25,135.85999999999999,141.66
3,138.2,141.95,3.75,Battery_2,charge,5.0,14.5,14.5,137.04999999999998,142.85
4,143.68,148.38,4.7,Battery_2,charge,5.0,16.8,16.75,143.48,149.28
5,137.86,128.1,-9.76,Battery_2,charge,5.0,19.0,19.0,123.19999999999999,129.0
6,136.55,130.04,-6.51,Battery_2,charge,5.0,21.2,21.25,125.13999999999999,130.94
7,148.62,149.26,0.64,Battery_2,charge,5.0,23.5,23.5,144.35999999999999,150.16
8,141.32,139.74,-1.58,Battery_2,charge,5.0,25.8,25.75,134.84,140.64000000000001
9,138.05,137.97,-0.08,Battery_2,charge,5.0,28.0,28.0,133.07,138.87
10,134.98,130.71,-4.27,Battery_2,charge,5.0,30.2,30.25,125.81,131.61
11,151.5,155.9,4.4,Battery_2,hold,0.0,30.2,30.25,151.0,156.8
12,157.0,160.89,3.89,Battery_2,hold,0.0,30.2,30.25,155.98999999999998,161.79
13,167.58,167.91,0.33,Battery_2,hold,0.0,30.2,30.25,163.01,168.81
14,181.97,187.61,5.64,Battery_2,hold,0.0,30.2,30.25,182.71,188.51000000000002
15,194.74,197.08,2.34,Battery_2,discharge,5.0,27.5,27.47,192.18,197.98000000000002
16,203.75,199.45,-4.3,Battery_2,discharge,5.0,24.7,24.69,194.54999999999998,200.35
17,198.55,200.39,1.84,Battery_2,discharge,5.0,21.9,21.92,195.48999999999998,201.29
18,201.36,196.57,-4.79,Battery_2,discharge,5.0,19.1,19.14,191.67,197.47
19,201.31,205.7,4.39,Battery_2,discharge,5.0,16.4,16.36,200.79999999999998,206.6
20,190.64,190.39,-0.25,Battery_2,hold,0.0,16.4,16.36,185.48999999999998,191.29
21,186.07,185.15,-0.92,Battery_2,hold,0.0,16.4,16.36,180.25,186.05
22,185.3,181.9,-3.4,Battery_2,hold,0.0,16.4,16.36,177.0,182.8
23,160.64,166.75,6.11,Battery_2,hold,0.0,16.4,16.36,161.85,167.65
24,151.11,150.34,-0.77,Battery_2,charge,5.0,18.6,18.61,145.44,151.24
25,148.23,146.09,-2.14,Battery_2,charge,5.0,20.9,20.86,141.19,146.99
26,151.37,149.61,-1.76,Battery_2,charge,5.0,23.1,23.11,144.71,150.51000000000002
27,161.96,164.62,2.66,Battery_2,hold,0.0,23.1,23.11,159.72,165.52
28,158.59,160.42,1.83,Battery_2,hold,0.0,23.1,23.11,155.51999999999998,161.32
29,149.28,151.34,2.06,Battery_2,charge,0.25,23.2,23.22,146.44,152.24
30,148.28,150.43,2.15,Battery_2,charge,5.0,25.5,25.47,145.53,151.33
31,145.73,156.44,10.71,Battery_2,hold,0.0,25.5,25.47,151.54,157.34
32,145.05,143.02,-2.03,Battery_2,charge,5.0,27.7,27.72,138.12,143.92000000000002
33,141.2,138.64,-2.56,Battery_2,charge,5.0,30.0,29.97,133.73999999999998,139.54
34,151.77,147.7,-4.07,Battery_2,charge,5.0,32.2,32.22,142.79999999999998,148.6
35,200.43,203.51,3.08,Battery_2,discharge,5.0,29.4,29.44,198.60999999999999,204.41
36,203.05,208.69,5.64,Battery_2,discharge,5.0,26.7,26.67,203.79,209.59
37,207.07,206.5,-0.57,Battery_2,discharge,5.0,23.9,23.89,201.6,207.4
38,206.43,202.23,-4.2,Battery_2,discharge,5.0,21.1,21.11,197.32999999999998,203.13
39,205.18,201.06,-4.12,Battery_2,discharge,5.0,18.3,18.33,196.16,201.96
40,201.97,205.22,3.25,Battery_2,discharge,5.0,15.6,15.56,200.32,206.12
41,197.03,200.75,3.72,Battery_2,discharge,5.0,12.8,12.78,195.85,201.65
42,193.44,196.16,2.72,Battery_2,discharge,5.0,10.0,10.0,191.26,197.06
43,182.5,179.17,-3.33,Battery_2,hold,0.0,10.0,10.0,174.26999999999998,180.07
44,162.85,164.01,1.16,Battery_2,hold,0.0,10.0,10.0,159.10999999999999,164.91
45,165.9,166.48,0.58,Battery_2,hold,0.0,10.0,10.0,161.57999999999998,167.38
46,156.16,157.25,1.09,Battery_2,hold,0.0,10.0,10.0,152.35,158.15
47,139.3,143.66,4.36,Battery_2,hold,0.0,10.0,10.0,138.76,144.56
48,142.42,143.54,1.12,Battery_2,hold,0.0,10.0,10.0,138.64,144.44
1,157.3,158.82,1.52,Battery_3,hold,0.0,10.0,20.0,153.92,159.72
2,145.96,140.76,-5.2,Battery_3,charge,10.0,12.2,24.5,135.85999999999999,141.66
3,138.2,141.95,3.75,Battery_3,charge,10.0,14.5,29.0,137.04999999999998,142.85
4,143.68,148.38,4.7,Battery_3,charge,10.0,16.8,33.5,143.48,149.28
5,137.86,128.1,-9.76,Battery_3,charge,10.0,19.0,38.0,123.19999999999999,129.0
6,136.55,130.04,-6.51,Battery_3,charge,10.0,21.2,42.5,125.13999999999999,130.94
7,148.62,149.26,0.64,Battery_3,charge,10.0,23.5,47.0,144.35999999999999,150.16
8,141.32,139.74,-1.58,Battery_3,charge,10.0,25.8,51.5,134.84,140.64000000000001
9,138.05,137.97,-0.08,Battery_3,charge,10.0,28.0,56.0,133.07,138.87
10,134.98,130.71,-4.27,Battery_3,charge,10.0,30.2,60.5,125.81,131.61
11,151.5,155.9,4.4,Battery_3,hold,0.0,30.2,60.5,151.0,156.8
12,157.0,160.89,3.89,Battery_3,hold,0.0,30.2,60.5,155.98999999999998,161.79
13,167.58,167.91,0.33,Battery_3,hold,0.0,30.2,60.5,163.01,168.81
14,181.97,187.61,5.64,Battery_3,hold,0.0,30.2,60.5,182.71,188.51000000000002
15,194.74,197.08,2.34,Battery_3,discharge,10.0,27.5,54.94,192.18,197.98000000000002
16,203.75,199.45,-4.3,Battery_3,discharge,10.0,24.7,49.39,194.54999999999998,200.35
17,198.55,200.39,1.84,Battery_3,discharge,10.0,21.9,43.83,195.48999999999998,201.29
18,201.36,196.57,-4.79,Battery_3,discharge,10.0,19.1,38.28,191.67,197.47
19,201.31,205.7,4.39,Battery_3,discharge,10.0,16.4,32.72,200.79999999999998,206.6
20,190.64,190.39,-0.25,Battery_3,hold,0.0,16.4,32.72,185.48999999999998,191.29
21,186.07,185.15,-0.92,Battery_3,hold,0.0,16.4,32.72,180.25,186.05
22,185.3,181.9,-3.4,Battery_3,hold,0.0,16.4,32.72,177.0,182.8
