settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,103.67,105.19,1.52,Battery_1,hold,0.0,10.0,2.0
2,102.01,96.81,-5.2,Battery_1,charge,3.0,16.8,3.35
3,89.44,93.19,3.75,Battery_1,charge,3.0,23.5,4.7
4,91.61,96.31,4.7,Battery_1,charge,3.0,30.2,6.05
5,95.03,85.27,-9.76,Battery_1,charge,3.0,37.0,7.4
6,101.39,94.88,-6.51,Battery_1,charge,3.0,43.8,8.75
7,101.49,102.13,0.64,Battery_1,hold,0.0,43.8,8.75
8,101.88,100.3,-1.58,Battery_1,hold,0.0,43.8,8.75
9,107.3,107.22,-0.08,Battery_1,hold,0.0,43.8,8.75
10,115.09,110.82,-4.27,Battery_1,hold,0.0,43.8,8.75
11,114.71,119.11,4.4,Battery_1,hold,0.0,43.8,8.75
12,116.8,120.69,3.89,Battery_1,discharge,1.08,40.8,8.15
13,118.96,119.29,0.33,Battery_1,hold,0.0,40.8,8.15
14,128.1,133.74,5.64,Battery_1,discharge,3.0,32.4,6.48
15,132.71,135.05,2.34,Battery_1,discharge,3.0,24.1,4.82
16,138.12,133.82,-4.3,Battery_1,discharge,3.0,15.8,3.15
17,118.63,120.47,1.84,Battery_1,hold,0.0,15.8,3.15
18,116.06,111.27,-4.79,Battery_1,hold,0.0,15.8,3.15
19,100.51,104.9,4.39,Battery_1,hold,0.0,15.8,3.15
20,97.08,96.83,-0.25,Battery_1,charge,3.0,22.5,4.5
21,90.15,89.23,-0.92,Battery_1,charge,3.0,29.2,5.85
22,89.76,86.36,-3.4,Battery_1,charge,3.0,36.0,7.2
23,87.51,93.62,6.11,Battery_1,charge,3.0,42.8,8.55
24,86.61,85.84,-0.77,Battery_1,charge,3.0,49.5,9.9
25,85.38,83.24,-2.14,Battery_1,charge,3.0,56.2,11.25
26,85.4,83.64,-1.76,Battery_1,charge,3.0,63.0,12.6
27,88.64,91.3,2.66,Battery_1,charge,3.0,69.8,13.95
28,88.21,90.04,1.83,Battery_1,charge,3.0,76.5,15.3
29,95.51,97.57,2.06,Battery_1,charge,3.0,83.2,16.65
30,94.87,97.02,2.15,Battery_1,charge,3.0,90.0,18.0
31,106.04,116.75,10.71,Battery_1,hold,0.0,90.0,18.0
32,101.94,99.91,-2.03,Battery_1,hold,0.0,90.0,18.0
33,112.65,110.09,-2.56,Battery_1,hold,0.0,90.0,18.0
34,125.99,121.92,-4.07,Battery_1,hold,0.0,90.0,18.0
35,195.68,198.76,3.08,Battery_1,hold,0.0,90.0,18.0
36,204.45,210.09,5.64,Battery_1,hold,0.0,90.0,18.0
37,343.75,343.18,-0.57,Battery_1,discharge,3.0,81.7,16.33
38,369.39,365.19,-4.2,Battery_1,discharge,3.0,73.3,14.67
39,464.76,460.64,-4.12,Battery_1,discharge,3.0,65.0,13.0
40,530.66,533.91,3.25,Battery_1,discharge,3.0,56.7,11.33
