settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,121.05,122.57,1.52,Battery_1,hold,0.0,10.0,2.0
2,116.63,111.43,-5.2,Battery_1,hold,0.0,10.0,2.0
3,107.93,111.68,3.75,Battery_1,hold,0.0,10.0,2.0
4,104.42,109.12,4.7,Battery_1,hold,0.0,10.0,2.0
5,95.69,85.93,-9.76,Battery_1,charge,3.0,16.8,3.35
6,99.05,92.54,-6.51,Battery_1,charge,3.0,23.5,4.7
7,92.04,92.68,0.64,Battery_1,charge,3.0,30.2,6.05
8,89.9,88.32,-1.58,Battery_1,charge,3.0,37.0,7.4
9,94.38,94.3,-0.08,Battery_1,charge,3.0,43.8,8.75
10,99.31,95.04,-4.27,Battery_1,charge,3.0,50.5,10.1
11,114.07,118.47,4.4,Battery_1,discharge,3.0,42.2,8.43
12,106.71,110.6,3.89,Battery_1,hold,0.0,42.2,8.43
13,117.28,117.61,0.33,Battery_1,hold,0.0,42.2,8.43
14,120.62,126.26,5.64,Battery_1,discharge,3.0,33.8,6.77
15,116.94,119.28,2.34,Battery_1,discharge,3.0,25.5,5.1
16,119.01,114.71,-4.3,Battery_1,hold,0.0,25.5,5.1
17,109.92,111.76,1.84,Battery_1,hold,0.0,25.5,5.1
18,109.25,104.46,-4.79,Battery_1,hold,0.0,25.5,5.1
19,107.6,111.99,4.39,Battery_1,hold,0.0,25.5,5.1
20,107.19,106.94,-0.25,Battery_1,hold,0.0,25.5,5.1
21,103.0,102.08,-0.92,Battery_1,hold,0.0,25.5,5.1
22,104.21,100.81,-3.4,Battery_1,hold,0.0,25.5,5.1
23,99.41,105.52,6.11,Battery_1,hold,0.0,25.5,5.1
24,94.47,93.7,-0.77,Battery_1,charge,3.0,32.2,6.45
25,91.77,89.63,-2.14,Battery_1,charge,3.0,39.0,7.8
26,90.45,88.69,-1.76,Battery_1,charge,3.0,45.8,9.15
27,91.92,94.58,2.66,Battery_1,charge,3.0,52.5,10.5
28,92.26,94.09,1.83,Battery_1,charge,3.0,59.2,11.85
29,93.62,95.68,2.06,Battery_1,charge,2.44,64.8,12.95
30,94.58,96.73,2.15,Battery_1,hold,0.0,64.8,12.95
31,96.9,107.61,10.71,Battery_1,hold,0.0,64.8,12.95
32,97.5,95.47,-2.03,Battery_1,charge,3.0,71.5,14.3
33,97.93,95.37,-2.56,Battery_1,charge,3.0,78.2,15.65
34,93.13,89.06,-4.07,Battery_1,charge,3.0,85.0,17.0
35,123.41,126.49,3.08,Battery_1,discharge,3.0,76.7,15.33
36,115.48,121.12,5.64,Battery_1,discharge,3.0,68.3,13.67
37,112.48,111.91,-0.57,Battery_1,hold,0.0,68.3,13.67
38,117.17,112.97,-4.2,Battery_1,hold,0.0,68.3,13.67
39,123.37,119.25,-4.12,Battery_1,discharge,3.0,60.0,12.0
40,137.71,140.96,3.25,Battery_1,discharge,3.0,51.7,10.33
41,122.92,126.64,3.72,Battery_1,discharge,3.0,43.3,8.67
42,122.94,125.66,2.72,Battery_1,discharge,3.0,35.0,7.0
43,115.7,112.37,-3.33,Battery_1,hold,0.0,35.0,7.0
44,118.52,119.68,1.16,Battery_1,discharge,3.0,26.7,5.33
45,122.16,122.74,0.58,Battery_1,discharge,3.0,18.3,3.67
46,112.44,113.53,1.09,Battery_1,hold,0.0,18.3,3.67
47,116.42,120.78,4.36,Battery_1,discharge,3.0,10.0,2.0
48,110.49,111.61,1.12,Battery_1,hold,0.0,10.0,2.0
1,121.05,122.57,1.52,Battery_2,hold,0.0,10.0,10.0
2,116.63,111.43,-5.2,Battery_2,hold,0.0,10.0,10.0
3,107.93,111.68,3.75,Battery_2,hold,0.0,10.0,10.0
4,104.42,109.12,4.7,Battery_2,hold,0.0,10.0,10.0
5,95.69,85.93,-9.76,Battery_2,charge,5.0,12.2,12.25
6,99.05,92.54,-6.51,Battery_2,charge,5.0,14.5,14.5
7,92.04,92.68,0.64,Battery_2,charge,5.0,16.8,16.75
8,89.9,88.32,-1.58,Battery_2,charge,5.0,19.0,19.0
9,94.38,94.3,-0.08,Battery_2,charge,5.0,21.2,21.25
10,99.31,95.04,-4.27,Battery_2,charge,5.0,23.5,23.5
11,114.07,118.47,4.4,Battery_2,discharge,5.0,20.7,20.72
12,106.71,110.6,3.89,Battery_2,hold,0.0,20.7,20.72
13,117.28,117.61,0.33,Battery_2,hold,0.0,20.7,20.72
14,120.62,126.26,5.64,Battery_2,discharge,5.0,17.9,17.94
15,116.94,119.28,2.34,Battery_2,discharge,5.0,15.2,15.17
