settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,123.54,125.06,1.52,Battery_1,hold,0.0,10.0,2.0
2,122.06,116.86,-5.2,Battery_1,hold,0.0,10.0,2.0
3,118.86,122.61,3.75,Battery_1,hold,0.0,10.0,2.0
4,117.51,122.21,4.7,Battery_1,hold,0.0,10.0,2.0
5,114.76,105.0,-9.76,Battery_1,charge,3.0,16.8,3.35
6,110.91,104.4,-6.51,Battery_1,charge,3.0,23.5,4.7
7,115.76,116.4,0.64,Battery_1,hold,0.0,23.5,4.7
8,112.9,111.32,-1.58,Battery_1,hold,0.0,23.5,4.7
9,114.88,114.8,-0.08,Battery_1,hold,0.0,23.5,4.7
10,113.47,109.2,-4.27,Battery_1,hold,0.0,23.5,4.7
11,120.08,124.48,4.4,Battery_1,hold,0.0,23.5,4.7
12,123.13,127.02,3.89,Battery_1,hold,0.0,23.5,4.7
13,128.25,128.58,0.33,Battery_1,hold,0.0,23.5,4.7
14,133.72,139.36,5.64,Battery_1,discharge,3.0,15.2,3.03
15,129.7,132.04,2.34,Battery_1,discharge,1.86,10.0,2.0
16,130.99,126.69,-4.3,Battery_1,hold,0.0,10.0,2.0
17,114.63,116.47,1.84,Battery_1,hold,0.0,10.0,2.0
18,122.43,117.64,-4.79,Battery_1,hold,0.0,10.0,2.0
19,104.6,108.99,4.39,Battery_1,hold,0.0,10.0,2.0
20,100.05,99.8,-0.25,Battery_1,charge,3.0,16.8,3.35
21,94.88,93.96,-0.92,Battery_1,charge,3.0,23.5,4.7
22,93.64,90.24,-3.4,Battery_1,charge,3.0,30.2,6.05
23,93.1,99.21,6.11,Battery_1,charge,3.0,37.0,7.4
24,92.27,91.5,-0.77,Battery_1,charge,3.0,43.8,8.75
25,94.44,92.3,-2.14,Battery_1,charge,3.0,50.5,10.1
26,97.81,96.05,-1.76,Battery_1,charge,3.0,57.2,11.45
27,93.35,96.01,2.66,Battery_1,charge,3.0,64.0,12.8
28,97.09,98.92,1.83,Battery_1,charge,3.0,70.8,14.15
29,95.16,97.22,2.06,Battery_1,charge,3.0,77.5,15.5
