settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,87.2,88.72,1.52,Battery_1,hold,0.0,10.0,2.0
2,88.48,83.28,-5.2,Battery_1,charge,3.0,16.8,3.35
3,88.45,92.2,3.75,Battery_1,hold,0.0,16.8,3.35
4,93.49,98.19,4.7,Battery_1,hold,0.0,16.8,3.35
5,95.21,85.45,-9.76,Battery_1,charge,0.7,18.3,3.67
6,97.94,91.43,-6.51,Battery_1,hold,0.0,18.3,3.67
7,100.56,101.2,0.64,Battery_1,hold,0.0,18.3,3.67
8,101.64,100.06,-1.58,Battery_1,hold,0.0,18.3,3.67
9,101.94,101.86,-0.08,Battery_1,hold,0.0,18.3,3.67
10,103.55,99.28,-4.27,Battery_1,hold,0.0,18.3,3.67
11,99.89,104.29,4.4,Battery_1,hold,0.0,18.3,3.67
12,106.6,110.49,3.89,Battery_1,discharge,3.0,10.0,2.0
13,100.58,100.91,0.33,Battery_1,hold,0.0,10.0,2.0
14,92.64,98.28,5.64,Battery_1,hold,0.0,10.0,2.0
15,82.28,84.62,2.34,Battery_1,hold,0.0,10.0,2.0
16,88.34,84.04,-4.3,Battery_1,hold,0.0,10.0,2.0
17,37.71,39.55,1.84,Battery_1,hold,0.0,10.0,2.0
18,26.88,22.09,-4.79,Battery_1,hold,0.0,10.0,2.0
19,5.98,10.37,4.39,Battery_1,hold,0.0,10.0,2.0
20,1.21,0.96,-0.25,Battery_1,hold,0.0,10.0,2.0
21,-6.54,-7.46,-0.92,Battery_1,charge,3.0,15.8,3.15
22,-11.91,-15.31,-3.4,Battery_1,charge,3.0,22.5,4.5
23,-23.59,-17.48,6.11,Battery_1,charge,3.0,29.2,5.85
24,-29.33,-30.1,-0.77,Battery_1,charge,3.0,36.0,7.2
25,-29.59,-31.73,-2.14,Battery_1,charge,3.0,42.8,8.55
26,-29.12,-30.88,-1.76,Battery_1,charge,3.0,49.5,9.9
27,-29.03,-26.37,2.66,Battery_1,charge,3.0,56.2,11.25
28,-35.75,-33.92,1.83,Battery_1,charge,3.0,63.0,12.6
29,-34.26,-32.2,2.06,Battery_1,charge,3.0,69.8,13.95
30,-33.91,-31.76,2.15,Battery_1,charge,3.0,76.5,15.3
31,-32.23,-21.52,10.71,Battery_1,charge,3.0,83.2,16.65
32,-19.74,-21.77,-2.03,Battery_1,charge,3.0,90.0,18.0
33,9.4,6.84,-2.56,Battery_1,hold,0.0,90.0,18.0
34,34.2,30.13,-4.07,Battery_1,hold,0.0,90.0,18.0
35,74.52,77.6,3.08,Battery_1,hold,0.0,90.0,18.0
36,84.85,90.49,5.64,Battery_1,hold,0.0,90.0,18.0
37,101.85,101.28,-0.57,Battery_1,hold,0.0,90.0,18.0
38,116.84,112.64,-4.2,Battery_1,discharge,1.8,85.0,17.0
39,129.93,125.81,-4.12,Battery_1,discharge,3.0,76.7,15.33
40,131.15,134.4,3.25,Battery_1,discharge,3.0,68.3,13.67
41,133.49,137.21,3.72,Battery_1,discharge,3.0,60.0,12.0
42,138.82,141.54,2.72,Battery_1,discharge,3.0,51.7,10.33
43,140.86,137.53,-3.33,Battery_1,discharge,3.0,43.3,8.67
44,142.15,143.31,1.16,Battery_1,discharge,3.0,35.0,7.0
45,141.31,141.89,0.58,Battery_1,discharge,3.0,26.7,5.33
46,130.88,131.97,1.09,Battery_1,discharge,3.0,18.3,3.67
47,112.45,116.81,4.36,Battery_1,discharge,3.0,10.0,2.0
48,106.79,107.91,1.12,Battery_1,hold,0.0,10.0,2.0
1,87.2,88.72,1.52,Battery_2,hold,0.0,10.0,10.0
2,88.48,83.28,-5.2,Battery_2,charge,5.0,12.2,12.25
3,88.45,92.2,3.75,Battery_2,hold,0.0,12.2,12.25
4,93.49,98.19,4.7,Battery_2,hold,0.0,12.2,12.25
5,95.21,85.45,-9.76,Battery_2,charge,1.17,12.8,12.78
6,97.94,91.43,-6.51,Battery_2,hold,0.0,12.8,12.78
7,100.56,101.2,0.64,Battery_2,hold,0.0,12.8,12.78
8,101.64,100.06,-1.58,Battery_2,hold,0.0,12.8,12.78
9,101.94,101.86,-0.08,Battery_2,hold,0.0,12.8,12.78
10,103.55,99.28,-4.27,Battery_2,hold,0.0,12.8,12.78
11,99.89,104.29,4.4,Battery_2,hold,0.0,12.8,12.78
12,106.6,110.49,3.89,Battery_2,discharge,5.0,10.0,10.0
13,100.58,100.91,0.33,Battery_2,hold,0.0,10.0,10.0
14,92.64,98.28,5.64,Battery_2,hold,0.0,10.0,10.0
15,82.28,84.62,2.34,Battery_2,hold,0.0,10.0,10.0
16,88.34,84.04,-4.3,Battery_2,hold,0.0,10.0,10.0
17,37.71,39.55,1.84,Battery_2,charge,1.42,10.6,10.64
18,26.88,22.09,-4.79,Battery_2,charge,5.0,12.9,12.89
19,5.98,10.37,4.39,Battery_2,charge,5.0,15.1,15.14
20,1.21,0.96,-0.25,Battery_2,charge,5.0,17.4,17.39
21,-6.54,-7.46,-0.92,Battery_2,charge,5.0,19.6,19.64
22,-11.91,-15.31,-3.4,Battery_2,charge,5.0,21.9,21.89
23,-23.59,-17.48,6.11,Battery_2,charge,5.0,24.1,24.14
24,-29.33,-30.1,-0.77,Battery_2,charge,5.0,26.4,26.39
25,-29.59,-31.73,-2.14,Battery_2,charge,5.0,28.6,28.64
26,-29.12,-30.88,-1.76,Battery_2,charge,5.0,30.9,30.89
27,-29.03,-26.37,2.66,Battery_2,charge,5.0,33.1,33.14
28,-35.75,-33.92,1.83,Battery_2,charge,5.0,35.4,35.39
29,-34.26,-32.2,2.06,Battery_2,charge,5.0,37.6,37.64
30,-33.91,-31.76,2.15,Battery_2,charge,5.0,39.9,39.89
31,-32.23,-21.52,10.71,Battery_2,charge,5.0,42.1,42.14
32,-19.74,-21.77,-2.03,Battery_2,charge,5.0,44.4,44.39
33,9.4,6.84,-2.56,Battery_2,charge,5.0,46.6,46.64
34,34.2,30.13,-4.07,Battery_2,charge,5.0,48.9,48.89
35,74.52,77.6,3.08,Battery_2,discharge,5.0,46.1,46.11
36,84.85,90.49,5.64,Battery_2,discharge,5.0,43.3,43.33
37,101.85,101.28,-0.57,Battery_2,discharge,5.0,40.6,40.56
38,116.84,112.64,-4.2,Battery_2,discharge,5.0,37.8,37.78
39,129.93,125.81,-4.12,Battery_2,discharge,5.0,35.0,35.0
40,131.15,134.4,3.25,Battery_2,discharge,5.0,32.2,32.22
41,133.49,137.21,3.72,Battery_2,discharge,5.0,29.4,29.44
42,138.82,141.54,2.72,Battery_2,discharge,5.0,26.7,26.67
43,140.86,137.53,-3.33,Battery_2,discharge,5.0,23.9,23.89
44,142.15,143.31,1.16,Battery_2,discharge,5.0,21.1,21.11
45,141.31,141.89,0.58,Battery_2,discharge,5.0,18.3,18.33
46,130.88,131.97,1.09,Battery_2,discharge,5.0,15.6,15.56
47,112.45,116.81,4.36,Battery_2,discharge,5.0,12.8,12.78
48,106.79,107.91,1.12,Battery_2,discharge,5.0,10.0,10.0
1,87.2,88.72,1.52,Battery_3,hold,0.0,10.0,20.0
2,88.48,83.28,-5.2,Battery_3,charge,10.0,12.2,24.5
3,88.45,92.2,3.75,Battery_3,hold,0.0,12.2,24.5
4,93.49,98.19,4.7,Battery_3,hold,0.0,12.2,24.5
