settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,109.94,111.46,1.52,Battery_1,hold,0.0,10.0,2.0
2,107.54,102.34,-5.2,Battery_1,hold,0.0,10.0,2.0
3,103.02,106.77,3.75,Battery_1,hold,0.0,10.0,2.0
4,111.06,115.76,4.7,Battery_1,hold,0.0,10.0,2.0
5,108.92,99.16,-9.76,Battery_1,hold,0.0,10.0,2.0
6,112.35,105.84,-6.51,Battery_1,hold,0.0,10.0,2.0
7,114.65,115.29,0.64,Battery_1,hold,0.0,10.0,2.0
8,114.28,112.7,-1.58,Battery_1,hold,0.0,10.0,2.0
9,111.64,111.56,-0.08,Battery_1,hold,0.0,10.0,2.0
10,110.03,105.76,-4.27,Battery_1,hold,0.0,10.0,2.0
11,111.35,115.75,4.4,Battery_1,hold,0.0,10.0,2.0
12,111.51,115.4,3.89,Battery_1,hold,0.0,10.0,2.0
13,106.83,107.16,0.33,Battery_1,hold,0.0,10.0,2.0
14,110.96,116.6,5.64,Battery_1,hold,0.0,10.0,2.0
15,104.65,106.99,2.34,Battery_1,hold,0.0,10.0,2.0
16,112.9,108.6,-4.3,Battery_1,hold,0.0,10.0,2.0
17,108.83,110.67,1.84,Battery_1,hold,0.0,10.0,2.0
18,104.69,99.9,-4.79,Battery_1,hold,0.0,10.0,2.0
19,92.6,96.99,4.39,Battery_1,hold,0.0,10.0,2.0
20,91.42,91.17,-0.25,Battery_1,hold,0.0,10.0,2.0
21,95.48,94.56,-0.92,Battery_1,hold,0.0,10.0,2.0
22,93.21,89.81,-3.4,Battery_1,charge,2.56,15.8,3.15
23,82.72,88.83,6.11,Battery_1,charge,3.0,22.5,4.5
24,82.3,81.53,-0.77,Battery_1,charge,3.0,29.2,5.85
25,76.99,74.85,-2.14,Battery_1,charge,3.0,36.0,7.2
26,71.32,69.56,-1.76,Battery_1,charge,3.0,42.8,8.55
27,66.06,68.72,2.66,Battery_1,charge,3.0,49.5,9.9
28,68.75,70.58,1.83,Battery_1,charge,3.0,56.2,11.25
29,80.19,82.25,2.06,Battery_1,charge,3.0,63.0,12.6
30,75.96,78.11,2.15,Battery_1,charge,3.0,69.8,13.95
31,86.74,97.45,10.71,Battery_1,hold,0.0,69.8,13.95
32,83.38,81.35,-2.03,Battery_1,charge,3.0,76.5,15.3
33,85.03,82.47,-2.56,Battery_1,charge,3.0,83.2,16.65
34,88.74,84.67,-4.07,Battery_1,charge,3.0,90.0,18.0
35,89.77,92.85,3.08,Battery_1,hold,0.0,90.0,18.0
36,95.76,101.4,5.64,Battery_1,hold,0.0,90.0,18.0
37,101.3,100.73,-0.57,Battery_1,hold,0.0,90.0,18.0
38,113.96,109.76,-4.2,Battery_1,hold,0.0,90.0,18.0
39,122.68,118.56,-4.12,Battery_1,discharge,3.0,81.7,16.33
40,126.46,129.71,3.25,Battery_1,discharge,3.0,73.3,14.67
41,130.43,134.15,3.72,Battery_1,discharge,3.0,65.0,13.0
42,139.74,142.46,2.72,Battery_1,discharge,3.0,56.7,11.33
43,129.02,125.69,-3.33,Battery_1,discharge,3.0,48.3,9.67
44,128.02,129.18,1.16,Battery_1,discharge,3.0,40.0,8.0
45,117.2,117.78,0.58,Battery_1,discharge,3.0,31.7,6.33
46,116.16,117.25,1.09,Battery_1,discharge,3.0,23.3,4.67
47,109.33,113.69,4.36,Battery_1,discharge,3.0,15.0,3.0
48,110.96,112.08,1.12,Battery_1,discharge,1.8,10.0,2.0
1,109.94,111.46,1.52,Battery_2,hold,0.0,10.0,10.0
2,107.54,102.34,-5.2,Battery_2,hold,0.0,10.0,10.0
3,103.02,106.77,3.75,Battery_2,hold,0.0,10.0,10.0
4,111.06,115.76,4.7,Battery_2,hold,0.0,10.0,10.0
5,108.92,99.16,-9.76,Battery_2,hold,0.0,10.0,10.0
6,112.35,105.84,-6.51,Battery_2,hold,0.0,10.0,10.0
7,114.65,115.29,0.64,Battery_2,hold,0.0,10.0,10.0
8,114.28,112.7,-1.58,Battery_2,hold,0.0,10.0,10.0
9,111.64,111.56,-0.08,Battery_2,hold,0.0,10.0,10.0
10,110.03,105.76,-4.27,Battery_2,hold,0.0,10.0,10.0
11,111.35,115.75,4.4,Battery_2,hold,0.0,10.0,10.0
12,111.51,115.4,3.89,Battery_2,hold,0.0,10.0,10.0
13,106.83,107.16,0.33,Battery_2,hold,0.0,10.0,10.0
14,110.96,116.6,5.64,Battery_2,hold,0.0,10.0,10.0
15,104.65,106.99,2.34,Battery_2,hold,0.0,10.0,10.0
16,112.9,108.6,-4.3,Battery_2,hold,0.0,10.0,10.0
17,108.83,110.67,1.84,Battery_2,hold,0.0,10.0,10.0
18,104.69,99.9,-4.79,Battery_2,hold,0.0,10.0,10.0
19,92.6,96.99,4.39,Battery_2,hold,0.0,10.0,10.0
20,91.42,91.17,-0.25,Battery_2,hold,0.0,10.0,10.0
21,95.48,94.56,-0.92,Battery_2,hold,0.0,10.0,10.0
22,93.21,89.81,-3.4,Battery_2,charge,5.0,12.2,12.25
23,82.72,88.83,6.11,Battery_2,charge,5.0,14.5,14.5
24,82.3,81.53,-0.77,Battery_2,charge,5.0,16.8,16.75
25,76.99,74.85,-2.14,Battery_2,charge,5.0,19.0,19.0
26,71.32,69.56,-1.76,Battery_2,charge,5.0,21.2,21.25
27,66.06,68.72,2.66,Battery_2,charge,5.0,23.5,23.5
28,68.75,70.58,1.83,Battery_2,charge,5.0,25.8,25.75
29,80.19,82.25,2.06,Battery_2,charge,5.0,28.0,28.0
30,75.96,78.11,2.15,Battery_2,charge,5.0,30.2,30.25
31,86.74,97.45,10.71,Battery_2,hold,0.0,30.2,30.25
32,83.38,81.35,-2.03,Battery_2,charge,5.0,32.5,32.5
33,85.03,82.47,-2.56,Battery_2,charge,5.0,34.8,34.75
34,88.74,84.67,-4.07,Battery_2,charge,5.0,37.0,37.0
35,89.77,92.85,3.08,Battery_2,hold,0.0,37.0,37.0
36,95.76,101.4,5.64,Battery_2,hold,0.0,37.0,37.0
37,101.3,100.73,-0.57,Battery_2,hold,0.0,37.0,37.0
38,113.96,109.76,-4.2,Battery_2,hold,0.0,37.0,37.0
39,122.68,118.56,-4.12,Battery_2,discharge,5.0,34.2,34.22
