settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,86.12,87.64,1.52,Battery_1,charge,2.15,54.8,10.97
2,84.41,79.21,-5.2,Battery_1,charge,3.0,61.6,12.32
3,79.49,83.24,3.75,Battery_1,charge,3.0,68.3,13.67
4,94.76,99.46,4.7,Battery_1,hold,0.0,68.3,13.67
5,111.08,101.32,-9.76,Battery_1,hold,0.0,68.3,13.67
6,108.15,101.64,-6.51,Battery_1,hold,0.0,68.3,13.67
7,99.7,100.34,0.64,Battery_1,hold,0.0,68.3,13.67
8,95.85,94.27,-1.58,Battery_1,hold,0.0,68.3,13.67
9,95.02,94.94,-0.08,Battery_1,hold,0.0,68.3,13.67
10,95.56,91.29,-4.27,Battery_1,hold,0.0,68.3,13.67
11,110.86,115.26,4.4,Battery_1,discharge,3.0,60.0,12.0
12,110.02,113.91,3.89,Battery_1,discharge,3.0,51.7,10.33
13,113.7,114.03,0.33,Battery_1,discharge,3.0,43.3,8.67
14,115.38,121.02,5.64,Battery_1,discharge,3.0,35.0,7.0
15,118.9,121.24,2.34,Battery_1,discharge,3.0,26.7,5.33
16,118.76,114.46,-4.3,Battery_1,discharge,3.0,18.3,3.67
17,117.35,119.19,1.84,Battery_1,discharge,3.0,10.0,2.0
18,100.26,95.47,-4.79,Battery_1,hold,0.0,10.0,2.0
19,85.28,89.67,4.39,Battery_1,hold,0.0,10.0,2.0
20,63.4,63.15,-0.25,Battery_1,hold,0.0,10.0,2.0
21,57.22,56.3,-0.92,Battery_1,hold,0.0,10.0,2.0
22,38.79,35.39,-3.4,Battery_1,charge,3.0,16.8,3.35
23,25.46,31.57,6.11,Battery_1,charge,3.0,23.5,4.7
24,34.69,33.92,-0.77,Battery_1,charge,3.0,30.2,6.05
25,37.99,35.85,-2.14,Battery_1,charge,3.0,37.0,7.4
26,27.66,25.9,-1.76,Battery_1,charge,3.0,43.8,8.75
27,28.03,30.69,2.66,Battery_1,charge,3.0,50.5,10.1
28,24.72,26.55,1.83,Battery_1,charge,3.0,57.2,11.45
29,35.13,37.19,2.06,Battery_1,charge,3.0,64.0,12.8
30,36.34,38.49,2.15,Battery_1,charge,3.0,70.8,14.15
