settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh,id_price_discharge,id_price_charge
1,142.81,144.33,1.52,Battery_1,hold,0.0,10.0,2.0,139.43,145.23000000000002
2,139.68,134.48,-5.2,Battery_1,charge,3.0,16.8,3.35,129.57999999999998,135.38
3,143.47,147.22,3.75,Battery_1,hold,0.0,16.8,3.35,142.32,148.12
4,140.4,145.1,4.7,Battery_1,hold,0.0,16.8,3.35,140.2,146.0
5,138.2,128.44,-9.76,Battery_1,charge,3.0,23.5,4.7,123.53999999999999,129.34
6,142.13,135.62,-6.51,Battery_1,charge,3.0,30.2,6.05,130.72,136.52
7,140.43,141.07,0.64,Battery_1,hold,0.0,30.2,6.05,136.17,141.97
8,139.03,137.45,-1.58,Battery_1,hold,0.0,30.2,6.05,132.54999999999998,138.35
9,136.31,136.23,-0.08,Battery_1,charge,2.11,35.0,7.0,131.32999999999998,137.13
10,152.69,148.42,-4.27,Battery_1,hold,0.0,35.0,7.0,143.51999999999998,149.32
11,161.73,166.13,4.4,Battery_1,hold,0.0,35.0,7.0,161.23,167.03
12,152.57,156.46,3.89,Battery_1,hold,0.0,35.0,7.0,151.56,157.36
13,166.0,166.33,0.33,Battery_1,hold,0.0,35.0,7.0,161.43,167.23000000000002
14,168.7,174.34,5.64,Battery_1,discharge,3.0,26.7,5.33,169.44,175.24
15,180.97,183.31,2.34,Battery_1,discharge,3.0,18.3,3.67,178.41,184.21
16,181.41,177.11,-4.3,Battery_1,discharge,3.0,10.0,2.0,172.21,178.01000000000002
17,150.92,152.76,1.84,Battery_1,hold,0.0,10.0,2.0,147.85999999999999,153.66
18,150.12,145.33,-4.79,Battery_1,hold,0.0,10.0,2.0,140.43,146.23000000000002
19,133.27,137.66,4.39,Battery_1,hold,0.0,10.0,2.0,132.76,138.56
20,132.64,132.39,-0.25,Battery_1,charge,3.0,16.8,3.35,127.48999999999998,133.29
21,129.53,128.61,-0.92,Battery_1,charge,3.0,23.5,4.7,123.71000000000001,129.51000000000002
22,129.11,125.71,-3.4,Battery_1,charge,3.0,30.2,6.05,120.80999999999999,126.61
23,128.53,134.64,6.11,Battery_1,charge,2.56,36.0,7.2,129.73999999999998,135.54
24,122.98,122.21,-0.77,Battery_1,charge,3.0,42.8,8.55,117.30999999999999,123.11
25,123.62,121.48,-2.14,Battery_1,charge,3.0,49.5,9.9,116.58,122.38000000000001
26,123.37,121.61,-1.76,Battery_1,charge,3.0,56.2,11.25,116.71,122.51
27,122.04,124.7,2.66,Battery_1,charge,3.0,63.0,12.6,119.8,125.60000000000001
28,122.03,123.86,1.83,Battery_1,charge,3.0,69.8,13.95,118.96,124.76
29,123.86,125.92,2.06,Battery_1,charge,3.0,76.5,15.3,121.02,126.82000000000001
30,127.71,129.86,2.15,Battery_1,charge,3.0,83.2,16.65,124.96000000000001,130.76000000000002
31,132.53,143.24,10.71,Battery_1,hold,0.0,83.2,16.65,138.34,144.14000000000001
32,135.36,133.33,-2.03,Battery_1,charge,3.0,90.0,18.0,128.43,134.23000000000002
33,154.24,151.68,-2.56,Battery_1,hold,0.0,90.0,18.0,146.78,152.58
34,186.81,182.74,-4.07,Battery_1,discharge,1.8,85.0,17.0,177.84,183.64000000000001
35,220.01,223.09,3.08,Battery_1,discharge,3.0,76.7,15.33,218.19,223.99
36,224.84,230.48,5.64,Battery_1,discharge,3.0,68.3,13.67,225.57999999999998,231.38
37,236.8,236.23,-0.57,Battery_1,discharge,3.0,60.0,12.0,231.32999999999998,237.13
38,227.31,223.11,-4.2,Battery_1,discharge,3.0,51.7,10.33,218.21,224.01000000000002
39,228.4,224.28,-4.12,Battery_1,discharge,3.0,43.3,8.67,219.38,225.18
40,224.96,228.21,3.25,Battery_1,discharge,3.0,35.0,7.0,223.31,229.11
41,213.71,217.43,3.72,Battery_1,discharge,3.0,26.7,5.33,212.53,218.33
42,200.57,203.29,2.72,Battery_1,discharge,3.0,18.3,3.67,198.39,204.19
43,190.89,187.56,-3.33,Battery_1,discharge,3.0,10.0,2.0,182.66,188.46
44,172.15,173.31,1.16,Battery_1,hold,0.0,10.0,2.0,168.41,174.21
45,166.13,166.71,0.58,Battery_1,hold,0.0,10.0,2.0,161.81,167.61
46,156.24,157.33,1.09,Battery_1,hold,0.0,10.0,2.0,152.43,158.23000000000002
47,142.47,146.83,4.36,Battery_1,hold,0.0,10.0,2.0,141.93,147.73000000000002
48,149.06,150.18,1.12,Battery_1,hold,0.0,10.0,2.0,145.28,151.08
1,142.81,144.33,1.52,Battery_2,hold,0.0,10.0,10.0,139.43,145.23000000000002
2,139.68,134.48,-5.2,Battery_2,charge,5.0,12.2,12.25,129.57999999999998,135.38
3,143.47,147.22,3.75,Battery_2,hold,0.0,12.2,12.25,142.32,148.12
4,140.4,145.1,4.7,Battery_2,hold,0.0,12.2,12.25,140.2,146.0
5,138.2,128.44,-9.76,Battery_2,charge,5.0,14.5,14.5,123.53999999999999,129.34
6,142.13,135.62,-6.51,Battery_2,charge,5.0,16.8,16.75,130.72,136.52
7,140.43,141.07,0.64,Battery_2,hold,0.0,16.8,16.75,136.17,141.97
8,139.03,137.45,-1.58,Battery_2,hold,0.0,16.8,16.75,132.54999999999998,138.35
9,136.31,136.23,-0.08,Battery_2,charge,5.0,19.0,19.0,131.32999999999998,137.13
10,152.69,148.42,-4.27,Battery_2,hold,0.0,19.0,19.0,143.51999999999998,149.32
