settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,138.14,139.66,1.52,Battery_1,hold,0.0,10.0,2.0
2,136.29,131.09,-5.2,Battery_1,hold,0.0,10.0,2.0
3,135.72,139.47,3.75,Battery_1,hold,0.0,10.0,2.0
4,135.68,140.38,4.7,Battery_1,hold,0.0,10.0,2.0
5,133.78,124.02,-9.76,Battery_1,charge,3.0,16.8,3.35
6,125.83,119.32,-6.51,Battery_1,charge,3.0,23.5,4.7
7,133.28,133.92,0.64,Battery_1,hold,0.0,23.5,4.7
8,128.65,127.07,-1.58,Battery_1,hold,0.0,23.5,4.7
9,134.32,134.24,-0.08,Battery_1,hold,0.0,23.5,4.7
10,135.57,131.3,-4.27,Battery_1,hold,0.0,23.5,4.7
11,143.13,147.53,4.4,Battery_1,hold,0.0,23.5,4.7
12,142.29,146.18,3.89,Battery_1,hold,0.0,23.5,4.7
13,145.06,145.39,0.33,Battery_1,hold,0.0,23.5,4.7
14,150.5,156.14,5.64,Battery_1,discharge,0.87,21.1,4.22
15,138.24,140.58,2.34,Battery_1,hold,0.0,21.1,4.22
16,143.37,139.07,-4.3,Battery_1,hold,0.0,21.1,4.22
17,144.73,146.57,1.84,Battery_1,hold,0.0,21.1,4.22
18,138.8,134.01,-4.79,Battery_1,hold,0.0,21.1,4.22
19,137.94,142.33,4.39,Battery_1,hold,0.0,21.1,4.22
20,141.1,140.85,-0.25,Battery_1,hold,0.0,21.1,4.22
21,146.42,145.5,-0.92,Battery_1,hold,0.0,21.1,4.22
22,145.54,142.14,-3.4,Battery_1,hold,0.0,21.1,4.22
23,144.13,150.24,6.11,Battery_1,hold,0.0,21.1,4.22
24,137.99,137.22,-0.77,Battery_1,hold,0.0,21.1,4.22
25,137.17,135.03,-2.14,Battery_1,hold,0.0,21.1,4.22
26,133.43,131.67,-1.76,Battery_1,hold,0.0,21.1,4.22
27,125.62,128.28,2.66,Battery_1,hold,0.0,21.1,4.22
28,124.98,126.81,1.83,Battery_1,hold,0.0,21.1,4.22
29,123.66,125.72,2.06,Battery_1,charge,3.0,27.8,5.57
30,117.31,119.46,2.15,Battery_1,charge,3.0,34.6,6.92
31,124.75,135.46,10.71,Battery_1,hold,0.0,34.6,6.92
32,115.2,113.17,-2.03,Battery_1,charge,3.0,41.3,8.27
33,117.66,115.1,-2.56,Battery_1,charge,3.0,48.1,9.62
34,115.08,111.01,-4.07,Battery_1,charge,3.0,54.8,10.97
35,118.43,121.51,3.08,Battery_1,charge,3.0,61.6,12.32
36,114.95,120.59,5.64,Battery_1,charge,3.0,68.3,13.67
37,139.06,138.49,-0.57,Battery_1,hold,0.0,68.3,13.67
