settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh,id_price_discharge,id_price_charge
1,140.53,142.05,1.52,Battery_1,charge,3.0,16.8,3.35,137.15,142.95000000000002
2,143.07,137.87,-5.2,Battery_1,charge,3.0,23.5,4.7,132.97,138.77
3,136.65,140.4,3.75,Battery_1,charge,3.0,30.2,6.05,135.5,141.3
4,139.03,143.73,4.7,Battery_1,charge,3.0,37.0,7.4,138.82999999999998,144.63
5,142.02,132.26,-9.76,Battery_1,charge,3.0,43.8,8.75,127.35999999999999,133.16
6,140.17,133.66,-6.51,Battery_1,charge,3.0,50.5,10.1,128.76,134.56
7,143.48,144.12,0.64,Battery_1,charge,3.0,57.2,11.45,139.22,145.02
8,141.88,140.3,-1.58,Battery_1,charge,3.0,64.0,12.8,135.4,141.20000000000002
9,143.37,143.29,-0.08,Battery_1,charge,3.0,70.8,14.15,138.39,144.19
10,146.35,142.08,-4.27,Battery_1,charge,3.0,77.5,15.5,137.18,142.98000000000002
11,163.45,167.85,4.4,Battery_1,hold,0.0,77.5,15.5,162.95,168.75
12,172.55,176.44,3.89,Battery_1,hold,0.0,77.5,15.5,171.54,177.34
13,187.32,187.65,0.33,Battery_1,hold,0.0,77.5,15.5,182.75,188.55
14,189.57,195.21,5.64,Battery_1,discharge,3.0,69.2,13.83,190.31,196.11
15,194.53,196.87,2.34,Battery_1,discharge,3.0,60.8,12.17,191.97,197.77
16,199.12,194.82,-4.3,Battery_1,discharge,3.0,52.5,10.5,189.92,195.72
17,172.05,173.89,1.84,Battery_1,hold,0.0,52.5,10.5,168.98999999999998,174.79
18,164.56,159.77,-4.79,Battery_1,hold,0.0,52.5,10.5,154.87,160.67000000000002
19,156.71,161.1,4.39,Battery_1,hold,0.0,52.5,10.5,156.2,162.0
20,159.6,159.35,-0.25,Battery_1,hold,0.0,52.5,10.5,154.45,160.25
21,167.86,166.94,-0.92,Battery_1,hold,0.0,52.5,10.5,162.04,167.84
22,169.16,165.76,-3.4,Battery_1,hold,0.0,52.5,10.5,160.85999999999999,166.66
23,158.95,165.06,6.11,Battery_1,hold,0.0,52.5,10.5,160.16,165.96
24,152.15,151.38,-0.77,Battery_1,hold,0.0,52.5,10.5,146.48,152.28
25,144.57,142.43,-2.14,Battery_1,charge,3.0,59.2,11.85,137.53,143.33
26,151.93,150.17,-1.76,Battery_1,charge,1.74,63.2,12.63,145.26999999999998,151.07
27,142.16,144.82,2.66,Battery_1,charge,3.0,69.9,13.98,139.92,145.72
28,151.94,153.77,1.83,Battery_1,hold,0.0,69.9,13.98,148.87,154.67000000000002
29,149.67,151.73,2.06,Battery_1,hold,0.0,69.9,13.98,146.82999999999998,152.63
30,142.06,144.21,2.15,Battery_1,charge,3.0,76.7,15.33,139.31,145.11
31,160.14,170.85,10.71,Battery_1,hold,0.0,76.7,15.33,165.95,171.75
32,159.9,157.87,-2.03,Battery_1,hold,0.0,76.7,15.33,152.97,158.77
33,171.43,168.87,-2.56,Battery_1,hold,0.0,76.7,15.33,163.97,169.77
34,170.44,166.37,-4.07,Battery_1,hold,0.0,76.7,15.33,161.47,167.27
35,204.85,207.93,3.08,Battery_1,discharge,3.0,68.3,13.67,203.03,208.83
36,210.3,215.94,5.64,Battery_1,discharge,3.0,60.0,12.0,211.04,216.84
37,209.8,209.23,-0.57,Battery_1,discharge,3.0,51.7,10.33,204.32999999999998,210.13
38,206.08,201.88,-4.2,Battery_1,discharge,3.0,43.3,8.67,196.98,202.78
39,204.69,200.57,-4.12,Battery_1,discharge,3.0,35.0,7.0,195.67,201.47
40,201.7,204.95,3.25,Battery_1,discharge,3.0,26.7,5.33,200.04999999999998,205.85
41,199.83,203.55,3.72,Battery_1,discharge,3.0,18.3,3.67,198.65,204.45000000000002
42,194.84,197.56,2.72,Battery_1,discharge,3.0,10.0,2.0,192.66,198.46
43,179.78,176.45,-3.33,Battery_1,hold,0.0,10.0,2.0,171.54999999999998,177.35
44,159.34,160.5,1.16,Battery_1,hold,0.0,10.0,2.0,155.6,161.4
45,162.54,163.12,0.58,Battery_1,hold,0.0,10.0,2.0,158.22,164.02
46,162.28,163.37,1.09,Battery_1,hold,0.0,10.0,2.0,158.47,164.27
47,152.42,156.78,4.36,Battery_1,hold,0.0,10.0,2.0,151.88,157.68
48,149.6,150.72,1.12,Battery_1,hold,0.0,10.0,2.0,145.82,151.62
1,140.53,142.05,1.52,Battery_2,charge,5.0,12.2,12.25,137.15,142.95000000000002
2,143.07,137.87,-5.2,Battery_2,charge,5.0,14.5,14.5,132.97,138.77
3,136.65,140.4,3.75,Battery_2,charge,5.0,16.8,16.75,135.5,141.3
4,139.03,143.73,4.7,Battery_2,charge,5.0,19.0,19.0,138.82999999999998,144.63
5,142.02,132.26,-9.76,Battery_2,charge,5.0,21.2,21.25,127.35999999999999,133.16
6,140.17,133.66,-6.51,Battery_2,charge,5.0,23.5,23.5,128.76,134.56
7,143.48,144.12,0.64,Battery_2,charge,5.0,25.8,25.75,139.22,145.02
8,141.88,140.3,-1.58,Battery_2,charge,5.0,28.0,28.0,135.4,141.20000000000002
9,143.37,143.29,-0.08,Battery_2,charge,5.0,30.2,30.25,138.39,144.19
10,146.35,142.08,-4.27,Battery_2,charge,5.0,32.5,32.5,137.18,142.98000000000002
11,163.45,167.85,4.4,Battery_2,hold,0.0,32.5,32.5,162.95,168.75
12,172.55,176.44,3.89,Battery_2,hold,0.0,32.5,32.5,171.54,177.34
13,187.32,187.65,0.33,Battery_2,hold,0.0,32.5,32.5,182.75,188.55
14,189.57,195.21,5.64,Battery_2,discharge,5.0,29.7,29.72,190.31,196.11
15,194.53,196.87,2.34,Battery_2,discharge,5.0,26.9,26.94,191.97,197.77
16,199.12,194.82,-4.3,Battery_2,discharge,5.0,24.2,24.17,189.92,195.72
17,172.05,173.89,1.84,Battery_2,hold,0.0,24.2,24.17,168.98999999999998,174.79
18,164.56,159.77,-4.79,Battery_2,hold,0.0,24.2,24.17,154.87,160.67000000000002
19,156.71,161.1,4.39,Battery_2,hold,0.0,24.2,24.17,156.2,162.0
20,159.6,159.35,-0.25,Battery_2,hold,0.0,24.2,24.17,154.45,160.25
21,167.86,166.94,-0.92,Battery_2,hold,0.0,24.2,24.17,162.04,167.84
22,169.16,165.76,-3.4,Battery_2,hold,0.0,24.2,24.17,160.85999999999999,166.66
23,158.95,165.06,6.11,Battery_2,hold,0.0,24.2,24.17,160.16,165.96
