settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,147.47,148.99,1.52,Battery_1,hold,0.0,10.0,2.0
2,145.12,139.92,-5.2,Battery_1,hold,0.0,10.0,2.0
3,137.68,141.43,3.75,Battery_1,hold,0.0,10.0,2.0
4,131.92,136.62,4.7,Battery_1,hold,0.0,10.0,2.0
5,136.78,127.02,-9.76,Battery_1,charge,3.0,16.8,3.35
6,138.56,132.05,-6.51,Battery_1,hold,0.0,16.8,3.35
7,141.01,141.65,0.64,Battery_1,hold,0.0,16.8,3.35
8,134.26,132.68,-1.58,Battery_1,hold,0.0,16.8,3.35
9,141.76,141.68,-0.08,Battery_1,hold,0.0,16.8,3.35
10,135.78,131.51,-4.27,Battery_1,hold,0.0,16.8,3.35
11,135.72,140.12,4.4,Battery_1,hold,0.0,16.8,3.35
12,141.69,145.58,3.89,Battery_1,hold,0.0,16.8,3.35
13,139.66,139.99,0.33,Battery_1,hold,0.0,16.8,3.35
14,150.11,155.75,5.64,Battery_1,hold,0.0,16.8,3.35
15,129.3,131.64,2.34,Battery_1,hold,0.0,16.8,3.35
16,139.46,135.16,-4.3,Battery_1,hold,0.0,16.8,3.35
17,135.92,137.76,1.84,Battery_1,hold,0.0,16.8,3.35
18,129.24,124.45,-4.79,Battery_1,charge,3.0,23.5,4.7
19,128.87,133.26,4.39,Battery_1,hold,0.0,23.5,4.7
20,130.44,130.19,-0.25,Battery_1,hold,0.0,23.5,4.7
21,134.43,133.51,-0.92,Battery_1,hold,0.0,23.5,4.7
22,138.83,135.43,-3.4,Battery_1,hold,0.0,23.5,4.7
23,137.77,143.88,6.11,Battery_1,hold,0.0,23.5,4.7
24,130.15,129.38,-0.77,Battery_1,charge,3.0,30.2,6.05
25,127.15,125.01,-2.14,Battery_1,charge,3.0,37.0,7.4
26,123.97,122.21,-1.76,Battery_1,charge,3.0,43.8,8.75
27,123.11,125.77,2.66,Battery_1,charge,3.0,50.5,10.1
28,122.11,123.94,1.83,Battery_1,charge,3.0,57.2,11.45
29,122.64,124.7,2.06,Battery_1,charge,3.0,64.0,12.8
30,122.11,124.26,2.15,Battery_1,charge,3.0,70.8,14.15
31,122.69,133.4,10.71,Battery_1,hold,0.0,70.8,14.15
32,120.7,118.67,-2.03,Battery_1,charge,3.0,77.5,15.5
33,132.98,130.42,-2.56,Battery_1,hold,0.0,77.5,15.5
34,126.69,122.62,-4.07,Battery_1,charge,3.0,84.2,16.85
35,150.8,153.88,3.08,Battery_1,hold,0.0,84.2,16.85
36,156.84,162.48,5.64,Battery_1,discharge,3.0,75.9,15.18
37,158.27,157.7,-0.57,Battery_1,hold,0.0,75.9,15.18
38,159.58,155.38,-4.2,Battery_1,hold,0.0,75.9,15.18
39,165.41,161.29,-4.12,Battery_1,discharge,3.0,67.6,13.52
40,166.12,169.37,3.25,Battery_1,discharge,3.0,59.2,11.85
41,164.51,168.23,3.72,Battery_1,discharge,3.0,50.9,10.18
42,168.45,171.17,2.72,Battery_1,discharge,3.0,42.6,8.52
43,167.4,164.07,-3.33,Battery_1,discharge,3.0,34.2,6.85
44,165.89,167.05,1.16,Battery_1,discharge,3.0,25.9,5.18
45,167.09,167.67,0.58,Battery_1,discharge,3.0,17.6,3.52
46,159.41,160.5,1.09,Battery_1,discharge,2.73,10.0,2.0
47,152.58,156.94,4.36,Battery_1,hold,0.0,10.0,2.0
48,145.95,147.07,1.12,Battery_1,hold,0.0,10.0,2.0
1,147.47,148.99,1.52,Battery_2,hold,0.0,10.0,10.0
2,145.12,139.92,-5.2,Battery_2,hold,0.0,10.0,10.0
3,137.68,141.43,3.75,Battery_2,hold,0.0,10.0,10.0
4,131.92,136.62,4.7,Battery_2,hold,0.0,10.0,10.0
5,136.78,127.02,-9.76,Battery_2,charge,5.0,12.2,12.25
6,138.56,132.05,-6.51,Battery_2,hold,0.0,12.2,12.25
7,141.01,141.65,0.64,Battery_2,hold,0.0,12.2,12.25
8,134.26,132.68,-1.58,Battery_2,hold,0.0,12.2,12.25
9,141.76,141.68,-0.08,Battery_2,hold,0.0,12.2,12.25
10,135.78,131.51,-4.27,Battery_2,hold,0.0,12.2,12.25
11,135.72,140.12,4.4,Battery_2,hold,0.0,12.2,12.25
12,141.69,145.58,3.89,Battery_2,hold,0.0,12.2,12.25
