settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh,id_price_discharge,id_price_charge
1,121.68,123.2,1.52,Battery_1,hold,0.0,10.0,2.0,118.3,124.10000000000001
2,122.64,117.44,-5.2,Battery_1,hold,0.0,10.0,2.0,112.53999999999999,118.34
3,120.23,123.98,3.75,Battery_1,hold,0.0,10.0,2.0,119.08,124.88000000000001
4,118.88,123.58,4.7,Battery_1,hold,0.0,10.0,2.0,118.67999999999999,124.48
5,117.95,108.19,-9.76,Battery_1,charge,3.0,16.8,3.35,103.28999999999999,109.09
6,120.55,114.04,-6.51,Battery_1,charge,3.0,23.5,4.7,109.14,114.94000000000001
7,115.12,115.76,0.64,Battery_1,charge,2.11,28.3,5.65,110.86,116.66000000000001
8,117.16,115.58,-1.58,Battery_1,charge,3.0,35.0,7.0,110.67999999999999,116.48
9,121.41,121.33,-0.08,Battery_1,hold,0.0,35.0,7.0,116.42999999999999,122.23
10,123.43,119.16,-4.27,Battery_1,hold,0.0,35.0,7.0,114.25999999999999,120.06
11,129.35,133.75,4.4,Battery_1,hold,0.0,35.0,7.0,128.85,134.65
12,140.76,144.65,3.89,Battery_1,hold,0.0,35.0,7.0,139.75,145.55
13,146.98,147.31,0.33,Battery_1,hold,0.0,35.0,7.0,142.41,148.21
14,165.94,171.58,5.64,Battery_1,discharge,3.0,26.7,5.33,166.68,172.48000000000002
15,167.78,170.12,2.34,Battery_1,discharge,3.0,18.3,3.67,165.22,171.02
16,162.7,158.4,-4.3,Battery_1,discharge,3.0,10.0,2.0,153.5,159.3
17,136.07,137.91,1.84,Battery_1,hold,0.0,10.0,2.0,133.01,138.81
18,123.92,119.13,-4.79,Battery_1,hold,0.0,10.0,2.0,114.22999999999999,120.03
19,102.59,106.98,4.39,Battery_1,hold,0.0,10.0,2.0,102.08,107.88000000000001
20,89.19,88.94,-0.25,Battery_1,hold,0.0,10.0,2.0,84.03999999999999,89.84
21,60.95,60.03,-0.92,Battery_1,hold,0.0,10.0,2.0,55.13,60.93
22,50.55,47.15,-3.4,Battery_1,hold,0.0,10.0,2.0,42.25,48.05
23,16.09,22.2,6.11,Battery_1,charge,3.0,16.8,3.35,17.299999999999997,23.099999999999998
24,7.6,6.83,-0.77,Battery_1,charge,3.0,23.5,4.7,1.9299999999999997,7.73
25,9.54,7.4,-2.14,Battery_1,charge,3.0,30.2,6.05,2.5,8.3
26,8.8,7.04,-1.76,Battery_1,charge,3.0,37.0,7.4,2.1399999999999997,7.94
27,9.47,12.13,2.66,Battery_1,charge,3.0,43.8,8.75,7.23,13.030000000000001
28,10.38,12.21,1.83,Battery_1,charge,3.0,50.5,10.1,7.3100000000000005,13.110000000000001
29,11.31,13.37,2.06,Battery_1,charge,3.0,57.2,11.45,8.469999999999999,14.27
30,7.74,9.89,2.15,Battery_1,charge,3.0,64.0,12.8,4.99,10.790000000000001
31,23.47,34.18,10.71,Battery_1,charge,2.63,69.9,13.98,29.28,35.08
32,30.73,28.7,-2.03,Battery_1,charge,3.0,76.7,15.33,23.799999999999997,29.599999999999998
33,44.79,42.23,-2.56,Battery_1,hold,0.0,76.7,15.33,37.33,43.129999999999995
