settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,138.14,139.66,1.52,Battery_1,hold,0.0,10.0,2.0
2,136.29,131.09,-5.2,Battery_1,hold,0.0,10.0,2.0
3,118.14,121.89,3.75,Battery_1,hold,0.0,10.0,2.0
4,107.69,112.39,4.7,Battery_1,hold,0.0,10.0,2.0
5,104.63,94.87,-9.76,Battery_1,charge,3.0,16.8,3.35
6,102.91,96.4,-6.51,Battery_1,charge,3.0,23.5,4.7
7,100.57,101.21,0.64,Battery_1,charge,3.0,30.2,6.05
8,99.79,98.21,-1.58,Battery_1,charge,3.0,37.0,7.4
9,109.23,109.15,-0.08,Battery_1,hold,0.0,37.0,7.4
10,112.98,108.71,-4.27,Battery_1,hold,0.0,37.0,7.4
11,121.89,126.29,4.4,Battery_1,hold,0.0,37.0,7.4
12,130.75,134.64,3.89,Battery_1,discharge,3.0,28.7,5.73
13,122.91,123.24,0.33,Battery_1,hold,0.0,28.7,5.73
14,133.95,139.59,5.64,Battery_1,discharge,3.0,20.3,4.07
15,128.74,131.08,2.34,Battery_1,discharge,0.72,18.3,3.67
16,128.7,124.4,-4.3,Battery_1,hold,0.0,18.3,3.67
17,129.28,131.12,1.84,Battery_1,discharge,3.0,10.0,2.0
18,122.25,117.46,-4.79,Battery_1,hold,0.0,10.0,2.0
19,125.79,130.18,4.39,Battery_1,hold,0.0,10.0,2.0
20,117.42,117.17,-0.25,Battery_1,hold,0.0,10.0,2.0
21,112.52,111.6,-0.92,Battery_1,hold,0.0,10.0,2.0
22,103.33,99.93,-3.4,Battery_1,charge,3.0,16.8,3.35
23,101.34,107.45,6.11,Battery_1,hold,0.0,16.8,3.35
24,94.56,93.79,-0.77,Battery_1,charge,3.0,23.5,4.7
25,94.96,92.82,-2.14,Battery_1,charge,3.0,30.2,6.05
26,94.89,93.13,-1.76,Battery_1,charge,3.0,37.0,7.4
27,93.81,96.47,2.66,Battery_1,charge,3.0,43.8,8.75
28,91.54,93.37,1.83,Battery_1,charge,3.0,50.5,10.1
29,90.18,92.24,2.06,Battery_1,charge,3.0,57.2,11.45
30,88.97,91.12,2.15,Battery_1,charge,3.0,64.0,12.8
31,90.1,100.81,10.71,Battery_1,charge,3.0,70.8,14.15
32,96.48,94.45,-2.03,Battery_1,charge,3.0,77.5,15.5
33,108.4,105.84,-2.56,Battery_1,charge,2.56,83.2,16.65
34,104.89,100.82,-4.07,Battery_1,charge,3.0,90.0,18.0
35,113.83,116.91,3.08,Battery_1,hold,0.0,90.0,18.0
36,127.45,133.09,5.64,Battery_1,hold,0.0,90.0,18.0
