settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,127.43,128.95,1.52,Battery_1,hold,0.0,10.0,2.0
2,127.24,122.04,-5.2,Battery_1,charge,3.0,16.8,3.35
3,127.62,131.37,3.75,Battery_1,hold,0.0,16.8,3.35
4,128.73,133.43,4.7,Battery_1,hold,0.0,16.8,3.35
5,124.23,114.47,-9.76,Battery_1,charge,3.0,23.5,4.7
6,125.82,119.31,-6.51,Battery_1,charge,3.0,30.2,6.05
7,122.59,123.23,0.64,Battery_1,charge,3.0,37.0,7.4
8,125.23,123.65,-1.58,Battery_1,charge,3.0,43.8,8.75
9,126.34,126.26,-0.08,Battery_1,charge,3.0,50.5,10.1
10,125.03,120.76,-4.27,Battery_1,charge,3.0,57.2,11.45
11,137.36,141.76,4.4,Battery_1,hold,0.0,57.2,11.45
12,139.19,143.08,3.89,Battery_1,hold,0.0,57.2,11.45
13,143.78,144.11,0.33,Battery_1,hold,0.0,57.2,11.45
14,157.12,162.76,5.64,Battery_1,discharge,3.0,48.9,9.78
15,134.25,136.59,2.34,Battery_1,hold,0.0,48.9,9.78
16,135.44,131.14,-4.3,Battery_1,hold,0.0,48.9,9.78
17,133.09,134.93,1.84,Battery_1,hold,0.0,48.9,9.78
18,130.75,125.96,-4.79,Battery_1,charge,3.0,55.7,11.13
19,128.16,132.55,4.39,Battery_1,hold,0.0,55.7,11.13
20,129.19,128.94,-0.25,Battery_1,hold,0.0,55.7,11.13
21,135.87,134.95,-0.92,Battery_1,hold,0.0,55.7,11.13
22,139.92,136.52,-3.4,Battery_1,hold,0.0,55.7,11.13
23,139.99,146.1,6.11,Battery_1,hold,0.0,55.7,11.13
24,136.44,135.67,-0.77,Battery_1,hold,0.0,55.7,11.13
25,136.29,134.15,-2.14,Battery_1,hold,0.0,55.7,11.13
26,136.43,134.67,-1.76,Battery_1,hold,0.0,55.7,11.13
27,136.71,139.37,2.66,Battery_1,hold,0.0,55.7,11.13
28,138.46,140.29,1.83,Battery_1,hold,0.0,55.7,11.13
29,138.08,140.14,2.06,Battery_1,hold,0.0,55.7,11.13
30,140.07,142.22,2.15,Battery_1,hold,0.0,55.7,11.13
31,138.14,148.85,10.71,Battery_1,hold,0.0,55.7,11.13
32,138.46,136.43,-2.03,Battery_1,hold,0.0,55.7,11.13
33,136.46,133.9,-2.56,Battery_1,hold,0.0,55.7,11.13
34,133.86,129.79,-4.07,Battery_1,hold,0.0,55.7,11.13
35,140.16,143.24,3.08,Battery_1,hold,0.0,55.7,11.13
36,143.04,148.68,5.64,Battery_1,hold,0.0,55.7,11.13
37,146.09,145.52,-0.57,Battery_1,hold,0.0,55.7,11.13
38,148.69,144.49,-4.2,Battery_1,hold,0.0,55.7,11.13
