settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,117.84,119.36,1.52,Battery_1,hold,0.0,10.0,2.0
2,121.15,115.95,-5.2,Battery_1,hold,0.0,10.0,2.0
3,109.55,113.3,3.75,Battery_1,hold,0.0,10.0,2.0
4,110.67,115.37,4.7,Battery_1,hold,0.0,10.0,2.0
5,110.13,100.37,-9.76,Battery_1,charge,3.0,16.8,3.35
6,110.7,104.19,-6.51,Battery_1,hold,0.0,16.8,3.35
7,112.82,113.46,0.64,Battery_1,hold,0.0,16.8,3.35
8,113.62,112.04,-1.58,Battery_1,hold,0.0,16.8,3.35
9,117.67,117.59,-0.08,Battery_1,hold,0.0,16.8,3.35
10,119.14,114.87,-4.27,Battery_1,hold,0.0,16.8,3.35
11,121.68,126.08,4.4,Battery_1,hold,0.0,16.8,3.35
12,123.4,127.29,3.89,Battery_1,discharge,2.43,10.0,2.0
13,112.18,112.51,0.33,Battery_1,hold,0.0,10.0,2.0
14,114.59,120.23,5.64,Battery_1,hold,0.0,10.0,2.0
15,75.72,78.06,2.34,Battery_1,hold,0.0,10.0,2.0
16,80.82,76.52,-4.3,Battery_1,hold,0.0,10.0,2.0
17,53.75,55.59,1.84,Battery_1,hold,0.0,10.0,2.0
18,50.36,45.57,-4.79,Battery_1,hold,0.0,10.0,2.0
19,14.78,19.17,4.39,Battery_1,hold,0.0,10.0,2.0
20,3.01,2.76,-0.25,Battery_1,charge,3.0,16.8,3.35
21,-1.08,-2.0,-0.92,Battery_1,charge,3.0,23.5,4.7
22,-3.56,-6.96,-3.4,Battery_1,charge,3.0,30.2,6.05
23,-3.29,2.82,6.11,Battery_1,charge,3.0,37.0,7.4
24,-7.07,-7.84,-0.77,Battery_1,charge,3.0,43.8,8.75
25,-5.34,-7.48,-2.14,Battery_1,charge,3.0,50.5,10.1
26,-6.58,-8.34,-1.76,Battery_1,charge,3.0,57.2,11.45
27,-5.9,-3.24,2.66,Battery_1,charge,3.0,64.0,12.8
28,-7.2,-5.37,1.83,Battery_1,charge,3.0,70.8,14.15
29,-6.91,-4.85,2.06,Battery_1,charge,3.0,77.5,15.5
30,-6.44,-4.29,2.15,Battery_1,charge,3.0,84.2,16.85
31,5.5,16.21,10.71,Battery_1,discharge,0.36,83.2,16.65
32,10.62,8.59,-2.03,Battery_1,charge,3.0,90.0,18.0
33,43.21,40.65,-2.56,Battery_1,hold,0.0,90.0,18.0
34,79.12,75.05,-4.07,Battery_1,hold,0.0,90.0,18.0
35,117.46,120.54,3.08,Battery_1,hold,0.0,90.0,18.0
36,124.7,130.34,5.64,Battery_1,hold,0.0,90.0,18.0
37,135.47,134.9,-0.57,Battery_1,discharge,1.8,85.0,17.0
38,147.92,143.72,-4.2,Battery_1,discharge,3.0,76.7,15.33
39,158.35,154.23,-4.12,Battery_1,discharge,3.0,68.3,13.67
40,162.94,166.19,3.25,Battery_1,discharge,3.0,60.0,12.0
41,160.53,164.25,3.72,Battery_1,discharge,3.0,51.7,10.33
42,158.3,161.02,2.72,Battery_1,discharge,3.0,43.3,8.67
43,153.1,149.77,-3.33,Battery_1,discharge,3.0,35.0,7.0
44,151.98,153.14,1.16,Battery_1,discharge,3.0,26.7,5.33
45,148.16,148.74,0.58,Battery_1,discharge,3.0,18.3,3.67
46,137.44,138.53,1.09,Battery_1,discharge,3.0,10.0,2.0
47,123.38,127.74,4.36,Battery_1,hold,0.0,10.0,2.0
48,126.19,127.31,1.12,Battery_1,hold,0.0,10.0,2.0
1,117.84,119.36,1.52,Battery_2,hold,0.0,10.0,10.0
2,121.15,115.95,-5.2,Battery_2,hold,0.0,10.0,10.0
3,109.55,113.3,3.75,Battery_2,hold,0.0,10.0,10.0
4,110.67,115.37,4.7,Battery_2,hold,0.0,10.0,10.0
5,110.13,100.37,-9.76,Battery_2,charge,5.0,12.2,12.25
6,110.7,104.19,-6.51,Battery_2,hold,0.0,12.2,12.25
7,112.82,113.46,0.64,Battery_2,hold,0.0,12.2,12.25
8,113.62,112.04,-1.58,Battery_2,hold,0.0,12.2,12.25
9,117.67,117.59,-0.08,Battery_2,hold,0.0,12.2,12.25
10,119.14,114.87,-4.27,Battery_2,hold,0.0,12.2,12.25
11,121.68,126.08,4.4,Battery_2,hold,0.0,12.2,12.25
12,123.4,127.29,3.89,Battery_2,discharge,4.05,10.0,10.0
13,112.18,112.51,0.33,Battery_2,hold,0.0,10.0,10.0
14,114.59,120.23,5.64,Battery_2,hold,0.0,10.0,10.0
15,75.72,78.06,2.34,Battery_2,hold,0.0,10.0,10.0
16,80.82,76.52,-4.3,Battery_2,hold,0.0,10.0,10.0
17,53.75,55.59,1.84,Battery_2,charge,5.0,12.2,12.25
18,50.36,45.57,-4.79,Battery_2,charge,5.0,14.5,14.5
19,14.78,19.17,4.39,Battery_2,charge,5.0,16.8,16.75
20,3.01,2.76,-0.25,Battery_2,charge,5.0,19.0,19.0
21,-1.08,-2.0,-0.92,Battery_2,charge,5.0,21.2,21.25
22,-3.56,-6.96,-3.4,Battery_2,charge,5.0,23.5,23.5
23,-3.29,2.82,6.11,Battery_2,charge,5.0,25.8,25.75
24,-7.07,-7.84,-0.77,Battery_2,charge,5.0,28.0,28.0
25,-5.34,-7.48,-2.14,Battery_2,charge,5.0,30.2,30.25
26,-6.58,-8.34,-1.76,Battery_2,charge,5.0,32.5,32.5
27,-5.9,-3.24,2.66,Battery_2,charge,5.0,34.8,34.75
28,-7.2,-5.37,1.83,Battery_2,charge,5.0,37.0,37.0
29,-6.91,-4.85,2.06,Battery_2,charge,5.0,39.2,39.25
30,-6.44,-4.29,2.15,Battery_2,charge,5.0,41.5,41.5
31,5.5,16.21,10.71,Battery_2,charge,5.0,43.8,43.75
32,10.62,8.59,-2.03,Battery_2,charge,5.0,46.0,46.0
33,43.21,40.65,-2.56,Battery_2,charge,5.0,48.2,48.25
34,79.12,75.05,-4.07,Battery_2,charge,1.42,48.9,48.89
35,117.46,120.54,3.08,Battery_2,discharge,5.0,46.1,46.11
36,124.7,130.34,5.64,Battery_2,discharge,5.0,43.3,43.33
37,135.47,134.9,-0.57,Battery_2,discharge,5.0,40.6,40.56
38,147.92,143.72,-4.2,Battery_2,discharge,5.0,37.8,37.78
39,158.35,154.23,-4.12,Battery_2,discharge,5.0,35.0,35.0
