settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,106.85,108.37,1.52,Battery_1,hold,0.0,10.0,2.0
2,107.78,102.58,-5.2,Battery_1,charge,3.0,16.8,3.35
3,104.73,108.48,3.75,Battery_1,hold,0.0,16.8,3.35
4,104.03,108.73,4.7,Battery_1,hold,0.0,16.8,3.35
5,104.25,94.49,-9.76,Battery_1,charge,3.0,23.5,4.7
6,104.04,97.53,-6.51,Battery_1,charge,3.0,30.2,6.05
7,104.38,105.02,0.64,Battery_1,charge,3.0,37.0,7.4
8,103.15,101.57,-1.58,Battery_1,charge,3.0,43.8,8.75
9,108.32,108.24,-0.08,Battery_1,hold,0.0,43.8,8.75
10,105.85,101.58,-4.27,Battery_1,charge,3.0,50.5,10.1
11,105.5,109.9,4.4,Battery_1,hold,0.0,50.5,10.1
12,109.46,113.35,3.89,Battery_1,hold,0.0,50.5,10.1
13,120.79,121.12,0.33,Battery_1,hold,0.0,50.5,10.1
14,125.58,131.22,5.64,Battery_1,discharge,3.0,42.2,8.43
15,122.91,125.25,2.34,Battery_1,hold,0.0,42.2,8.43
16,122.46,118.16,-4.3,Battery_1,hold,0.0,42.2,8.43
17,125.27,127.11,1.84,Battery_1,hold,0.0,42.2,8.43
18,124.23,119.44,-4.79,Battery_1,hold,0.0,42.2,8.43
19,115.54,119.93,4.39,Battery_1,hold,0.0,42.2,8.43
20,116.17,115.92,-0.25,Battery_1,hold,0.0,42.2,8.43
21,116.93,116.01,-0.92,Battery_1,hold,0.0,42.2,8.43
22,112.28,108.88,-3.4,Battery_1,hold,0.0,42.2,8.43
23,97.33,103.44,6.11,Battery_1,charge,3.0,48.9,9.78
24,99.9,99.13,-0.77,Battery_1,charge,3.0,55.7,11.13
25,97.99,95.85,-2.14,Battery_1,charge,3.0,62.4,12.48
26,99.5,97.74,-1.76,Battery_1,charge,3.0,69.2,13.83
27,102.16,104.82,2.66,Battery_1,charge,3.0,75.9,15.18
28,100.95,102.78,1.83,Battery_1,charge,3.0,82.7,16.53
29,101.46,103.52,2.06,Battery_1,charge,3.0,89.4,17.88
30,104.16,106.31,2.15,Battery_1,hold,0.0,89.4,17.88
31,112.69,123.4,10.71,Battery_1,hold,0.0,89.4,17.88
32,115.79,113.76,-2.03,Battery_1,hold,0.0,89.4,17.88
33,114.11,111.55,-2.56,Battery_1,hold,0.0,89.4,17.88
34,114.25,110.18,-4.07,Battery_1,hold,0.0,89.4,17.88
35,114.01,117.09,3.08,Battery_1,hold,0.0,89.4,17.88
36,127.54,133.18,5.64,Battery_1,discharge,3.0,81.1,16.22
37,131.65,131.08,-0.57,Battery_1,discharge,1.59,76.7,15.33
38,151.31,147.11,-4.2,Battery_1,discharge,3.0,68.3,13.67
39,144.81,140.69,-4.12,Battery_1,discharge,3.0,60.0,12.0
40,143.01,146.26,3.25,Battery_1,discharge,3.0,51.7,10.33
41,147.71,151.43,3.72,Battery_1,discharge,3.0,43.3,8.67
42,147.2,149.92,2.72,Battery_1,discharge,3.0,35.0,7.0
43,151.52,148.19,-3.33,Battery_1,discharge,3.0,26.7,5.33
44,146.71,147.87,1.16,Battery_1,discharge,3.0,18.3,3.67
45,132.71,133.29,0.58,Battery_1,discharge,3.0,10.0,2.0
46,127.58,128.67,1.09,Battery_1,hold,0.0,10.0,2.0
47,125.84,130.2,4.36,Battery_1,hold,0.0,10.0,2.0
48,116.36,117.48,1.12,Battery_1,hold,0.0,10.0,2.0
1,106.85,108.37,1.52,Battery_2,hold,0.0,10.0,10.0
2,107.78,102.58,-5.2,Battery_2,charge,5.0,12.2,12.25
3,104.73,108.48,3.75,Battery_2,hold,0.0,12.2,12.25
4,104.03,108.73,4.7,Battery_2,hold,0.0,12.2,12.25
5,104.25,94.49,-9.76,Battery_2,charge,5.0,14.5,14.5
6,104.04,97.53,-6.51,Battery_2,charge,5.0,16.8,16.75
7,104.38,105.02,0.64,Battery_2,charge,5.0,19.0,19.0
8,103.15,101.57,-1.58,Battery_2,charge,5.0,21.2,21.25
9,108.32,108.24,-0.08,Battery_2,hold,0.0,21.2,21.25
10,105.85,101.58,-4.27,Battery_2,charge,5.0,23.5,23.5
11,105.5,109.9,4.4,Battery_2,hold,0.0,23.5,23.5
12,109.46,113.35,3.89,Battery_2,hold,0.0,23.5,23.5
13,120.79,121.12,0.33,Battery_2,hold,0.0,23.5,23.5
14,125.58,131.22,5.64,Battery_2,discharge,5.0,20.7,20.72
15,122.91,125.25,2.34,Battery_2,hold,0.0,20.7,20.72
16,122.46,118.16,-4.3,Battery_2,hold,0.0,20.7,20.72
17,125.27,127.11,1.84,Battery_2,hold,0.0,20.7,20.72
18,124.23,119.44,-4.79,Battery_2,hold,0.0,20.7,20.72
19,115.54,119.93,4.39,Battery_2,hold,0.0,20.7,20.72
20,116.17,115.92,-0.25,Battery_2,hold,0.0,20.7,20.72
21,116.93,116.01,-0.92,Battery_2,hold,0.0,20.7,20.72
22,112.28,108.88,-3.4,Battery_2,hold,0.0,20.7,20.72
23,97.33,103.44,6.11,Battery_2,charge,5.0,23.0,22.97
24,99.9,99.13,-0.77,Battery_2,charge,5.0,25.2,25.22
25,97.99,95.85,-2.14,Battery_2,charge,5.0,27.5,27.47
26,99.5,97.74,-1.76,Battery_2,charge,5.0,29.7,29.72
27,102.16,104.82,2.66,Battery_2,charge,5.0,32.0,31.97
28,100.95,102.78,1.83,Battery_2,charge,5.0,34.2,34.22
29,101.46,103.52,2.06,Battery_2,charge,5.0,36.5,36.47
30,104.16,106.31,2.15,Battery_2,hold,0.0,36.5,36.47
31,112.69,123.4,10.71,Battery_2,hold,0.0,36.5,36.47
32,115.79,113.76,-2.03,Battery_2,hold,0.0,36.5,36.47
33,114.11,111.55,-2.56,Battery_2,hold,0.0,36.5,36.47
