settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh,id_price_discharge,id_price_charge
1,151.38,152.9,1.52,Battery_1,hold,0.0,10.0,2.0,148.0,153.8
2,152.96,147.76,-5.2,Battery_1,hold,0.0,10.0,2.0,142.85999999999999,148.66
3,146.34,150.09,3.75,Battery_1,hold,0.0,10.0,2.0,145.19,150.99
4,145.09,149.79,4.7,Battery_1,hold,0.0,10.0,2.0,144.89,150.69
5,141.82,132.06,-9.76,Battery_1,charge,3.0,16.8,3.35,127.16,132.96
6,144.96,138.45,-6.51,Battery_1,charge,3.0,23.5,4.7,133.54999999999998,139.35
7,140.78,141.42,0.64,Battery_1,charge,1.41,26.7,5.33,136.51999999999998,142.32
8,146.27,144.69,-1.58,Battery_1,hold,0.0,26.7,5.33,139.79,145.59
9,141.84,141.76,-0.08,Battery_1,hold,0.0,26.7,5.33,136.85999999999999,142.66
10,145.83,141.56,-4.27,Battery_1,hold,0.0,26.7,5.33,136.66,142.46
11,151.39,155.79,4.4,Battery_1,hold,0.0,26.7,5.33,150.89,156.69
12,151.8,155.69,3.89,Battery_1,hold,0.0,26.7,5.33,150.79,156.59
13,169.17,169.5,0.33,Battery_1,hold,0.0,26.7,5.33,164.6,170.4
14,170.25,175.89,5.64,Battery_1,hold,0.0,26.7,5.33,170.98999999999998,176.79
15,183.91,186.25,2.34,Battery_1,discharge,3.0,18.3,3.67,181.35,187.15
16,194.97,190.67,-4.3,Battery_1,discharge,3.0,10.0,2.0,185.76999999999998,191.57
17,170.12,171.96,1.84,Battery_1,hold,0.0,10.0,2.0,167.06,172.86
18,158.97,154.18,-4.79,Battery_1,hold,0.0,10.0,2.0,149.28,155.08
19,135.74,140.13,4.39,Battery_1,hold,0.0,10.0,2.0,135.23,141.03
20,127.05,126.8,-0.25,Battery_1,charge,3.0,16.8,3.35,121.89999999999999,127.7
21,127.9,126.98,-0.92,Battery_1,charge,3.0,23.5,4.7,122.08,127.88000000000001
22,131.92,128.52,-3.4,Battery_1,charge,3.0,30.2,6.05,123.62,129.42000000000002
23,139.34,145.45,6.11,Battery_1,hold,0.0,30.2,6.05,140.54999999999998,146.35
24,130.46,129.69,-0.77,Battery_1,charge,3.0,37.0,7.4,124.78999999999999,130.59
25,128.4,126.26,-2.14,Battery_1,charge,3.0,43.8,8.75,121.36,127.16000000000001
26,132.54,130.78,-1.76,Battery_1,charge,3.0,50.5,10.1,125.88,131.68
27,132.01,134.67,2.66,Battery_1,hold,0.0,50.5,10.1,129.76999999999998,135.57
28,130.18,132.01,1.83,Battery_1,charge,2.63,56.4,11.28,127.10999999999999,132.91
29,125.9,127.96,2.06,Battery_1,charge,3.0,63.2,12.63,123.05999999999999,128.85999999999999
30,127.58,129.73,2.15,Battery_1,charge,3.0,69.9,13.98,124.82999999999998,130.63
31,127.87,138.58,10.71,Battery_1,hold,0.0,69.9,13.98,133.68,139.48000000000002
32,132.21,130.18,-2.03,Battery_1,charge,3.0,76.7,15.33,125.28,131.08
33,150.68,148.12,-2.56,Battery_1,hold,0.0,76.7,15.33,143.22,149.02
34,155.57,151.5,-4.07,Battery_1,hold,0.0,76.7,15.33,146.6,152.4
35,190.1,193.18,3.08,Battery_1,discharge,3.0,68.3,13.67,188.28,194.08
36,190.16,195.8,5.64,Battery_1,discharge,3.0,60.0,12.0,190.9,196.70000000000002
37,186.37,185.8,-0.57,Battery_1,discharge,3.0,51.7,10.33,180.9,186.70000000000002
38,191.43,187.23,-4.2,Battery_1,discharge,3.0,43.3,8.67,182.32999999999998,188.13
39,185.7,181.58,-4.12,Battery_1,discharge,3.0,35.0,7.0,176.68,182.48000000000002
40,189.89,193.14,3.25,Battery_1,discharge,3.0,26.7,5.33,188.23999999999998,194.04
41,182.64,186.36,3.72,Battery_1,discharge,3.0,18.3,3.67,181.46,187.26000000000002
42,175.96,178.68,2.72,Battery_1,discharge,3.0,10.0,2.0,173.78,179.58
43,164.0,160.67,-3.33,Battery_1,hold,0.0,10.0,2.0,155.76999999999998,161.57
44,157.0,158.16,1.16,Battery_1,hold,0.0,10.0,2.0,153.26,159.06
45,152.26,152.84,0.58,Battery_1,hold,0.0,10.0,2.0,147.94,153.74
46,158.03,159.12,1.09,Battery_1,hold,0.0,10.0,2.0,154.22,160.02
47,153.75,158.11,4.36,Battery_1,hold,0.0,10.0,2.0,153.21,159.01000000000002
48,155.2,156.32,1.12,Battery_1,hold,0.0,10.0,2.0,151.42,157.22
1,151.38,152.9,1.52,Battery_2,hold,0.0,10.0,10.0,148.0,153.8
2,152.96,147.76,-5.2,Battery_2,hold,0.0,10.0,10.0,142.85999999999999,148.66
3,146.34,150.09,3.75,Battery_2,hold,0.0,10.0,10.0,145.19,150.99
4,145.09,149.79,4.7,Battery_2,hold,0.0,10.0,10.0,144.89,150.69
5,141.82,132.06,-9.76,Battery_2,charge,5.0,12.2,12.25,127.16,132.96
6,144.96,138.45,-6.51,Battery_2,charge,5.0,14.5,14.5,133.54999999999998,139.35
7,140.78,141.42,0.64,Battery_2,charge,2.35,15.6,15.56,136.51999999999998,142.32
8,146.27,144.69,-1.58,Battery_2,hold,0.0,15.6,15.56,139.79,145.59
9,141.84,141.76,-0.08,Battery_2,hold,0.0,15.6,15.56,136.85999999999999,142.66
10,145.83,141.56,-4.27,Battery_2,hold,0.0,15.6,15.56,136.66,142.46
11,151.39,155.79,4.4,Battery_2,hold,0.0,15.6,15.56,150.89,156.69
12,151.8,155.69,3.89,Battery_2,hold,0.0,15.6,15.56,150.79,156.59
