settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,106.67,108.19,1.52,Battery_1,hold,0.0,10.0,2.0
2,112.4,107.2,-5.2,Battery_1,hold,0.0,10.0,2.0
3,96.31,100.06,3.75,Battery_1,hold,0.0,10.0,2.0
4,94.16,98.86,4.7,Battery_1,hold,0.0,10.0,2.0
5,93.01,83.25,-9.76,Battery_1,charge,3.0,16.8,3.35
6,92.92,86.41,-6.51,Battery_1,charge,3.0,23.5,4.7
7,88.9,89.54,0.64,Battery_1,charge,3.0,30.2,6.05
8,88.66,87.08,-1.58,Battery_1,charge,3.0,37.0,7.4
9,90.28,90.2,-0.08,Battery_1,charge,3.0,43.8,8.75
10,91.03,86.76,-4.27,Battery_1,charge,3.0,50.5,10.1
11,101.49,105.89,4.4,Battery_1,hold,0.0,50.5,10.1
12,99.46,103.35,3.89,Battery_1,hold,0.0,50.5,10.1
13,95.26,95.59,0.33,Battery_1,hold,0.0,50.5,10.1
14,103.49,109.13,5.64,Battery_1,hold,0.0,50.5,10.1
15,112.65,114.99,2.34,Battery_1,discharge,1.65,45.9,9.18
16,119.1,114.8,-4.3,Battery_1,hold,0.0,45.9,9.18
17,117.1,118.94,1.84,Battery_1,discharge,3.0,37.6,7.52
18,110.37,105.58,-4.79,Battery_1,hold,0.0,37.6,7.52
19,116.97,121.36,4.39,Battery_1,discharge,3.0,29.2,5.85
20,110.46,110.21,-0.25,Battery_1,hold,0.0,29.2,5.85
21,103.16,102.24,-0.92,Battery_1,hold,0.0,29.2,5.85
22,101.45,98.05,-3.4,Battery_1,hold,0.0,29.2,5.85
23,96.37,102.48,6.11,Battery_1,hold,0.0,29.2,5.85
24,93.0,92.23,-0.77,Battery_1,charge,3.0,36.0,7.2
25,94.17,92.03,-2.14,Battery_1,charge,3.0,42.8,8.55
26,93.88,92.12,-1.76,Battery_1,charge,3.0,49.5,9.9
27,88.76,91.42,2.66,Battery_1,charge,3.0,56.2,11.25
28,86.69,88.52,1.83,Battery_1,charge,3.0,63.0,12.6
29,84.71,86.77,2.06,Battery_1,charge,3.0,69.8,13.95
30,80.1,82.25,2.15,Battery_1,charge,3.0,76.5,15.3
31,86.31,97.02,10.71,Battery_1,hold,0.0,76.5,15.3
32,91.03,89.0,-2.03,Battery_1,charge,3.0,83.2,16.65
33,92.03,89.47,-2.56,Battery_1,charge,3.0,90.0,18.0
34,101.73,97.66,-4.07,Battery_1,hold,0.0,90.0,18.0
35,113.15,116.23,3.08,Battery_1,hold,0.0,90.0,18.0
36,119.75,125.39,5.64,Battery_1,discharge,3.0,81.7,16.33
37,139.83,139.26,-0.57,Battery_1,discharge,3.0,73.3,14.67
38,143.46,139.26,-4.2,Battery_1,discharge,3.0,65.0,13.0
39,149.87,145.75,-4.12,Battery_1,discharge,3.0,56.7,11.33
40,151.26,154.51,3.25,Battery_1,discharge,3.0,48.3,9.67
41,151.78,155.5,3.72,Battery_1,discharge,3.0,40.0,8.0
42,153.09,155.81,2.72,Battery_1,discharge,3.0,31.7,6.33
43,140.35,137.02,-3.33,Battery_1,discharge,3.0,23.3,4.67
44,134.09,135.25,1.16,Battery_1,discharge,3.0,15.0,3.0
45,121.62,122.2,0.58,Battery_1,hold,0.0,15.0,3.0
46,118.04,119.13,1.09,Battery_1,hold,0.0,15.0,3.0
47,120.89,125.25,4.36,Battery_1,discharge,1.8,10.0,2.0
48,113.37,114.49,1.12,Battery_1,hold,0.0,10.0,2.0
1,106.67,108.19,1.52,Battery_2,hold,0.0,10.0,10.0
