settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,120.48,122.0,1.52,Battery_1,hold,0.0,10.0,2.0
2,115.57,110.37,-5.2,Battery_1,hold,0.0,10.0,2.0
3,116.54,120.29,3.75,Battery_1,hold,0.0,10.0,2.0
4,114.66,119.36,4.7,Battery_1,hold,0.0,10.0,2.0
5,108.31,98.55,-9.76,Battery_1,hold,0.0,10.0,2.0
6,103.61,97.1,-6.51,Battery_1,hold,0.0,10.0,2.0
7,106.06,106.7,0.64,Battery_1,hold,0.0,10.0,2.0
8,102.83,101.25,-1.58,Battery_1,hold,0.0,10.0,2.0
9,105.16,105.08,-0.08,Battery_1,hold,0.0,10.0,2.0
10,104.9,100.63,-4.27,Battery_1,hold,0.0,10.0,2.0
11,98.66,103.06,4.4,Battery_1,hold,0.0,10.0,2.0
12,101.35,105.24,3.89,Battery_1,hold,0.0,10.0,2.0
13,106.3,106.63,0.33,Battery_1,hold,0.0,10.0,2.0
14,109.9,115.54,5.64,Battery_1,hold,0.0,10.0,2.0
15,113.03,115.37,2.34,Battery_1,hold,0.0,10.0,2.0
16,113.76,109.46,-4.3,Battery_1,hold,0.0,10.0,2.0
17,97.26,99.1,1.84,Battery_1,hold,0.0,10.0,2.0
18,101.42,96.63,-4.79,Battery_1,hold,0.0,10.0,2.0
19,93.84,98.23,4.39,Battery_1,hold,0.0,10.0,2.0
20,97.54,97.29,-0.25,Battery_1,hold,0.0,10.0,2.0
21,86.44,85.52,-0.92,Battery_1,charge,3.0,16.8,3.35
22,84.86,81.46,-3.4,Battery_1,charge,3.0,23.5,4.7
23,87.2,93.31,6.11,Battery_1,charge,3.0,30.2,6.05
24,85.56,84.79,-0.77,Battery_1,charge,3.0,37.0,7.4
25,85.73,83.59,-2.14,Battery_1,charge,3.0,43.8,8.75
26,84.23,82.47,-1.76,Battery_1,charge,3.0,50.5,10.1
27,86.33,88.99,2.66,Battery_1,charge,3.0,57.2,11.45
28,85.04,86.87,1.83,Battery_1,charge,3.0,64.0,12.8
29,93.17,95.23,2.06,Battery_1,charge,2.56,69.8,13.95
30,92.78,94.93,2.15,Battery_1,charge,3.0,76.5,15.3
31,92.31,103.02,10.71,Battery_1,hold,0.0,76.5,15.3
32,93.08,91.05,-2.03,Battery_1,charge,3.0,83.2,16.65
33,93.98,91.42,-2.56,Battery_1,charge,3.0,90.0,18.0
34,115.77,111.7,-4.07,Battery_1,hold,0.0,90.0,18.0
35,117.65,120.73,3.08,Battery_1,hold,0.0,90.0,18.0
