settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,98.53,100.05,1.52,Battery_1,hold,0.0,10.0,2.0
2,98.29,93.09,-5.2,Battery_1,charge,3.0,16.8,3.35
3,109.58,113.33,3.75,Battery_1,hold,0.0,16.8,3.35
4,107.47,112.17,4.7,Battery_1,hold,0.0,16.8,3.35
5,105.28,95.52,-9.76,Battery_1,hold,0.0,16.8,3.35
6,111.36,104.85,-6.51,Battery_1,hold,0.0,16.8,3.35
7,108.12,108.76,0.64,Battery_1,hold,0.0,16.8,3.35
8,111.2,109.62,-1.58,Battery_1,hold,0.0,16.8,3.35
9,108.77,108.69,-0.08,Battery_1,hold,0.0,16.8,3.35
10,106.86,102.59,-4.27,Battery_1,hold,0.0,16.8,3.35
11,111.89,116.29,4.4,Battery_1,hold,0.0,16.8,3.35
12,101.65,105.54,3.89,Battery_1,hold,0.0,16.8,3.35
13,111.69,112.02,0.33,Battery_1,hold,0.0,16.8,3.35
14,105.85,111.49,5.64,Battery_1,hold,0.0,16.8,3.35
15,110.17,112.51,2.34,Battery_1,hold,0.0,16.8,3.35
16,108.44,104.14,-4.3,Battery_1,hold,0.0,16.8,3.35
17,110.04,111.88,1.84,Battery_1,hold,0.0,16.8,3.35
18,103.41,98.62,-4.79,Battery_1,hold,0.0,16.8,3.35
19,93.86,98.25,4.39,Battery_1,hold,0.0,16.8,3.35
20,99.34,99.09,-0.25,Battery_1,hold,0.0,16.8,3.35
21,102.38,101.46,-0.92,Battery_1,hold,0.0,16.8,3.35
22,97.48,94.08,-3.4,Battery_1,charge,3.0,23.5,4.7
23,94.16,100.27,6.11,Battery_1,hold,0.0,23.5,4.7
24,92.37,91.6,-0.77,Battery_1,charge,3.0,30.2,6.05
25,91.56,89.42,-2.14,Battery_1,charge,3.0,37.0,7.4
26,97.02,95.26,-1.76,Battery_1,charge,0.52,38.2,7.63
27,96.74,99.4,2.66,Battery_1,hold,0.0,38.2,7.63
28,88.25,90.08,1.83,Battery_1,charge,3.0,44.9,8.98
29,90.58,92.64,2.06,Battery_1,charge,3.0,51.7,10.33
30,94.71,96.86,2.15,Battery_1,hold,0.0,51.7,10.33
31,92.63,103.34,10.71,Battery_1,hold,0.0,51.7,10.33
32,106.93,104.9,-2.03,Battery_1,hold,0.0,51.7,10.33
33,108.22,105.66,-2.56,Battery_1,hold,0.0,51.7,10.33
34,112.42,108.35,-4.07,Battery_1,hold,0.0,51.7,10.33
35,111.03,114.11,3.08,Battery_1,hold,0.0,51.7,10.33
36,106.63,112.27,5.64,Battery_1,hold,0.0,51.7,10.33
37,115.27,114.7,-0.57,Battery_1,hold,0.0,51.7,10.33
38,114.67,110.47,-4.2,Battery_1,hold,0.0,51.7,10.33
39,120.69,116.57,-4.12,Battery_1,hold,0.0,51.7,10.33
40,121.3,124.55,3.25,Battery_1,discharge,3.0,43.3,8.67
41,118.52,122.24,3.72,Battery_1,discharge,3.0,35.0,7.0
42,118.07,120.79,2.72,Battery_1,discharge,3.0,26.7,5.33
43,121.37,118.04,-3.33,Battery_1,discharge,3.0,18.3,3.67
44,115.67,116.83,1.16,Battery_1,hold,0.0,18.3,3.67
45,120.82,121.4,0.58,Battery_1,discharge,3.0,10.0,2.0
46,116.48,117.57,1.09,Battery_1,hold,0.0,10.0,2.0
47,107.68,112.04,4.36,Battery_1,hold,0.0,10.0,2.0
48,106.56,107.68,1.12,Battery_1,hold,0.0,10.0,2.0
1,98.53,100.05,1.52,Battery_2,hold,0.0,10.0,10.0
2,98.29,93.09,-5.2,Battery_2,charge,5.0,12.2,12.25
3,109.58,113.33,3.75,Battery_2,hold,0.0,12.2,12.25
4,107.47,112.17,4.7,Battery_2,hold,0.0,12.2,12.25
5,105.28,95.52,-9.76,Battery_2,hold,0.0,12.2,12.25
6,111.36,104.85,-6.51,Battery_2,hold,0.0,12.2,12.25
7,108.12,108.76,0.64,Battery_2,hold,0.0,12.2,12.25
8,111.2,109.62,-1.58,Battery_2,hold,0.0,12.2,12.25
9,108.77,108.69,-0.08,Battery_2,hold,0.0,12.2,12.25
