settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh,id_price_discharge,id_price_charge
1,181.44,182.96,1.52,Battery_1,hold,0.0,10.0,2.0,178.06,183.86
2,179.22,174.02,-5.2,Battery_1,hold,0.0,10.0,2.0,169.12,174.92000000000002
3,166.28,170.03,3.75,Battery_1,hold,0.0,10.0,2.0,165.13,170.93
4,168.97,173.67,4.7,Battery_1,hold,0.0,10.0,2.0,168.76999999999998,174.57
5,181.17,171.41,-9.76,Battery_1,hold,0.0,10.0,2.0,166.51,172.31
6,168.39,161.88,-6.51,Battery_1,hold,0.0,10.0,2.0,156.98,162.78
7,165.93,166.57,0.64,Battery_1,hold,0.0,10.0,2.0,161.67,167.47
8,152.33,150.75,-1.58,Battery_1,hold,0.0,10.0,2.0,145.85,151.65
9,171.23,171.15,-0.08,Battery_1,hold,0.0,10.0,2.0,166.25,172.05
10,160.25,155.98,-4.27,Battery_1,hold,0.0,10.0,2.0,151.07999999999998,156.88
11,153.22,157.62,4.4,Battery_1,hold,0.0,10.0,2.0,152.72,158.52
12,161.91,165.8,3.89,Battery_1,hold,0.0,10.0,2.0,160.9,166.70000000000002
13,167.38,167.71,0.33,Battery_1,hold,0.0,10.0,2.0,162.81,168.61
14,170.91,176.55,5.64,Battery_1,hold,0.0,10.0,2.0,171.65,177.45000000000002
15,168.58,170.92,2.34,Battery_1,hold,0.0,10.0,2.0,166.01999999999998,171.82
16,182.13,177.83,-4.3,Battery_1,hold,0.0,10.0,2.0,172.93,178.73000000000002
17,154.43,156.27,1.84,Battery_1,hold,0.0,10.0,2.0,151.37,157.17000000000002
18,143.48,138.69,-4.79,Battery_1,hold,0.0,10.0,2.0,133.79,139.59
19,123.89,128.28,4.39,Battery_1,charge,2.56,15.8,3.15,123.38,129.18
20,105.96,105.71,-0.25,Battery_1,charge,3.0,22.5,4.5,100.80999999999999,106.61
21,75.73,74.81,-0.92,Battery_1,charge,3.0,29.2,5.85,69.91,75.71000000000001
22,60.18,56.78,-3.4,Battery_1,charge,3.0,36.0,7.2,51.88,57.68
23,46.33,52.44,6.11,Battery_1,charge,3.0,42.8,8.55,47.54,53.339999999999996
24,49.12,48.35,-0.77,Battery_1,charge,3.0,49.5,9.9,43.45,49.25
25,50.47,48.33,-2.14,Battery_1,charge,3.0,56.2,11.25,43.43,49.23
26,64.15,62.39,-1.76,Battery_1,charge,3.0,63.0,12.6,57.49,63.29
27,78.73,81.39,2.66,Battery_1,charge,3.0,69.8,13.95,76.49,82.29
28,79.15,80.98,1.83,Battery_1,charge,3.0,76.5,15.3,76.08,81.88000000000001
29,87.64,89.7,2.06,Battery_1,charge,3.0,83.2,16.65,84.8,90.60000000000001
30,94.78,96.93,2.15,Battery_1,charge,3.0,90.0,18.0,92.03,97.83000000000001
31,150.13,160.84,10.71,Battery_1,hold,0.0,90.0,18.0,155.94,161.74
32,158.9,156.87,-2.03,Battery_1,hold,0.0,90.0,18.0,151.97,157.77
33,181.81,179.25,-2.56,Battery_1,discharge,3.0,81.7,16.33,174.35,180.15
34,174.67,170.6,-4.07,Battery_1,discharge,1.8,76.7,15.33,165.7,171.5
35,194.58,197.66,3.08,Battery_1,discharge,3.0,68.3,13.67,192.76,198.56
36,201.73,207.37,5.64,Battery_1,discharge,3.0,60.0,12.0,202.47,208.27
37,202.78,202.21,-0.57,Battery_1,discharge,3.0,51.7,10.33,197.31,203.11
38,212.39,208.19,-4.2,Battery_1,discharge,3.0,43.3,8.67,203.29,209.09
39,205.81,201.69,-4.12,Battery_1,discharge,3.0,35.0,7.0,196.79,202.59
40,211.08,214.33,3.25,Battery_1,discharge,3.0,26.7,5.33,209.43,215.23000000000002
41,202.55,206.27,3.72,Battery_1,discharge,3.0,18.3,3.67,201.37,207.17000000000002
42,191.68,194.4,2.72,Battery_1,discharge,3.0,10.0,2.0,189.5,195.3
43,170.56,167.23,-3.33,Battery_1,hold,0.0,10.0,2.0,162.32999999999998,168.13
44,164.7,165.86,1.16,Battery_1,hold,0.0,10.0,2.0,160.96,166.76000000000002
45,156.38,156.96,0.58,Battery_1,hold,0.0,10.0,2.0,152.06,157.86
46,160.11,161.2,1.09,Battery_1,hold,0.0,10.0,2.0,156.29999999999998,162.1
47,144.32,148.68,4.36,Battery_1,hold,0.0,10.0,2.0,143.78,149.58
48,144.63,145.75,1.12,Battery_1,hold,0.0,10.0,2.0,140.85,146.65
1,181.44,182.96,1.52,Battery_2,hold,0.0,10.0,10.0,178.06,183.86
2,179.22,174.02,-5.2,Battery_2,hold,0.0,10.0,10.0,169.12,174.92000000000002
3,166.28,170.03,3.75,Battery_2,hold,0.0,10.0,10.0,165.13,170.93
4,168.97,173.67,4.7,Battery_2,hold,0.0,10.0,10.0,168.76999999999998,174.57
5,181.17,171.41,-9.76,Battery_2,hold,0.0,10.0,10.0,166.51,172.31
6,168.39,161.88,-6.51,Battery_2,hold,0.0,10.0,10.0,156.98,162.78
7,165.93,166.57,0.64,Battery_2,hold,0.0,10.0,10.0,161.67,167.47
8,152.33,150.75,-1.58,Battery_2,hold,0.0,10.0,10.0,145.85,151.65
9,171.23,171.15,-0.08,Battery_2,hold,0.0,10.0,10.0,166.25,172.05
10,160.25,155.98,-4.27,Battery_2,hold,0.0,10.0,10.0,151.07999999999998,156.88
11,153.22,157.62,4.4,Battery_2,hold,0.0,10.0,10.0,152.72,158.52
12,161.91,165.8,3.89,Battery_2,hold,0.0,10.0,10.0,160.9,166.70000000000002
13,167.38,167.71,0.33,Battery_2,hold,0.0,10.0,10.0,162.81,168.61
14,170.91,176.55,5.64,Battery_2,hold,0.0,10.0,10.0,171.65,177.45000000000002
15,168.58,170.92,2.34,Battery_2,hold,0.0,10.0,10.0,166.01999999999998,171.82
16,182.13,177.83,-4.3,Battery_2,hold,0.0,10.0,10.0,172.93,178.73000000000002
17,154.43,156.27,1.84,Battery_2,hold,0.0,10.0,10.0,151.37,157.17000000000002
18,143.48,138.69,-4.79,Battery_2,hold,0.0,10.0,10.0,133.79,139.59
19,123.89,128.28,4.39,Battery_2,charge,5.0,12.2,12.25,123.38,129.18
20,105.96,105.71,-0.25,Battery_2,charge,5.0,14.5,14.5,100.80999999999999,106.61
21,75.73,74.81,-0.92,Battery_2,charge,5.0,16.8,16.75,69.91,75.71000000000001
22,60.18,56.78,-3.4,Battery_2,charge,5.0,19.0,19.0,51.88,57.68
23,46.33,52.44,6.11,Battery_2,charge,5.0,21.2,21.25,47.54,53.339999999999996
24,49.12,48.35,-0.77,Battery_2,charge,5.0,23.5,23.5,43.45,49.25
25,50.47,48.33,-2.14,Battery_2,charge,5.0,25.8,25.75,43.43,49.23
26,64.15,62.39,-1.76,Battery_2,charge,5.0,28.0,28.0,57.49,63.29
27,78.73,81.39,2.66,Battery_2,charge,5.0,30.2,30.25,76.49,82.29
28,79.15,80.98,1.83,Battery_2,charge,5.0,32.5,32.5,76.08,81.88000000000001
29,87.64,89.7,2.06,Battery_2,charge,5.0,34.8,34.75,84.8,90.60000000000001
30,94.78,96.93,2.15,Battery_2,charge,5.0,37.0,37.0,92.03,97.83000000000001
31,150.13,160.84,10.71,Battery_2,hold,0.0,37.0,37.0,155.94,161.74
32,158.9,156.87,-2.03,Battery_2,hold,0.0,37.0,37.0,151.97,157.77
33,181.81,179.25,-2.56,Battery_2,discharge,5.0,34.2,34.22,174.35,180.15
34,174.67,170.6,-4.07,Battery_2,discharge,3.6,32.2,32.22,165.7,171.5
35,194.58,197.66,3.08,Battery_2,discharge,5.0,29.4,29.44,192.76,198.56
36,201.73,207.37,5.64,Battery_2,discharge,5.0,26.7,26.67,202.47,208.27
37,202.78,202.21,-0.57,Battery_2,discharge,5.0,23.9,23.89,197.31,203.11
38,212.39,208.19,-4.2,Battery_2,discharge,5.0,21.1,21.11,203.29,209.09
39,205.81,201.69,-4.12,Battery_2,discharge,5.0,18.3,18.33,196.79,202.59
40,211.08,214.33,3.25,Battery_2,discharge,5.0,15.6,15.56,209.43,215.23000000000002
41,202.55,206.27,3.72,Battery_2,discharge,5.0,12.8,12.78,201.37,207.17000000000002
42,191.68,194.4,2.72,Battery_2,discharge,5.0,10.0,10.0,189.5,195.3
43,170.56,167.23,-3.33,Battery_2,hold,0.0,10.0,10.0,162.32999999999998,168.13
44,164.7,165.86,1.16,Battery_2,hold,0.0,10.0,10.0,160.96,166.76000000000002
45,156.38,156.96,0.58,Battery_2,hold,0.0,10.0,10.0,152.06,157.86
46,160.11,161.2,1.09,Battery_2,hold,0.0,10.0,10.0,156.29999999999998,162.1
47,144.32,148.68,4.36,Battery_2,hold,0.0,10.0,10.0,143.78,149.58
48,144.63,145.75,1.12,Battery_2,hold,0.0,10.0,10.0,140.85,146.65
1,181.44,182.96,1.52,Battery_3,hold,0.0,10.0,20.0,178.06,183.86
2,179.22,174.02,-5.2,Battery_3,hold,0.0,10.0,20.0,169.12,174.92000000000002
3,166.28,170.03,3.75,Battery_3,hold,0.0,10.0,20.0,165.13,170.93
4,168.97,173.67,4.7,Battery_3,hold,0.0,10.0,20.0,168.76999999999998,174.57
5,181.17,171.41,-9.76,Battery_3,hold,0.0,10.0,20.0,166.51,172.31
6,168.39,161.88,-6.51,Battery_3,hold,0.0,10.0,20.0,156.98,162.78
7,165.93,166.57,0.64,Battery_3,hold,0.0,10.0,20.0,161.67,167.47
8,152.33,150.75,-1.58,Battery_3,hold,0.0,10.0,20.0,145.85,151.65
9,171.23,171.15,-0.08,Battery_3,hold,0.0,10.0,20.0,166.25,172.05
10,160.25,155.98,-4.27,Battery_3,hold,0.0,10.0,20.0,151.07999999999998,156.88
11,153.22,157.62,4.4,Battery_3,hold,0.0,10.0,20.0,152.72,158.52
12,161.91,165.8,3.89,Battery_3,hold,0.0,10.0,20.0,160.9,166.70000000000002
13,167.38,167.71,0.33,Battery_3,hold,0.0,10.0,20.0,162.81,168.61
14,170.91,176.55,5.64,Battery_3,hold,0.0,10.0,20.0,171.65,177.45000000000002
15,168.58,170.92,2.34,Battery_3,hold,0.0,10.0,20.0,166.01999999999998,171.82
16,182.13,177.83,-4.3,Battery_3,hold,0.0,10.0,20.0,172.93,178.73000000000002
