settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,104.05,105.57,1.52,Battery_1,hold,0.0,10.0,2.0
2,104.2,99.0,-5.2,Battery_1,hold,0.0,10.0,2.0
3,112.61,116.36,3.75,Battery_1,hold,0.0,10.0,2.0
4,110.81,115.51,4.7,Battery_1,hold,0.0,10.0,2.0
5,108.38,98.62,-9.76,Battery_1,hold,0.0,10.0,2.0
6,106.19,99.68,-6.51,Battery_1,hold,0.0,10.0,2.0
7,108.16,108.8,0.64,Battery_1,hold,0.0,10.0,2.0
8,113.68,112.1,-1.58,Battery_1,hold,0.0,10.0,2.0
9,106.91,106.83,-0.08,Battery_1,hold,0.0,10.0,2.0
10,104.69,100.42,-4.27,Battery_1,hold,0.0,10.0,2.0
11,102.17,106.57,4.4,Battery_1,hold,0.0,10.0,2.0
12,103.81,107.7,3.89,Battery_1,hold,0.0,10.0,2.0
13,97.46,97.79,0.33,Battery_1,hold,0.0,10.0,2.0
14,95.53,101.17,5.64,Battery_1,hold,0.0,10.0,2.0
15,104.83,107.17,2.34,Battery_1,hold,0.0,10.0,2.0
16,97.52,93.22,-4.3,Battery_1,hold,0.0,10.0,2.0
17,91.65,93.49,1.84,Battery_1,hold,0.0,10.0,2.0
18,88.96,84.17,-4.79,Battery_1,hold,0.0,10.0,2.0
19,91.47,95.86,4.39,Battery_1,hold,0.0,10.0,2.0
20,87.89,87.64,-0.25,Battery_1,hold,0.0,10.0,2.0
21,84.3,83.38,-0.92,Battery_1,charge,2.56,15.8,3.15
22,77.54,74.14,-3.4,Battery_1,charge,3.0,22.5,4.5
23,66.78,72.89,6.11,Battery_1,charge,3.0,29.2,5.85
24,65.14,64.37,-0.77,Battery_1,charge,3.0,36.0,7.2
25,61.77,59.63,-2.14,Battery_1,charge,3.0,42.8,8.55
26,59.74,57.98,-1.76,Battery_1,charge,3.0,49.5,9.9
27,74.08,76.74,2.66,Battery_1,charge,3.0,56.2,11.25
28,72.08,73.91,1.83,Battery_1,charge,3.0,63.0,12.6
29,75.24,77.3,2.06,Battery_1,charge,3.0,69.8,13.95
30,77.72,79.87,2.15,Battery_1,charge,3.0,76.5,15.3
31,80.02,90.73,10.71,Battery_1,hold,0.0,76.5,15.3
32,80.92,78.89,-2.03,Battery_1,charge,3.0,83.2,16.65
33,89.02,86.46,-2.56,Battery_1,hold,0.0,83.2,16.65
34,85.51,81.44,-4.07,Battery_1,charge,3.0,90.0,18.0
35,94.91,97.99,3.08,Battery_1,hold,0.0,90.0,18.0
36,100.86,106.5,5.64,Battery_1,discharge,3.0,81.7,16.33
37,99.46,98.89,-0.57,Battery_1,hold,0.0,81.7,16.33
38,96.63,92.43,-4.2,Battery_1,hold,0.0,81.7,16.33
39,109.06,104.94,-4.12,Battery_1,discharge,1.8,76.7,15.33
40,114.72,117.97,3.25,Battery_1,discharge,3.0,68.3,13.67
41,116.34,120.06,3.72,Battery_1,discharge,3.0,60.0,12.0
42,115.18,117.9,2.72,Battery_1,discharge,3.0,51.7,10.33
43,115.71,112.38,-3.33,Battery_1,discharge,3.0,43.3,8.67
44,110.83,111.99,1.16,Battery_1,discharge,3.0,35.0,7.0
45,110.23,110.81,0.58,Battery_1,discharge,3.0,26.7,5.33
46,107.57,108.66,1.09,Battery_1,discharge,3.0,18.3,3.67
47,105.05,109.41,4.36,Battery_1,discharge,3.0,10.0,2.0
48,101.44,102.56,1.12,Battery_1,hold,0.0,10.0,2.0
1,104.05,105.57,1.52,Battery_2,hold,0.0,10.0,10.0
2,104.2,99.0,-5.2,Battery_2,hold,0.0,10.0,10.0
3,112.61,116.36,3.75,Battery_2,hold,0.0,10.0,10.0
4,110.81,115.51,4.7,Battery_2,hold,0.0,10.0,10.0
5,108.38,98.62,-9.76,Battery_2,hold,0.0,10.0,10.0
6,106.19,99.68,-6.51,Battery_2,hold,0.0,10.0,10.0
7,108.16,108.8,0.64,Battery_2,hold,0.0,10.0,10.0
8,113.68,112.1,-1.58,Battery_2,hold,0.0,10.0,10.0
9,106.91,106.83,-0.08,Battery_2,hold,0.0,10.0,10.0
10,104.69,100.42,-4.27,Battery_2,hold,0.0,10.0,10.0
11,102.17,106.57,4.4,Battery_2,hold,0.0,10.0,10.0
12,103.81,107.7,3.89,Battery_2,hold,0.0,10.0,10.0
13,97.46,97.79,0.33,Battery_2,hold,0.0,10.0,10.0
14,95.53,101.17,5.64,Battery_2,hold,0.0,10.0,10.0
15,104.83,107.17,2.34,Battery_2,hold,0.0,10.0,10.0
16,97.52,93.22,-4.3,Battery_2,hold,0.0,10.0,10.0
17,91.65,93.49,1.84,Battery_2,hold,0.0,10.0,10.0
18,88.96,84.17,-4.79,Battery_2,charge,1.73,10.8,10.78
19,91.47,95.86,4.39,Battery_2,hold,0.0,10.8,10.78
20,87.89,87.64,-0.25,Battery_2,hold,0.0,10.8,10.78
21,84.3,83.38,-0.92,Battery_2,charge,5.0,13.0,13.03
22,77.54,74.14,-3.4,Battery_2,charge,5.0,15.3,15.28
23,66.78,72.89,6.11,Battery_2,charge,5.0,17.5,17.53
24,65.14,64.37,-0.77,Battery_2,charge,5.0,19.8,19.78
25,61.77,59.63,-2.14,Battery_2,charge,5.0,22.0,22.03
26,59.74,57.98,-1.76,Battery_2,charge,5.0,24.3,24.28
27,74.08,76.74,2.66,Battery_2,charge,5.0,26.5,26.53
28,72.08,73.91,1.83,Battery_2,charge,5.0,28.8,28.78
29,75.24,77.3,2.06,Battery_2,charge,5.0,31.0,31.03
30,77.72,79.87,2.15,Battery_2,charge,5.0,33.3,33.28
31,80.02,90.73,10.71,Battery_2,hold,0.0,33.3,33.28
32,80.92,78.89,-2.03,Battery_2,charge,5.0,35.5,35.53
33,89.02,86.46,-2.56,Battery_2,hold,0.0,35.5,35.53
34,85.51,81.44,-4.07,Battery_2,charge,5.0,37.8,37.78
35,94.91,97.99,3.08,Battery_2,hold,0.0,37.8,37.78
36,100.86,106.5,5.64,Battery_2,discharge,5.0,35.0,35.0
37,99.46,98.89,-0.57,Battery_2,hold,0.0,35.0,35.0
38,96.63,92.43,-4.2,Battery_2,hold,0.0,35.0,35.0
39,109.06,104.94,-4.12,Battery_2,discharge,5.0,32.2,32.22
40,114.72,117.97,3.25,Battery_2,discharge,5.0,29.4,29.44
41,116.34,120.06,3.72,Battery_2,discharge,5.0,26.7,26.67
42,115.18,117.9,2.72,Battery_2,discharge,5.0,23.9,23.89
43,115.71,112.38,-3.33,Battery_2,discharge,5.0,21.1,21.11
44,110.83,111.99,1.16,Battery_2,discharge,5.0,18.3,18.33
45,110.23,110.81,0.58,Battery_2,discharge,5.0,15.6,15.56
46,107.57,108.66,1.09,Battery_2,discharge,5.0,12.8,12.78
47,105.05,109.41,4.36,Battery_2,discharge,5.0,10.0,10.0
48,101.44,102.56,1.12,Battery_2,hold,0.0,10.0,10.0
1,104.05,105.57,1.52,Battery_3,hold,0.0,10.0,20.0
2,104.2,99.0,-5.2,Battery_3,hold,0.0,10.0,20.0
3,112.61,116.36,3.75,Battery_3,hold,0.0,10.0,20.0
4,110.81,115.51,4.7,Battery_3,hold,0.0,10.0,20.0
5,108.38,98.62,-9.76,Battery_3,hold,0.0,10.0,20.0
6,106.19,99.68,-6.51,Battery_3,hold,0.0,10.0,20.0
7,108.16,108.8,0.64,Battery_3,hold,0.0,10.0,20.0
8,113.68,112.1,-1.58,Battery_3,hold,0.0,10.0,20.0
9,106.91,106.83,-0.08,Battery_3,hold,0.0,10.0,20.0
10,104.69,100.42,-4.27,Battery_3,hold,0.0,10.0,20.0
11,102.17,106.57,4.4,Battery_3,hold,0.0,10.0,20.0
12,103.81,107.7,3.89,Battery_3,hold,0.0,10.0,20.0
13,97.46,97.79,0.33,Battery_3,hold,0.0,10.0,20.0
