settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,120.46,121.98,1.52,Battery_1,hold,0.0,10.0,2.0
2,121.57,116.37,-5.2,Battery_1,charge,0.7,11.6,2.32
3,126.04,129.79,3.75,Battery_1,hold,0.0,11.6,2.32
4,123.67,128.37,4.7,Battery_1,hold,0.0,11.6,2.32
5,122.62,112.86,-9.76,Battery_1,charge,3.0,18.3,3.67
6,123.66,117.15,-6.51,Battery_1,hold,0.0,18.3,3.67
7,126.95,127.59,0.64,Battery_1,hold,0.0,18.3,3.67
8,123.67,122.09,-1.58,Battery_1,hold,0.0,18.3,3.67
9,130.54,130.46,-0.08,Battery_1,hold,0.0,18.3,3.67
10,126.3,122.03,-4.27,Battery_1,hold,0.0,18.3,3.67
11,136.31,140.71,4.4,Battery_1,hold,0.0,18.3,3.67
12,136.67,140.56,3.89,Battery_1,hold,0.0,18.3,3.67
13,136.46,136.79,0.33,Battery_1,hold,0.0,18.3,3.67
14,139.27,144.91,5.64,Battery_1,discharge,3.0,10.0,2.0
15,127.38,129.72,2.34,Battery_1,hold,0.0,10.0,2.0
16,124.29,119.99,-4.3,Battery_1,hold,0.0,10.0,2.0
17,114.43,116.27,1.84,Battery_1,hold,0.0,10.0,2.0
18,121.41,116.62,-4.79,Battery_1,hold,0.0,10.0,2.0
19,112.88,117.27,4.39,Battery_1,hold,0.0,10.0,2.0
20,115.35,115.1,-0.25,Battery_1,hold,0.0,10.0,2.0
21,118.3,117.38,-0.92,Battery_1,hold,0.0,10.0,2.0
22,114.18,110.78,-3.4,Battery_1,hold,0.0,10.0,2.0
23,99.97,106.08,6.11,Battery_1,charge,0.33,10.8,2.15
24,101.47,100.7,-0.77,Battery_1,charge,3.0,17.5,3.5
25,97.91,95.77,-2.14,Battery_1,charge,3.0,24.2,4.85
26,96.36,94.6,-1.76,Battery_1,charge,3.0,31.0,6.2
27,94.84,97.5,2.66,Battery_1,charge,3.0,37.8,7.55
28,94.72,96.55,1.83,Battery_1,charge,3.0,44.5,8.9
29,87.85,89.91,2.06,Battery_1,charge,3.0,51.2,10.25
30,85.39,87.54,2.15,Battery_1,charge,3.0,58.0,11.6
31,90.35,101.06,10.71,Battery_1,charge,3.0,64.8,12.95
32,87.35,85.32,-2.03,Battery_1,charge,3.0,71.5,14.3
33,96.67,94.11,-2.56,Battery_1,charge,3.0,78.2,15.65
34,95.39,91.32,-4.07,Battery_1,charge,3.0,85.0,17.0
35,115.41,118.49,3.08,Battery_1,hold,0.0,85.0,17.0
36,120.43,126.07,5.64,Battery_1,hold,0.0,85.0,17.0
37,127.27,126.7,-0.57,Battery_1,hold,0.0,85.0,17.0
38,136.03,131.83,-4.2,Battery_1,discharge,3.0,76.7,15.33
39,140.81,136.69,-4.12,Battery_1,discharge,3.0,68.3,13.67
40,139.55,142.8,3.25,Battery_1,discharge,3.0,60.0,12.0
41,140.65,144.37,3.72,Battery_1,discharge,3.0,51.7,10.33
42,142.76,145.48,2.72,Battery_1,discharge,3.0,43.3,8.67
43,142.07,138.74,-3.33,Battery_1,discharge,3.0,35.0,7.0
44,136.79,137.95,1.16,Battery_1,discharge,3.0,26.7,5.33
45,137.99,138.57,0.58,Battery_1,discharge,3.0,18.3,3.67
46,132.21,133.3,1.09,Battery_1,discharge,3.0,10.0,2.0
47,119.42,123.78,4.36,Battery_1,hold,0.0,10.0,2.0
48,124.31,125.43,1.12,Battery_1,hold,0.0,10.0,2.0
1,120.46,121.98,1.52,Battery_2,hold,0.0,10.0,10.0
2,121.57,116.37,-5.2,Battery_2,charge,1.17,10.5,10.53
3,126.04,129.79,3.75,Battery_2,hold,0.0,10.5,10.53
4,123.67,128.37,4.7,Battery_2,hold,0.0,10.5,10.53
5,122.62,112.86,-9.76,Battery_2,charge,5.0,12.8,12.78
6,123.66,117.15,-6.51,Battery_2,hold,0.0,12.8,12.78
7,126.95,127.59,0.64,Battery_2,hold,0.0,12.8,12.78
8,123.67,122.09,-1.58,Battery_2,hold,0.0,12.8,12.78
9,130.54,130.46,-0.08,Battery_2,hold,0.0,12.8,12.78
10,126.3,122.03,-4.27,Battery_2,hold,0.0,12.8,12.78
11,136.31,140.71,4.4,Battery_2,hold,0.0,12.8,12.78
12,136.67,140.56,3.89,Battery_2,hold,0.0,12.8,12.78
13,136.46,136.79,0.33,Battery_2,hold,0.0,12.8,12.78
14,139.27,144.91,5.64,Battery_2,discharge,5.0,10.0,10.0
15,127.38,129.72,2.34,Battery_2,hold,0.0,10.0,10.0
16,124.29,119.99,-4.3,Battery_2,hold,0.0,10.0,10.0
17,114.43,116.27,1.84,Battery_2,hold,0.0,10.0,10.0
18,121.41,116.62,-4.79,Battery_2,hold,0.0,10.0,10.0
19,112.88,117.27,4.39,Battery_2,hold,0.0,10.0,10.0
20,115.35,115.1,-0.25,Battery_2,hold,0.0,10.0,10.0
21,118.3,117.38,-0.92,Battery_2,hold,0.0,10.0,10.0
22,114.18,110.78,-3.4,Battery_2,hold,0.0,10.0,10.0
23,99.97,106.08,6.11,Battery_2,charge,0.56,10.2,10.25
24,101.47,100.7,-0.77,Battery_2,charge,5.0,12.5,12.5
25,97.91,95.77,-2.14,Battery_2,charge,5.0,14.8,14.75
26,96.36,94.6,-1.76,Battery_2,charge,5.0,17.0,17.0
27,94.84,97.5,2.66,Battery_2,charge,5.0,19.2,19.25
28,94.72,96.55,1.83,Battery_2,charge,5.0,21.5,21.5
29,87.85,89.91,2.06,Battery_2,charge,5.0,23.8,23.75
30,85.39,87.54,2.15,Battery_2,charge,5.0,26.0,26.0
31,90.35,101.06,10.71,Battery_2,charge,5.0,28.2,28.25
32,87.35,85.32,-2.03,Battery_2,charge,5.0,30.5,30.5
33,96.67,94.11,-2.56,Battery_2,charge,5.0,32.8,32.75
34,95.39,91.32,-4.07,Battery_2,charge,5.0,35.0,35.0
35,115.41,118.49,3.08,Battery_2,hold,0.0,35.0,35.0
36,120.43,126.07,5.64,Battery_2,hold,0.0,35.0,35.0
37,127.27,126.7,-0.57,Battery_2,hold,0.0,35.0,35.0
38,136.03,131.83,-4.2,Battery_2,discharge,5.0,32.2,32.22
39,140.81,136.69,-4.12,Battery_2,discharge,5.0,29.4,29.44
40,139.55,142.8,3.25,Battery_2,discharge,5.0,26.7,26.67
41,140.65,144.37,3.72,Battery_2,discharge,5.0,23.9,23.89
42,142.76,145.48,2.72,Battery_2,discharge,5.0,21.1,21.11
43,142.07,138.74,-3.33,Battery_2,discharge,5.0,18.3,18.33
44,136.79,137.95,1.16,Battery_2,discharge,5.0,15.6,15.56
45,137.99,138.57,0.58,Battery_2,discharge,5.0,12.8,12.78
46,132.21,133.3,1.09,Battery_2,discharge,5.0,10.0,10.0
47,119.42,123.78,4.36,Battery_2,hold,0.0,10.0,10.0
48,124.31,125.43,1.12,Battery_2,hold,0.0,10.0,10.0
1,120.46,121.98,1.52,Battery_3,hold,0.0,10.0,20.0
2,121.57,116.37,-5.2,Battery_3,charge,2.35,10.5,21.06
3,126.04,129.79,3.75,Battery_3,hold,0.0,10.5,21.06
4,123.67,128.37,4.7,Battery_3,hold,0.0,10.5,21.06
5,122.62,112.86,-9.76,Battery_3,charge,10.0,12.8,25.56
6,123.66,117.15,-6.51,Battery_3,hold,0.0,12.8,25.56
7,126.95,127.59,0.64,Battery_3,hold,0.0,12.8,25.56
8,123.67,122.09,-1.58,Battery_3,hold,0.0,12.8,25.56
9,130.54,130.46,-0.08,Battery_3,hold,0.0,12.8,25.56
10,126.3,122.03,-4.27,Battery_3,hold,0.0,12.8,25.56
11,136.31,140.71,4.4,Battery_3,hold,0.0,12.8,25.56
12,136.67,140.56,3.89,Battery_3,hold,0.0,12.8,25.56
13,136.46,136.79,0.33,Battery_3,hold,0.0,12.8,25.56
14,139.27,144.91,5.64,Battery_3,discharge,10.0,10.0,20.0
15,127.38,129.72,2.34,Battery_3,hold,0.0,10.0,20.0
16,124.29,119.99,-4.3,Battery_3,hold,0.0,10.0,20.0
