settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,112.13,113.65,1.52,Battery_1,hold,0.0,10.0,2.0
2,109.02,103.82,-5.2,Battery_1,hold,0.0,10.0,2.0
3,98.28,102.03,3.75,Battery_1,hold,0.0,10.0,2.0
4,102.08,106.78,4.7,Battery_1,hold,0.0,10.0,2.0
5,99.56,89.8,-9.76,Battery_1,charge,3.0,16.8,3.35
6,99.87,93.36,-6.51,Battery_1,hold,0.0,16.8,3.35
7,103.06,103.7,0.64,Battery_1,hold,0.0,16.8,3.35
8,101.66,100.08,-1.58,Battery_1,hold,0.0,16.8,3.35
9,103.16,103.08,-0.08,Battery_1,hold,0.0,16.8,3.35
10,102.75,98.48,-4.27,Battery_1,hold,0.0,16.8,3.35
11,104.67,109.07,4.4,Battery_1,hold,0.0,16.8,3.35
12,101.86,105.75,3.89,Battery_1,hold,0.0,16.8,3.35
13,99.96,100.29,0.33,Battery_1,hold,0.0,16.8,3.35
14,103.55,109.19,5.64,Battery_1,hold,0.0,16.8,3.35
15,100.86,103.2,2.34,Battery_1,hold,0.0,16.8,3.35
16,98.23,93.93,-4.3,Battery_1,hold,0.0,16.8,3.35
17,95.64,97.48,1.84,Battery_1,hold,0.0,16.8,3.35
18,93.7,88.91,-4.79,Battery_1,charge,3.0,23.5,4.7
19,86.62,91.01,4.39,Battery_1,hold,0.0,23.5,4.7
20,87.3,87.05,-0.25,Battery_1,charge,3.0,30.2,6.05
21,86.6,85.68,-0.92,Battery_1,charge,3.0,37.0,7.4
22,91.55,88.15,-3.4,Battery_1,charge,3.0,43.8,8.75
23,86.83,92.94,6.11,Battery_1,hold,0.0,43.8,8.75
24,88.16,87.39,-0.77,Battery_1,charge,3.0,50.5,10.1
25,95.39,93.25,-2.14,Battery_1,hold,0.0,50.5,10.1
26,90.68,88.92,-1.76,Battery_1,charge,3.0,57.2,11.45
27,90.0,92.66,2.66,Battery_1,hold,0.0,57.2,11.45
28,85.94,87.77,1.83,Battery_1,charge,3.0,64.0,12.8
29,86.31,88.37,2.06,Battery_1,charge,3.0,70.8,14.15
30,84.1,86.25,2.15,Battery_1,charge,3.0,77.5,15.5
31,79.61,90.32,10.71,Battery_1,charge,2.56,83.2,16.65
32,90.47,88.44,-2.03,Battery_1,charge,3.0,90.0,18.0
33,95.2,92.64,-2.56,Battery_1,hold,0.0,90.0,18.0
34,99.41,95.34,-4.07,Battery_1,hold,0.0,90.0,18.0
35,111.94,115.02,3.08,Battery_1,hold,0.0,90.0,18.0
36,104.24,109.88,5.64,Battery_1,hold,0.0,90.0,18.0
37,118.18,117.61,-0.57,Battery_1,hold,0.0,90.0,18.0
38,124.41,120.21,-4.2,Battery_1,discharge,1.8,85.0,17.0
39,126.84,122.72,-4.12,Battery_1,discharge,3.0,76.7,15.33
40,129.28,132.53,3.25,Battery_1,discharge,3.0,68.3,13.67
41,128.53,132.25,3.72,Battery_1,discharge,3.0,60.0,12.0
42,132.12,134.84,2.72,Battery_1,discharge,3.0,51.7,10.33
43,133.54,130.21,-3.33,Battery_1,discharge,3.0,43.3,8.67
44,130.2,131.36,1.16,Battery_1,discharge,3.0,35.0,7.0
45,127.16,127.74,0.58,Battery_1,discharge,3.0,26.7,5.33
46,121.72,122.81,1.09,Battery_1,discharge,3.0,18.3,3.67
47,123.66,128.02,4.36,Battery_1,discharge,3.0,10.0,2.0
48,113.11,114.23,1.12,Battery_1,hold,0.0,10.0,2.0
1,112.13,113.65,1.52,Battery_2,hold,0.0,10.0,10.0
2,109.02,103.82,-5.2,Battery_2,hold,0.0,10.0,10.0
3,98.28,102.03,3.75,Battery_2,hold,0.0,10.0,10.0
4,102.08,106.78,4.7,Battery_2,hold,0.0,10.0,10.0
5,99.56,89.8,-9.76,Battery_2,charge,5.0,12.2,12.25
6,99.87,93.36,-6.51,Battery_2,hold,0.0,12.2,12.25
7,103.06,103.7,0.64,Battery_2,hold,0.0,12.2,12.25
8,101.66,100.08,-1.58,Battery_2,hold,0.0,12.2,12.25
9,103.16,103.08,-0.08,Battery_2,hold,0.0,12.2,12.25
10,102.75,98.48,-4.27,Battery_2,hold,0.0,12.2,12.25
11,104.67,109.07,4.4,Battery_2,hold,0.0,12.2,12.25
12,101.86,105.75,3.89,Battery_2,hold,0.0,12.2,12.25
13,99.96,100.29,0.33,Battery_2,hold,0.0,12.2,12.25
14,103.55,109.19,5.64,Battery_2,hold,0.0,12.2,12.25
15,100.86,103.2,2.34,Battery_2,hold,0.0,12.2,12.25
16,98.23,93.93,-4.3,Battery_2,hold,0.0,12.2,12.25
17,95.64,97.48,1.84,Battery_2,hold,0.0,12.2,12.25
18,93.7,88.91,-4.79,Battery_2,charge,5.0,14.5,14.5
19,86.62,91.01,4.39,Battery_2,charge,5.0,16.8,16.75
20,87.3,87.05,-0.25,Battery_2,charge,5.0,19.0,19.0
21,86.6,85.68,-0.92,Battery_2,charge,5.0,21.2,21.25
22,91.55,88.15,-3.4,Battery_2,charge,5.0,23.5,23.5
23,86.83,92.94,6.11,Battery_2,hold,0.0,23.5,23.5
24,88.16,87.39,-0.77,Battery_2,charge,5.0,25.8,25.75
25,95.39,93.25,-2.14,Battery_2,hold,0.0,25.8,25.75
26,90.68,88.92,-1.76,Battery_2,charge,5.0,28.0,28.0
27,90.0,92.66,2.66,Battery_2,charge,4.07,29.8,29.83
28,85.94,87.77,1.83,Battery_2,charge,5.0,32.1,32.08
29,86.31,88.37,2.06,Battery_2,charge,5.0,34.3,34.33
30,84.1,86.25,2.15,Battery_2,charge,5.0,36.6,36.58
31,79.61,90.32,10.71,Battery_2,charge,5.0,38.8,38.83
32,90.47,88.44,-2.03,Battery_2,charge,5.0,41.1,41.08
33,95.2,92.64,-2.56,Battery_2,charge,5.0,43.3,43.33
34,99.41,95.34,-4.07,Battery_2,hold,0.0,43.3,43.33
35,111.94,115.02,3.08,Battery_2,discharge,5.0,40.6,40.56
36,104.24,109.88,5.64,Battery_2,hold,0.0,40.6,40.56
37,118.18,117.61,-0.57,Battery_2,discharge,5.0,37.8,37.78
38,124.41,120.21,-4.2,Battery_2,discharge,5.0,35.0,35.0
39,126.84,122.72,-4.12,Battery_2,discharge,5.0,32.2,32.22
40,129.28,132.53,3.25,Battery_2,discharge,5.0,29.4,29.44
41,128.53,132.25,3.72,Battery_2,discharge,5.0,26.7,26.67
42,132.12,134.84,2.72,Battery_2,discharge,5.0,23.9,23.89
43,133.54,130.21,-3.33,Battery_2,discharge,5.0,21.1,21.11
44,130.2,131.36,1.16,Battery_2,discharge,5.0,18.3,18.33
45,127.16,127.74,0.58,Battery_2,discharge,5.0,15.6,15.56
46,121.72,122.81,1.09,Battery_2,discharge,5.0,12.8,12.78
47,123.66,128.02,4.36,Battery_2,discharge,5.0,10.0,10.0
48,113.11,114.23,1.12,Battery_2,hold,0.0,10.0,10.0
1,112.13,113.65,1.52,Battery_3,hold,0.0,10.0,20.0
2,109.02,103.82,-5.2,Battery_3,hold,0.0,10.0,20.0
3,98.28,102.03,3.75,Battery_3,hold,0.0,10.0,20.0
4,102.08,106.78,4.7,Battery_3,hold,0.0,10.0,20.0
5,99.56,89.8,-9.76,Battery_3,charge,10.0,12.2,24.5
6,99.87,93.36,-6.51,Battery_3,hold,0.0,12.2,24.5
7,103.06,103.7,0.64,Battery_3,hold,0.0,12.2,24.5
8,101.66,100.08,-1.58,Battery_3,hold,0.0,12.2,24.5
9,103.16,103.08,-0.08,Battery_3,hold,0.0,12.2,24.5
10,102.75,98.48,-4.27,Battery_3,hold,0.0,12.2,24.5
11,104.67,109.07,4.4,Battery_3,hold,0.0,12.2,24.5
12,101.86,105.75,3.89,Battery_3,hold,0.0,12.2,24.5
13,99.96,100.29,0.33,Battery_3,hold,0.0,12.2,24.5
14,103.55,109.19,5.64,Battery_3,hold,0.0,12.2,24.5
15,100.86,103.2,2.34,Battery_3,hold,0.0,12.2,24.5
16,98.23,93.93,-4.3,Battery_3,hold,0.0,12.2,24.5
17,95.64,97.48,1.84,Battery_3,hold,0.0,12.2,24.5
18,93.7,88.91,-4.79,Battery_3,charge,10.0,14.5,29.0
19,86.62,91.01,4.39,Battery_3,charge,10.0,16.8,33.5
20,87.3,87.05,-0.25,Battery_3,charge,10.0,19.0,38.0
21,86.6,85.68,-0.92,Battery_3,charge,10.0,21.2,42.5
22,91.55,88.15,-3.4,Battery_3,charge,10.0,23.5,47.0
23,86.83,92.94,6.11,Battery_3,hold,0.0,23.5,47.0
24,88.16,87.39,-0.77,Battery_3,charge,10.0,25.8,51.5
25,95.39,93.25,-2.14,Battery_3,hold,0.0,25.8,51.5
26,90.68,88.92,-1.76,Battery_3,charge,10.0,28.0,56.0
27,90.0,92.66,2.66,Battery_3,charge,8.15,29.8,59.67
28,85.94,87.77,1.83,Battery_3,charge,10.0,32.1,64.17
29,86.31,88.37,2.06,Battery_3,charge,10.0,34.3,68.67
30,84.1,86.25,2.15,Battery_3,charge,10.0,36.6,73.17
31,79.61,90.32,10.71,Battery_3,charge,10.0,38.8,77.67
32,90.47,88.44,-2.03,Battery_3,charge,10.0,41.1,82.17
33,95.2,92.64,-2.56,Battery_3,charge,10.0,43.3,86.67
34,99.41,95.34,-4.07,Battery_3,hold,0.0,43.3,86.67
35,111.94,115.02,3.08,Battery_3,discharge,10.0,40.6,81.11
36,104.24,109.88,5.64,Battery_3,hold,0.0,40.6,81.11
37,118.18,117.61,-0.57,Battery_3,discharge,10.0,37.8,75.56
38,124.41,120.21,-4.2,Battery_3,discharge,10.0,35.0,70.0
39,126.84,122.72,-4.12,Battery_3,discharge,10.0,32.2,64.44
40,129.28,132.53,3.25,Battery_3,discharge,10.0,29.4,58.89
41,128.53,132.25,3.72,Battery_3,discharge,10.0,26.7,53.33
42,132.12,134.84,2.72,Battery_3,discharge,10.0,23.9,47.78
43,133.54,130.21,-3.33,Battery_3,discharge,10.0,21.1,42.22
44,130.2,131.36,1.16,Battery_3,discharge,10.0,18.3,36.67
45,127.16,127.74,0.58,Battery_3,discharge,10.0,15.6,31.11
46,121.72,122.81,1.09,Battery_3,discharge,10.0,12.8,25.56
47,123.66,128.02,4.36,Battery_3,discharge,10.0,10.0,20.0
48,113.11,114.23,1.12,Battery_3,hold,0.0,10.0,20.0
1,112.13,113.65,1.52,Battery_4,hold,0.0,10.0,8.0
2,109.02,103.82,-5.2,Battery_4,hold,0.0,10.0,8.0
3,98.28,102.03,3.75,Battery_4,hold,0.0,10.0,8.0
4,102.08,106.78,4.7,Battery_4,hold,0.0,10.0,8.0
5,99.56,89.8,-9.76,Battery_4,charge,4.0,12.3,9.8
6,99.87,93.36,-6.51,Battery_4,hold,0.0,12.3,9.8
7,103.06,103.7,0.64,Battery_4,hold,0.0,12.3,9.8
8,101.66,100.08,-1.58,Battery_4,hold,0.0,12.3,9.8
9,103.16,103.08,-0.08,Battery_4,hold,0.0,12.3,9.8
10,102.75,98.48,-4.27,Battery_4,hold,0.0,12.3,9.8
11,104.67,109.07,4.4,Battery_4,hold,0.0,12.3,9.8
12,101.86,105.75,3.89,Battery_4,hold,0.0,12.3,9.8
13,99.96,100.29,0.33,Battery_4,hold,0.0,12.3,9.8
14,103.55,109.19,5.64,Battery_4,hold,0.0,12.3,9.8
15,100.86,103.2,2.34,Battery_4,hold,0.0,12.3,9.8
16,98.23,93.93,-4.3,Battery_4,hold,0.0,12.3,9.8
17,95.64,97.48,1.84,Battery_4,hold,0.0,12.3,9.8
18,93.7,88.91,-4.79,Battery_4,charge,4.0,14.5,11.6
19,86.62,91.01,4.39,Battery_4,charge,4.0,16.8,13.4
20,87.3,87.05,-0.25,Battery_4,charge,4.0,19.0,15.2
21,86.6,85.68,-0.92,Battery_4,charge,4.0,21.2,17.0
22,91.55,88.15,-3.4,Battery_4,charge,4.0,23.5,18.8
23,86.83,92.94,6.11,Battery_4,hold,0.0,23.5,18.8
24,88.16,87.39,-0.77,Battery_4,charge,4.0,25.8,20.6
25,95.39,93.25,-2.14,Battery_4,hold,0.0,25.8,20.6
26,90.68,88.92,-1.76,Battery_4,charge,4.0,28.0,22.4
27,90.0,92.66,2.66,Battery_4,charge,3.26,29.8,23.87
28,85.94,87.77,1.83,Battery_4,charge,4.0,32.1,25.67
29,86.31,88.37,2.06,Battery_4,charge,4.0,34.3,27.47
30,84.1,86.25,2.15,Battery_4,charge,4.0,36.6,29.27
31,79.61,90.32,10.71,Battery_4,charge,4.0,38.8,31.07
32,90.47,88.44,-2.03,Battery_4,charge,4.0,41.1,32.87
33,95.2,92.64,-2.56,Battery_4,charge,4.0,43.3,34.67
34,99.41,95.34,-4.07,Battery_4,hold,0.0,43.3,34.67
35,111.94,115.02,3.08,Battery_4,discharge,4.0,40.6,32.44
36,104.24,109.88,5.64,Battery_4,hold,0.0,40.6,32.44
37,118.18,117.61,-0.57,Battery_4,discharge,4.0,37.8,30.22
38,124.41,120.21,-4.2,Battery_4,discharge,4.0,35.0,28.0
39,126.84,122.72,-4.12,Battery_4,discharge,4.0,32.2,25.78
40,129.28,132.53,3.25,Battery_4,discharge,4.0,29.4,23.56
41,128.53,132.25,3.72,Battery_4,discharge,4.0,26.7,21.33
42,132.12,134.84,2.72,Battery_4,discharge,4.0,23.9,19.11
43,133.54,130.21,-3.33,Battery_4,discharge,4.0,21.1,16.89
44,130.2,131.36,1.16,Battery_4,discharge,4.0,18.3,14.67
45,127.16,127.74,0.58,Battery_4,discharge,4.0,15.6,12.44
46,121.72,122.81,1.09,Battery_4,discharge,4.0,12.8,10.22
47,123.66,128.02,4.36,Battery_4,discharge,4.0,10.0,8.0
48,113.11,114.23,1.12,Battery_4,hold,0.0,10.0,8.0
1,112.13,113.65,1.52,Battery_5,hold,0.0,10.0,16.0
2,109.02,103.82,-5.2,Battery_5,hold,0.0,10.0,16.0
3,98.28,102.03,3.75,Battery_5,hold,0.0,10.0,16.0
4,102.08,106.78,4.7,Battery_5,hold,0.0,10.0,16.0
5,99.56,89.8,-9.76,Battery_5,charge,8.0,12.3,19.6
6,99.87,93.36,-6.51,Battery_5,hold,0.0,12.3,19.6
7,103.06,103.7,0.64,Battery_5,hold,0.0,12.3,19.6
8,101.66,100.08,-1.58,Battery_5,hold,0.0,12.3,19.6
9,103.16,103.08,-0.08,Battery_5,hold,0.0,12.3,19.6
10,102.75,98.48,-4.27,Battery_5,hold,0.0,12.3,19.6
11,104.67,109.07,4.4,Battery_5,hold,0.0,12.3,19.6
