settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,89.86,91.38,1.52,Battery_1,charge,3.0,16.8,3.35
2,85.96,80.76,-5.2,Battery_1,charge,3.0,23.5,4.7
3,117.93,121.68,3.75,Battery_1,discharge,3.0,15.2,3.03
4,115.39,120.09,4.7,Battery_1,discharge,1.86,10.0,2.0
5,112.45,102.69,-9.76,Battery_1,hold,0.0,10.0,2.0
6,99.31,92.8,-6.51,Battery_1,hold,0.0,10.0,2.0
7,92.38,93.02,0.64,Battery_1,hold,0.0,10.0,2.0
8,82.14,80.56,-1.58,Battery_1,hold,0.0,10.0,2.0
9,77.7,77.62,-0.08,Battery_1,hold,0.0,10.0,2.0
10,67.61,63.34,-4.27,Battery_1,hold,0.0,10.0,2.0
11,62.14,66.54,4.4,Battery_1,hold,0.0,10.0,2.0
12,53.86,57.75,3.89,Battery_1,hold,0.0,10.0,2.0
13,32.15,32.48,0.33,Battery_1,hold,0.0,10.0,2.0
14,32.58,38.22,5.64,Battery_1,hold,0.0,10.0,2.0
15,3.05,5.39,2.34,Battery_1,hold,0.0,10.0,2.0
16,2.97,-1.33,-4.3,Battery_1,charge,3.0,16.8,3.35
17,-3.67,-1.83,1.84,Battery_1,charge,3.0,23.5,4.7
18,-4.07,-8.86,-4.79,Battery_1,charge,3.0,30.2,6.05
19,-3.96,0.43,4.39,Battery_1,charge,3.0,37.0,7.4
20,-7.22,-7.47,-0.25,Battery_1,charge,3.0,43.8,8.75
21,-6.83,-7.75,-0.92,Battery_1,charge,3.0,50.5,10.1
22,-8.83,-12.23,-3.4,Battery_1,charge,3.0,57.2,11.45
23,-12.8,-6.69,6.11,Battery_1,charge,3.0,64.0,12.8
24,2.41,1.64,-0.77,Battery_1,charge,0.26,64.6,12.92
25,9.18,7.04,-2.14,Battery_1,discharge,3.0,56.2,11.25
26,-8.26,-10.02,-1.76,Battery_1,charge,3.0,63.0,12.6
27,-9.64,-6.98,2.66,Battery_1,charge,3.0,69.8,13.95
28,-14.08,-12.25,1.83,Battery_1,charge,3.0,76.5,15.3
29,-11.08,-9.02,2.06,Battery_1,charge,3.0,83.2,16.65
30,-13.43,-11.28,2.15,Battery_1,charge,3.0,90.0,18.0
31,-3.68,7.03,10.71,Battery_1,discharge,2.43,83.2,16.65
32,5.33,3.3,-2.03,Battery_1,charge,3.0,90.0,18.0
33,12.53,9.97,-2.56,Battery_1,hold,0.0,90.0,18.0
34,37.72,33.65,-4.07,Battery_1,hold,0.0,90.0,18.0
35,42.37,45.45,3.08,Battery_1,hold,0.0,90.0,18.0
36,65.48,71.12,5.64,Battery_1,hold,0.0,90.0,18.0
37,75.64,75.07,-0.57,Battery_1,hold,0.0,90.0,18.0
38,93.19,88.99,-4.2,Battery_1,hold,0.0,90.0,18.0
39,100.26,96.14,-4.12,Battery_1,discharge,1.8,85.0,17.0
40,110.43,113.68,3.25,Battery_1,discharge,3.0,76.7,15.33
41,108.23,111.95,3.72,Battery_1,discharge,3.0,68.3,13.67
42,103.79,106.51,2.72,Battery_1,discharge,3.0,60.0,12.0
43,111.46,108.13,-3.33,Battery_1,discharge,3.0,51.7,10.33
44,116.07,117.23,1.16,Battery_1,discharge,3.0,43.3,8.67
45,119.25,119.83,0.58,Battery_1,discharge,3.0,35.0,7.0
46,119.3,120.39,1.09,Battery_1,discharge,3.0,26.7,5.33
47,115.49,119.85,4.36,Battery_1,discharge,3.0,18.3,3.67
48,110.49,111.61,1.12,Battery_1,discharge,3.0,10.0,2.0
1,89.86,91.38,1.52,Battery_2,charge,5.0,12.2,12.25
2,85.96,80.76,-5.2,Battery_2,charge,5.0,14.5,14.5
3,117.93,121.68,3.75,Battery_2,discharge,5.0,11.7,11.72
4,115.39,120.09,4.7,Battery_2,discharge,3.1,10.0,10.0
5,112.45,102.69,-9.76,Battery_2,hold,0.0,10.0,10.0
6,99.31,92.8,-6.51,Battery_2,hold,0.0,10.0,10.0
7,92.38,93.02,0.64,Battery_2,hold,0.0,10.0,10.0
8,82.14,80.56,-1.58,Battery_2,hold,0.0,10.0,10.0
9,77.7,77.62,-0.08,Battery_2,hold,0.0,10.0,10.0
10,67.61,63.34,-4.27,Battery_2,hold,0.0,10.0,10.0
11,62.14,66.54,4.4,Battery_2,hold,0.0,10.0,10.0
12,53.86,57.75,3.89,Battery_2,hold,0.0,10.0,10.0
13,32.15,32.48,0.33,Battery_2,hold,0.0,10.0,10.0
14,32.58,38.22,5.64,Battery_2,hold,0.0,10.0,10.0
15,3.05,5.39,2.34,Battery_2,charge,5.0,12.2,12.25
16,2.97,-1.33,-4.3,Battery_2,charge,5.0,14.5,14.5
17,-3.67,-1.83,1.84,Battery_2,charge,5.0,16.8,16.75
18,-4.07,-8.86,-4.79,Battery_2,charge,5.0,19.0,19.0
19,-3.96,0.43,4.39,Battery_2,charge,5.0,21.2,21.25
20,-7.22,-7.47,-0.25,Battery_2,charge,5.0,23.5,23.5
21,-6.83,-7.75,-0.92,Battery_2,charge,5.0,25.8,25.75
22,-8.83,-12.23,-3.4,Battery_2,charge,5.0,28.0,28.0
23,-12.8,-6.69,6.11,Battery_2,charge,5.0,30.2,30.25
24,2.41,1.64,-0.77,Battery_2,charge,5.0,32.5,32.5
25,9.18,7.04,-2.14,Battery_2,charge,5.0,34.8,34.75
26,-8.26,-10.02,-1.76,Battery_2,charge,5.0,37.0,37.0
27,-9.64,-6.98,2.66,Battery_2,charge,5.0,39.2,39.25
28,-14.08,-12.25,1.83,Battery_2,charge,5.0,41.5,41.5
29,-11.08,-9.02,2.06,Battery_2,charge,5.0,43.8,43.75
30,-13.43,-11.28,2.15,Battery_2,charge,5.0,46.0,46.0
31,-3.68,7.03,10.71,Battery_2,charge,5.0,48.2,48.25
32,5.33,3.3,-2.03,Battery_2,charge,5.0,50.5,50.5
33,12.53,9.97,-2.56,Battery_2,charge,2.59,51.7,51.67
34,37.72,33.65,-4.07,Battery_2,discharge,5.0,48.9,48.89
35,42.37,45.45,3.08,Battery_2,discharge,5.0,46.1,46.11
36,65.48,71.12,5.64,Battery_2,discharge,5.0,43.3,43.33
37,75.64,75.07,-0.57,Battery_2,discharge,5.0,40.6,40.56
38,93.19,88.99,-4.2,Battery_2,discharge,5.0,37.8,37.78
39,100.26,96.14,-4.12,Battery_2,discharge,5.0,35.0,35.0
40,110.43,113.68,3.25,Battery_2,discharge,5.0,32.2,32.22
41,108.23,111.95,3.72,Battery_2,discharge,5.0,29.4,29.44
42,103.79,106.51,2.72,Battery_2,discharge,5.0,26.7,26.67
43,111.46,108.13,-3.33,Battery_2,discharge,5.0,23.9,23.89
44,116.07,117.23,1.16,Battery_2,discharge,5.0,21.1,21.11
45,119.25,119.83,0.58,Battery_2,discharge,5.0,18.3,18.33
46,119.3,120.39,1.09,Battery_2,discharge,5.0,15.6,15.56
47,115.49,119.85,4.36,Battery_2,discharge,5.0,12.8,12.78
48,110.49,111.61,1.12,Battery_2,discharge,5.0,10.0,10.0
1,89.86,91.38,1.52,Battery_3,charge,10.0,12.2,24.5
2,85.96,80.76,-5.2,Battery_3,charge,10.0,14.5,29.0
3,117.93,121.68,3.75,Battery_3,discharge,10.0,11.7,23.44
4,115.39,120.09,4.7,Battery_3,discharge,6.2,10.0,20.0
5,112.45,102.69,-9.76,Battery_3,hold,0.0,10.0,20.0
6,99.31,92.8,-6.51,Battery_3,hold,0.0,10.0,20.0
7,92.38,93.02,0.64,Battery_3,hold,0.0,10.0,20.0
8,82.14,80.56,-1.58,Battery_3,hold,0.0,10.0,20.0
9,77.7,77.62,-0.08,Battery_3,hold,0.0,10.0,20.0
10,67.61,63.34,-4.27,Battery_3,hold,0.0,10.0,20.0
11,62.14,66.54,4.4,Battery_3,hold,0.0,10.0,20.0
12,53.86,57.75,3.89,Battery_3,hold,0.0,10.0,20.0
13,32.15,32.48,0.33,Battery_3,hold,0.0,10.0,20.0
14,32.58,38.22,5.64,Battery_3,hold,0.0,10.0,20.0
15,3.05,5.39,2.34,Battery_3,charge,10.0,12.2,24.5
16,2.97,-1.33,-4.3,Battery_3,charge,10.0,14.5,29.0
17,-3.67,-1.83,1.84,Battery_3,charge,10.0,16.8,33.5
18,-4.07,-8.86,-4.79,Battery_3,charge,10.0,19.0,38.0
19,-3.96,0.43,4.39,Battery_3,charge,10.0,21.2,42.5
20,-7.22,-7.47,-0.25,Battery_3,charge,10.0,23.5,47.0
21,-6.83,-7.75,-0.92,Battery_3,charge,10.0,25.8,51.5
22,-8.83,-12.23,-3.4,Battery_3,charge,10.0,28.0,56.0
23,-12.8,-6.69,6.11,Battery_3,charge,10.0,30.2,60.5
24,2.41,1.64,-0.77,Battery_3,charge,10.0,32.5,65.0
25,9.18,7.04,-2.14,Battery_3,charge,10.0,34.8,69.5
