settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh,id_price_discharge,id_price_charge
1,138.68,140.2,1.52,Battery_1,hold,0.0,10.0,2.0,135.29999999999998,141.1
2,136.78,131.58,-5.2,Battery_1,hold,0.0,10.0,2.0,126.68,132.48000000000002
3,122.65,126.4,3.75,Battery_1,hold,0.0,10.0,2.0,121.5,127.30000000000001
4,112.57,117.27,4.7,Battery_1,hold,0.0,10.0,2.0,112.36999999999999,118.17
5,116.43,106.67,-9.76,Battery_1,charge,3.0,16.8,3.35,101.77,107.57000000000001
6,129.2,122.69,-6.51,Battery_1,hold,0.0,16.8,3.35,117.78999999999999,123.59
7,112.91,113.55,0.64,Battery_1,charge,3.0,23.5,4.7,108.64999999999999,114.45
8,119.91,118.33,-1.58,Battery_1,hold,0.0,23.5,4.7,113.42999999999999,119.23
9,117.82,117.74,-0.08,Battery_1,hold,0.0,23.5,4.7,112.83999999999999,118.64
10,121.23,116.96,-4.27,Battery_1,hold,0.0,23.5,4.7,112.05999999999999,117.86
11,122.09,126.49,4.4,Battery_1,hold,0.0,23.5,4.7,121.58999999999999,127.39
12,127.43,131.32,3.89,Battery_1,hold,0.0,23.5,4.7,126.41999999999999,132.22
13,129.83,130.16,0.33,Battery_1,hold,0.0,23.5,4.7,125.25999999999999,131.06
14,139.15,144.79,5.64,Battery_1,hold,0.0,23.5,4.7,139.89,145.69
15,140.2,142.54,2.34,Battery_1,hold,0.0,23.5,4.7,137.64,143.44
16,161.5,157.2,-4.3,Battery_1,discharge,3.0,15.2,3.03,152.29999999999998,158.1
17,144.47,146.31,1.84,Battery_1,discharge,1.86,10.0,2.0,141.41,147.21
18,117.34,112.55,-4.79,Battery_1,hold,0.0,10.0,2.0,107.64999999999999,113.45
19,54.08,58.47,4.39,Battery_1,hold,0.0,10.0,2.0,53.57,59.37
20,16.77,16.52,-0.25,Battery_1,charge,3.0,16.8,3.35,11.62,17.419999999999998
21,8.94,8.02,-0.92,Battery_1,charge,3.0,23.5,4.7,3.119999999999999,8.92
22,1.92,-1.48,-3.4,Battery_1,charge,3.0,30.2,6.05,-6.380000000000001,-0.58
23,-1.71,4.4,6.11,Battery_1,charge,3.0,37.0,7.4,-0.5,5.300000000000001
24,-0.66,-1.43,-0.77,Battery_1,charge,3.0,43.8,8.75,-6.33,-0.5299999999999999
25,-1.48,-3.62,-2.14,Battery_1,charge,3.0,50.5,10.1,-8.52,-2.72
26,-2.25,-4.01,-1.76,Battery_1,charge,3.0,57.2,11.45,-8.91,-3.11
27,14.69,17.35,2.66,Battery_1,charge,3.0,64.0,12.8,12.450000000000001,18.25
28,6.5,8.33,1.83,Battery_1,charge,3.0,70.8,14.15,3.4299999999999997,9.23
29,8.16,10.22,2.06,Battery_1,charge,3.0,77.5,15.5,5.32,11.120000000000001
30,14.88,17.03,2.15,Battery_1,charge,3.0,84.2,16.85,12.13,17.93
31,46.7,57.41,10.71,Battery_1,hold,0.0,84.2,16.85,52.51,58.309999999999995
32,57.93,55.9,-2.03,Battery_1,charge,2.56,90.0,18.0,51.0,56.8
33,78.55,75.99,-2.56,Battery_1,hold,0.0,90.0,18.0,71.08999999999999,76.89
34,107.2,103.13,-4.07,Battery_1,hold,0.0,90.0,18.0,98.22999999999999,104.03
35,141.92,145.0,3.08,Battery_1,discharge,3.0,81.7,16.33,140.1,145.9
36,153.97,159.61,5.64,Battery_1,discharge,3.0,73.3,14.67,154.71,160.51000000000002
37,164.23,163.66,-0.57,Battery_1,discharge,3.0,65.0,13.0,158.76,164.56
38,167.87,163.67,-4.2,Battery_1,discharge,3.0,56.7,11.33,158.76999999999998,164.57
39,176.18,172.06,-4.12,Battery_1,discharge,3.0,48.3,9.67,167.16,172.96
40,169.92,173.17,3.25,Battery_1,discharge,3.0,40.0,8.0,168.26999999999998,174.07
41,161.63,165.35,3.72,Battery_1,discharge,3.0,31.7,6.33,160.45,166.25
42,149.72,152.44,2.72,Battery_1,discharge,3.0,23.3,4.67,147.54,153.34
43,133.85,130.52,-3.33,Battery_1,hold,0.0,23.3,4.67,125.62,131.42000000000002
44,119.92,121.08,1.16,Battery_1,hold,0.0,23.3,4.67,116.17999999999999,121.98
45,122.4,122.98,0.58,Battery_1,hold,0.0,23.3,4.67,118.08,123.88000000000001
46,122.52,123.61,1.09,Battery_1,hold,0.0,23.3,4.67,118.71,124.51
47,132.6,136.96,4.36,Battery_1,discharge,3.0,15.0,3.0,132.06,137.86
48,130.28,131.4,1.12,Battery_1,discharge,1.8,10.0,2.0,126.5,132.3
1,138.68,140.2,1.52,Battery_2,hold,0.0,10.0,10.0,135.29999999999998,141.1
2,136.78,131.58,-5.2,Battery_2,hold,0.0,10.0,10.0,126.68,132.48000000000002
3,122.65,126.4,3.75,Battery_2,hold,0.0,10.0,10.0,121.5,127.30000000000001
4,112.57,117.27,4.7,Battery_2,hold,0.0,10.0,10.0,112.36999999999999,118.17
5,116.43,106.67,-9.76,Battery_2,charge,5.0,12.2,12.25,101.77,107.57000000000001
6,129.2,122.69,-6.51,Battery_2,hold,0.0,12.2,12.25,117.78999999999999,123.59
7,112.91,113.55,0.64,Battery_2,charge,5.0,14.5,14.5,108.64999999999999,114.45
8,119.91,118.33,-1.58,Battery_2,hold,0.0,14.5,14.5,113.42999999999999,119.23
9,117.82,117.74,-0.08,Battery_2,hold,0.0,14.5,14.5,112.83999999999999,118.64
10,121.23,116.96,-4.27,Battery_2,hold,0.0,14.5,14.5,112.05999999999999,117.86
11,122.09,126.49,4.4,Battery_2,hold,0.0,14.5,14.5,121.58999999999999,127.39
12,127.43,131.32,3.89,Battery_2,hold,0.0,14.5,14.5,126.41999999999999,132.22
13,129.83,130.16,0.33,Battery_2,hold,0.0,14.5,14.5,125.25999999999999,131.06
14,139.15,144.79,5.64,Battery_2,hold,0.0,14.5,14.5,139.89,145.69
15,140.2,142.54,2.34,Battery_2,hold,0.0,14.5,14.5,137.64,143.44
16,161.5,157.2,-4.3,Battery_2,discharge,5.0,11.7,11.72,152.29999999999998,158.1
17,144.47,146.31,1.84,Battery_2,discharge,3.1,10.0,10.0,141.41,147.21
18,117.34,112.55,-4.79,Battery_2,hold,0.0,10.0,10.0,107.64999999999999,113.45
19,54.08,58.47,4.39,Battery_2,charge,5.0,12.2,12.25,53.57,59.37
