settlement_period,da_price,id_price,spread,asset,action,power_mw,soc,energy_mwh
1,112.58,114.1,1.52,Battery_1,hold,0.0,10.0,2.0
2,108.28,103.08,-5.2,Battery_1,hold,0.0,10.0,2.0
3,101.4,105.15,3.75,Battery_1,hold,0.0,10.0,2.0
4,99.83,104.53,4.7,Battery_1,hold,0.0,10.0,2.0
5,102.74,92.98,-9.76,Battery_1,hold,0.0,10.0,2.0
6,100.37,93.86,-6.51,Battery_1,hold,0.0,10.0,2.0
7,97.58,98.22,0.64,Battery_1,hold,0.0,10.0,2.0
8,96.01,94.43,-1.58,Battery_1,hold,0.0,10.0,2.0
9,103.36,103.28,-0.08,Battery_1,hold,0.0,10.0,2.0
10,101.14,96.87,-4.27,Battery_1,hold,0.0,10.0,2.0
11,96.35,100.75,4.4,Battery_1,hold,0.0,10.0,2.0
12,95.6,99.49,3.89,Battery_1,hold,0.0,10.0,2.0
13,91.93,92.26,0.33,Battery_1,hold,0.0,10.0,2.0
14,93.4,99.04,5.64,Battery_1,hold,0.0,10.0,2.0
15,92.11,94.45,2.34,Battery_1,hold,0.0,10.0,2.0
16,94.47,90.17,-4.3,Battery_1,charge,3.0,16.8,3.35
17,92.67,94.51,1.84,Battery_1,hold,0.0,16.8,3.35
18,94.35,89.56,-4.79,Battery_1,charge,3.0,23.5,4.7
19,93.67,98.06,4.39,Battery_1,hold,0.0,23.5,4.7
20,88.63,88.38,-0.25,Battery_1,charge,3.0,30.2,6.05
21,86.91,85.99,-0.92,Battery_1,charge,3.0,37.0,7.4
22,84.72,81.32,-3.4,Battery_1,charge,3.0,43.8,8.75
23,83.16,89.27,6.11,Battery_1,charge,3.0,50.5,10.1
24,79.11,78.34,-0.77,Battery_1,charge,3.0,57.2,11.45
25,87.33,85.19,-2.14,Battery_1,charge,3.0,64.0,12.8
26,85.28,83.52,-1.76,Battery_1,charge,3.0,70.8,14.15
27,86.23,88.89,2.66,Battery_1,charge,3.0,77.5,15.5
28,84.41,86.24,1.83,Battery_1,charge,3.0,84.2,16.85
29,88.83,90.89,2.06,Battery_1,charge,2.56,90.0,18.0
30,90.22,92.37,2.15,Battery_1,hold,0.0,90.0,18.0
31,102.36,113.07,10.71,Battery_1,hold,0.0,90.0,18.0
32,108.27,106.24,-2.03,Battery_1,hold,0.0,90.0,18.0
33,113.36,110.8,-2.56,Battery_1,hold,0.0,90.0,18.0
34,114.96,110.89,-4.07,Battery_1,hold,0.0,90.0,18.0
35,117.78,120.86,3.08,Battery_1,hold,0.0,90.0,18.0
36,112.32,117.96,5.64,Battery_1,hold,0.0,90.0,18.0
37,121.74,121.17,-0.57,Battery_1,discharge,1.8,85.0,17.0
38,130.68,126.48,-4.2,Battery_1,discharge,3.0,76.7,15.33
39,145.45,141.33,-4.12,Battery_1,discharge,3.0,68.3,13.67
40,149.33,152.58,3.25,Battery_1,discharge,3.0,60.0,12.0
41,154.26,157.98,3.72,Battery_1,discharge,3.0,51.7,10.33
42,160.94,163.66,2.72,Battery_1,discharge,3.0,43.3,8.67
43,158.07,154.74,-3.33,Battery_1,discharge,3.0,35.0,7.0
44,146.62,147.78,1.16,Battery_1,discharge,3.0,26.7,5.33
45,140.5,141.08,0.58,Battery_1,discharge,3.0,18.3,3.67
46,122.58,123.67,1.09,Battery_1,discharge,3.0,10.0,2.0
47,114.71,119.07,4.36,Battery_1,hold,0.0,10.0,2.0
48,108.6,109.72,1.12,Battery_1,hold,0.0,10.0,2.0
1,112.58,114.1,1.52,Battery_2,hold,0.0,10.0,10.0
2,108.28,103.08,-5.2,Battery_2,hold,0.0,10.0,10.0
3,101.4,105.15,3.75,Battery_2,hold,0.0,10.0,10.0
4,99.83,104.53,4.7,Battery_2,hold,0.0,10.0,10.0
5,102.74,92.98,-9.76,Battery_2,charge,5.0,12.2,12.25
6,100.37,93.86,-6.51,Battery_2,charge,5.0,14.5,14.5
7,97.58,98.22,0.64,Battery_2,hold,0.0,14.5,14.5
8,96.01,94.43,-1.58,Battery_2,charge,0.25,14.6,14.61
9,103.36,103.28,-0.08,Battery_2,hold,0.0,14.6,14.61
10,101.14,96.87,-4.27,Battery_2,hold,0.0,14.6,14.61
11,96.35,100.75,4.4,Battery_2,hold,0.0,14.6,14.61
12,95.6,99.49,3.89,Battery_2,hold,0.0,14.6,14.61
13,91.93,92.26,0.33,Battery_2,charge,5.0,16.9,16.86
14,93.4,99.04,5.64,Battery_2,hold,0.0,16.9,16.86
15,92.11,94.45,2.34,Battery_2,hold,0.0,16.9,16.86
16,94.47,90.17,-4.3,Battery_2,charge,5.0,19.1,19.11
17,92.67,94.51,1.84,Battery_2,hold,0.0,19.1,19.11
18,94.35,89.56,-4.79,Battery_2,charge,5.0,21.4,21.36
19,93.67,98.06,4.39,Battery_2,hold,0.0,21.4,21.36
20,88.63,88.38,-0.25,Battery_2,charge,5.0,23.6,23.61
21,86.91,85.99,-0.92,Battery_2,charge,5.0,25.9,25.86
22,84.72,81.32,-3.4,Battery_2,charge,5.0,28.1,28.11
23,83.16,89.27,6.11,Battery_2,charge,5.0,30.4,30.36
24,79.11,78.34,-0.77,Battery_2,charge,5.0,32.6,32.61
25,87.33,85.19,-2.14,Battery_2,charge,5.0,34.9,34.86
26,85.28,83.52,-1.76,Battery_2,charge,5.0,37.1,37.11
27,86.23,88.89,2.66,Battery_2,charge,5.0,39.4,39.36
28,84.41,86.24,1.83,Battery_2,charge,5.0,41.6,41.61
29,88.83,90.89,2.06,Battery_2,charge,5.0,43.9,43.86
30,90.22,92.37,2.15,Battery_2,charge,5.0,46.1,46.11
31,102.36,113.07,10.71,Battery_2,hold,0.0,46.1,46.11
32,108.27,106.24,-2.03,Battery_2,hold,0.0,46.1,46.11
33,113.36,110.8,-2.56,Battery_2,hold,0.0,46.1,46.11
34,114.96,110.89,-4.07,Battery_2,hold,0.0,46.1,46.11
35,117.78,120.86,3.08,Battery_2,discharge,5.0,43.3,43.33
36,112.32,117.96,5.64,Battery_2,discharge,5.0,40.6,40.56
37,121.74,121.17,-0.57,Battery_2,discharge,5.0,37.8,37.78
38,130.68,126.48,-4.2,Battery_2,discharge,5.0,35.0,35.0
39,145.45,141.33,-4.12,Battery_2,discharge,5.0,32.2,32.22
40,149.33,152.58,3.25,Battery_2,discharge,5.0,29.4,29.44
41,154.26,157.98,3.72,Battery_2,discharge,5.0,26.7,26.67
42,160.94,163.66,2.72,Battery_2,discharge,5.0,23.9,23.89
43,158.07,154.74,-3.33,Battery_2,discharge,5.0,21.1,21.11
44,146.62,147.78,1.16,Battery_2,discharge,5.0,18.3,18.33
45,140.5,141.08,0.58,Battery_2,discharge,5.0,15.6,15.56
46,122.58,123.67,1.09,Battery_2,discharge,5.0,12.8,12.78
47,114.71,119.07,4.36,Battery_2,discharge,5.0,10.0,10.0
48,108.6,109.72,1.12,Battery_2,hold,0.0,10.0,10.0
1,112.58,114.1,1.52,Battery_3,hold,0.0,10.0,20.0
2,108.28,103.08,-5.2,Battery_3,hold,0.0,10.0,20.0
3,101.4,105.15,3.75,Battery_3,hold,0.0,10.0,20.0
4,99.83,104.53,4.7,Battery_3,hold,0.0,10.0,20.0
5,102.74,92.98,-9.76,Battery_3,charge,10.0,12.2,24.5
6,100.37,93.86,-6.51,Battery_3,charge,10.0,14.5,29.0
7,97.58,98.22,0.64,Battery_3,hold,0.0,14.5,29.0
8,96.01,94.43,-1.58,Battery_3,charge,0.49,14.6,29.22
9,103.36,103.28,-0.08,Battery_3,hold,0.0,14.6,29.22
10,101.14,96.87,-4.27,Battery_3,hold,0.0,14.6,29.22
11,96.35,100.75,4.4,Battery_3,hold,0.0,14.6,29.22
12,95.6,99.49,3.89,Battery_3,hold,0.0,14.6,29.22
13,91.93,92.26,0.33,Battery_3,charge,10.0,16.9,33.72
14,93.4,99.04,5.64,Battery_3,hold,0.0,16.9,33.72
15,92.11,94.45,2.34,Battery_3,hold,0.0,16.9,33.72
16,94.47,90.17,-4.3,Battery_3,charge,10.0,19.1,38.22
17,92.67,94.51,1.84,Battery_3,hold,0.0,19.1,38.22
18,94.35,89.56,-4.79,Battery_3,charge,10.0,21.4,42.72
19,93.67,98.06,4.39,Battery_3,hold,0.0,21.4,42.72
20,88.63,88.38,-0.25,Battery_3,charge,10.0,23.6,47.22
21,86.91,85.99,-0.92,Battery_3,charge,10.0,25.9,51.72
22,84.72,81.32,-3.4,Battery_3,charge,10.0,28.1,56.22
23,83.16,89.27,6.11,Battery_3,charge,10.0,30.4,60.72
24,79.11,78.34,-0.77,Battery_3,charge,10.0,32.6,65.22
25,87.33,85.19,-2.14,Battery_3,charge,10.0,34.9,69.72
26,85.28,83.52,-1.76,Battery_3,charge,10.0,37.1,74.22
27,86.23,88.89,2.66,Battery_3,charge,10.0,39.4,78.72
28,84.41,86.24,1.83,Battery_3,charge,10.0,41.6,83.22
29,88.83,90.89,2.06,Battery_3,charge,10.0,43.9,87.72
30,90.22,92.37,2.15,Battery_3,charge,10.0,46.1,92.22
31,102.36,113.07,10.71,Battery_3,hold,0.0,46.1,92.22
32,108.27,106.24,-2.03,Battery_3,hold,0.0,46.1,92.22
33,113.36,110.8,-2.56,Battery_3,hold,0.0,46.1,92.22
34,114.96,110.89,-4.07,Battery_3,hold,0.0,46.1,92.22
35,117.78,120.86,3.08,Battery_3,discharge,10.0,43.3,86.67
36,112.32,117.96,5.64,Battery_3,discharge,10.0,40.6,81.11
37,121.74,121.17,-0.57,Battery_3,discharge,10.0,37.8,75.56
38,130.68,126.48,-4.2,Battery_3,discharge,10.0,35.0,70.0
39,145.45,141.33,-4.12,Battery_3,discharge,10.0,32.2,64.44
40,149.33,152.58,3.25,Battery_3,discharge,10.0,29.4,58.89
41,154.26,157.98,3.72,Battery_3,discharge,10.0,26.7,53.33
42,160.94,163.66,2.72,Battery_3,discharge,10.0,23.9,47.78
43,158.07,154.74,-3.33,Battery_3,discharge,10.0,21.1,42.22
44,146.62,147.78,1.16,Battery_3,discharge,10.0,18.3,36.67
45,140.5,141.08,0.58,Battery_3,discharge,10.0,15.6,31.11
46,122.58,123.67,1.09,Battery_3,discharge,10.0,12.8,25.56
47,114.71,119.07,4.36,Battery_3,discharge,10.0,10.0,20.0
48,108.6,109.72,1.12,Battery_3,hold,0.0,10.0,20.0
1,112.58,114.1,1.52,Battery_4,hold,0.0,10.0,8.0
2,108.28,103.08,-5.2,Battery_4,hold,0.0,10.0,8.0
3,101.4,105.15,3.75,Battery_4,hold,0.0,10.0,8.0
4,99.83,104.53,4.7,Battery_4,hold,0.0,10.0,8.0
